,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,76.72,149.17,3.8,99,163,208,3.92,221,1500,146.08261,18.147215
1,76.68,148.92,4.9,0,288,385,48.144,185,4900,142.95712,30.634838
2,76.65,149.02,1.7,0,-999,180,0.704,183,1400,136.90811,18.479143
3,76.67,148.93,4.5,243,324,371,1.809,153,1900,156.5249,16.403149
4,76.7,148.85,6.6,63,212,314,3.819,319,3400,144.9961,17.400724
5,76.65,148.65,9.4,0,242,413,12.966,148,3700,151.53214,15.952865
6,76.63,148.7,0.0,60,-999,260,0.603,-9,1200,152.0438,18.783445
7,76.65,148.57,5.4,309,376,392,0.402,284,1100,147.07394,18.203333
8,77.08,156.57,-9.0,100,-999,310,6.232,-9,1400,140.27747,19.656876
9,77.08,156.6,-9.0,0,-999,220,0.101,-9,300,158.28206,19.447481
10,77.1,156.6,-9.0,40,-999,100,0.101,-9,700,157.80058,20.205433
11,77.12,156.58,-9.0,-999,-999,50,0.503,-9,2500,186.81375,19.187838
12,77.1,156.52,-9.0,50,-999,100,0.101,-9,700,157.49931,20.216543
13,77.08,156.48,-9.0,-999,-999,100,1.206,-9,2000,184.01868,18.7337
14,76.77,158.03,-9.0,220,-999,350,0.402,-9,400,151.97162,19.426805
15,70.98,178.68,20.7,247,296,341,0.05,293,400,164.75555,21.797493
16,70.98,178.67,24.3,143,172,207,0.02,275,100,166.57115,22.14328
17,71.0,178.65,30.4,172,221,271,0.03,277,300,167.06389,21.81071
18,71.0,178.65,29.7,188,221,269,0.02,282,200,166.15138,21.927744
19,71.03,178.7,7.1,249,259,266,0.02,130,100,174.51753,21.620537
20,71.05,178.72,19.5,258,305,329,0.04,7,100,186.13817,20.411095
21,71.05,178.72,19.4,242,299,340,0.07,6,100,186.47649,20.296373
22,71.07,178.72,7.1,312,319,322,0.01,121,100,174.66376,21.473124
23,71.07,178.72,7.8,303,319,334,0.04,155,200,172.03978,21.288275
24,71.07,178.7,8.1,294,310,320,0.03,193,200,168.9913,21.454472
25,71.07,178.68,15.1,183,192,211,0.01,253,100,166.5011,22.108805
26,71.07,178.68,15.1,183,192,211,0.01,253,100,166.5011,22.108805
27,71.07,178.68,15.1,183,192,211,0.01,253,100,166.5011,22.108805
28,71.08,178.7,4.0,397,400,405,0.02,3,200,183.34969,20.33818
29,71.08,178.72,8.3,389,400,411,0.02,111,200,175.10939,21.255648
30,71.08,178.73,8.8,367,374,385,0.01,107,100,175.48883,21.422838
31,71.1,178.75,27.8,309,351,382,0.02,283,200,164.84988,21.616426
32,71.1,178.77,12.1,583,596,601,0.01,180,100,167.56084,20.37424
33,71.1,178.77,12.1,583,596,601,0.01,180,100,167.56084,20.37424
34,71.1,178.78,18.4,529,547,560,0.01,155,100,170.59822,20.436884
35,71.12,178.8,21.5,467,498,549,0.04,333,100,159.45856,21.663769
36,71.13,178.88,33.3,478,560,622,0.04,33,100,182.87558,19.008402
37,71.13,178.9,12.5,311,318,335,0.01,96,100,177.29097,21.664915
38,71.1,178.85,12.4,420,427,436,0.01,298,100,161.1254,21.790628
39,71.1,178.87,25.8,380,435,486,0.04,19,100,184.23132,19.660637
40,71.1,178.87,25.7,392,436,479,0.03,21,200,183.89964,19.734835
41,71.1,178.8,15.9,328,356,383,0.03,212,100,167.97856,21.238136
42,71.02,178.65,18.6,320,355,376,0.03,183,200,170.52484,21.113613
43,71.02,178.67,15.9,324,344,390,0.04,266,100,164.31963,21.593714
44,71.02,178.68,14.8,411,430,440,0.02,221,100,166.30261,21.078575
45,71.02,178.7,17.2,265,290,315,0.02,63,100,180.91121,21.267536
46,71.02,178.68,14.8,411,430,440,0.02,221,200,166.45203,21.03085
47,71.02,178.7,16.0,265,290,315,0.03,64,200,180.87074,21.25211
48,71.02,178.72,7.6,272,281,294,0.04,325,100,160.85818,22.559587
49,71.02,178.8,22.3,328,366,404,0.03,109,100,177.0641,21.09453
50,71.02,178.8,22.3,328,366,404,0.03,109,100,177.0641,21.09453
51,71.02,178.82,10.0,252,269,279,0.03,50,300,181.86243,21.259914
52,71.02,178.83,9.7,242,264,273,0.02,72,100,180.02885,21.819685
53,71.03,178.88,15.4,186,220,264,0.09,220,100,168.828,21.748419
54,71.02,178.85,19.0,262,289,320,0.02,342,100,161.08607,22.601286
