,Lat,Lon,Area,Mean Slope,avg predicted thickness,predicted thickness std dev
0,-39.2754,175.549,0.025,18.8,63.913383,24.274408
1,-39.2604,175.574,0.074,24.4,65.52431,24.093145
2,-39.3007,175.567,0.016,30.0,67.18891,23.616236
3,-39.2615,175.569,0.022,26.0,65.975975,24.039606
4,-39.2769,175.582,0.016,28.2,66.63698,23.857237
5,-39.2775,175.57,1.182,18.3,64.80186,24.65731
6,-39.2678,175.553,0.019,27.1,66.32063,24.019796
7,-39.2942,175.575,0.021,24.5,65.518196,24.084305
8,-39.2912,175.57,0.663,24.3,66.03952,24.254925
9,-39.2804,175.554,0.645,22.4,65.43977,24.352757
10,-39.2708,175.567,0.357,6.4,60.97497,25.094975
11,-39.266,175.563,0.039,21.5,64.63871,24.209595
12,-39.27,175.579,1.147,19.7,65.1423,24.60173
13,-39.2956,175.562,0.507,26.7,66.65232,24.159855
14,-39.2925,175.554,0.01,26.9,66.25735,24.026201
15,-39.2904,175.559,0.086,26.1,66.073494,24.060125
16,-39.2879,175.557,0.045,27.4,66.43817,24.000193
17,-39.2654,175.583,0.018,31.0,67.49373,23.4961
18,-39.2606,175.585,0.152,29.6,67.20183,23.759981
19,-39.2711,175.557,0.457,20.3,64.68892,24.365608
20,-39.2855,175.564,0.356,22.8,65.30092,24.247671
21,-42.2203,172.588,0.067,43.6,72.31769,22.991512
22,-41.9499,172.741,0.032,45.4,72.85501,22.874403
23,-45.0297,167.674,0.032,24.0,66.65052,25.096254
24,-44.7359,168.069,0.143,24.8,66.88371,25.063696
25,-44.7312,168.066,0.067,53.0,75.712524,23.188198
26,-44.7278,168.071,0.048,58.5,77.50268,23.470207
27,-44.7159,167.742,0.071,29.5,68.01595,24.523912
28,-44.7153,167.748,0.035,42.4,72.04593,23.289005
29,-44.7158,167.707,0.268,36.9,70.44133,23.883398
30,-44.7157,167.777,0.031,43.8,72.53071,23.212246
31,-44.7123,167.743,0.024,37.2,70.29852,23.686518
32,-44.7281,168.059,0.025,46.4,73.4839,23.12583
33,-44.7257,168.058,0.072,37.7,70.54934,23.688509
34,-44.7219,168.059,0.078,33.5,69.213745,24.111269
35,-44.712,167.732,0.051,26.8,67.28556,24.85774
36,-44.7151,167.728,0.456,34.7,69.923904,24.23816
37,-44.7174,167.725,0.103,46.4,73.51975,23.160213
38,-44.7147,167.719,0.062,53.7,75.88249,23.196606
39,-44.7228,167.73,0.181,33.1,69.15547,24.22162
40,-44.7216,167.725,0.121,36.2,70.071434,23.851494
41,-44.7243,168.073,0.04,34.8,69.58562,23.94687
42,-44.7223,168.073,0.02,38.6,70.79127,23.575603
43,-44.7226,168.065,0.031,24.7,66.75471,25.028812
44,-44.7206,168.075,0.024,33.4,69.13118,24.083353
45,-44.7203,168.073,0.022,37.1,70.30391,23.70868
46,-44.7215,168.069,0.094,35.1,69.731255,23.955057
47,-44.6988,167.727,0.051,37.1,70.28671,23.711142
48,-44.6999,167.767,0.067,33.4,69.13214,24.09942
49,-44.6978,167.761,0.124,41.6,71.85427,23.397058
50,-44.7009,167.774,0.034,34.7,69.507225,23.936666
51,-44.7034,167.77,0.203,37.3,70.50992,23.800007
52,-44.6692,168.051,0.352,23.9,66.80493,25.131845
53,-44.7019,168.036,0.044,32.7,68.92277,24.176666
54,-44.6967,168.053,0.063,29.7,68.08404,24.509016
55,-44.6884,167.794,0.062,29.5,68.002106,24.515
56,-44.688,167.791,0.079,34.0,69.32927,24.038837
57,-44.7706,168.047,0.066,45.6,73.25189,23.183535
58,-44.7235,168.022,0.12,25.2,66.95978,25.046322
59,-44.7167,168.018,0.093,30.6,68.36425,24.430508
60,-44.6935,168.033,0.029,48.5,74.222755,23.08023
61,-44.7609,168.037,0.511,30.6,68.79648,24.758997
62,-44.7532,168.04,0.206,34.9,69.78466,24.061018
63,-44.7509,168.038,0.034,59.6,77.869026,23.555086
64,-44.6966,168.033,0.112,31.6,68.66556,24.338257
65,-44.7102,168.019,0.08,37.6,70.51532,23.698366
66,-44.7281,168.024,0.179,43.3,72.53995,23.34784
67,-44.6989,168.022,0.097,37.9,70.62672,23.681156
68,-44.7015,168.027,0.218,36.8,70.390495,23.867464
69,-44.7798,168.048,0.365,37.2,70.69517,23.948503
70,-44.7443,168.033,0.318,41.5,72.05792,23.555141
71,-44.7426,168.038,0.199,39.9,71.39913,23.595966
72,-44.7597,168.051,0.139,36.1,70.106674,23.893528
73,-44.7698,168.033,0.052,54.6,76.22216,23.248034
74,-44.8007,168.063,0.097,36.9,70.338425,23.795513
75,-44.7662,168.022,0.114,28.5,67.83499,24.701752
76,-44.7947,168.061,0.022,43.0,72.30087,23.273726
77,-44.7969,168.066,0.387,35.2,70.078636,24.166954
78,-44.7917,168.059,0.216,36.7,70.388664,23.895567
79,-44.7873,168.051,0.42,39.0,71.33926,23.830843
80,-44.7706,168.024,0.354,39.3,71.36324,23.756128
81,-44.7635,168.03,0.439,32.6,69.30246,24.493084
82,-44.7427,168.046,0.175,40.3,71.51031,23.54759
83,-44.804,168.072,0.419,32.9,69.39367,24.451384
84,-44.7662,168.048,0.087,50.5,74.97493,23.135603
85,-44.7689,168.038,0.151,50.7,75.09446,23.183908
86,-44.7367,168.024,0.327,35.5,70.09106,24.079245
