,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,35.7639,75.9105,34.3,5090,5822,0.232,160,695,78.15831,19.122686
1,35.7539,75.9186,38.2,5178,5363,0.025,294,283,70.447136,17.683376
2,35.7507,75.9193,44.1,5281,5624,0.085,297,412,72.14192,18.285631
3,35.7722,75.1278,29.2,4693,5751,1.778,185,2627,81.26598,18.387669
4,36.0064,75.5932,19.4,3045,7148,559.807,164,67807,351.78513,229.06879
5,36.0154,75.6874,30.2,5145,5324,0.05,200,301,71.47543,17.800999
6,35.9917,75.5408,44.3,5722,5824,0.093,11,237,79.69598,21.40883
7,35.9667,75.6421,40.3,5240,5490,0.079,205,484,72.331345,18.146357
8,35.9381,75.6866,42.1,5324,5921,0.192,236,786,75.67087,19.036251
9,35.9031,75.7223,42.8,4717,5353,0.095,64,587,83.156425,19.67584
10,35.8996,75.7629,37.9,4588,4764,0.078,330,301,69.59475,16.15015
11,35.8739,75.8415,37.8,5649,5741,0.03,228,215,70.28427,18.691309
12,35.7992,75.7631,31.6,4619,5128,0.173,62,858,82.92634,19.323696
13,35.7995,75.7544,31.5,5320,5519,0.066,20,261,80.25377,20.680902
14,35.7919,75.7445,37.4,4910,5455,0.194,283,743,74.50158,18.01308
15,35.7856,75.7659,29.7,4896,5264,0.186,118,788,77.15706,18.52769
16,35.7408,75.8267,51.3,4950,5292,0.079,345,280,71.33581,17.237709
17,35.838,74.8601,30.6,4149,5974,2.996,235,3711,87.8028,19.053438
18,35.839,74.8738,48.4,5786,6514,0.353,262,685,76.60037,20.199406
19,35.9205,74.6246,34.1,4178,5166,0.784,318,1794,78.87129,17.672062
20,35.9246,74.6298,34.6,4620,5081,0.046,287,520,73.27578,17.31417
21,35.9168,74.6189,43.2,4793,5125,0.122,353,387,71.097496,16.870354
22,35.9164,74.6107,44.1,4752,4950,0.063,236,236,70.78682,17.142136
23,36.0016,74.7496,23.6,4480,4705,0.107,237,681,72.101105,16.851166
24,35.9948,74.7466,22.1,4399,4559,0.167,294,481,69.81434,16.045706
25,35.9895,74.7441,22.6,4413,4523,0.097,320,329,68.833435,15.723646
26,36.0073,74.75,21.9,4464,4894,0.722,244,1223,73.36865,16.877514
27,36.0137,74.6949,29.0,4028,4924,1.514,332,1970,76.11365,16.637865
28,36.0616,74.4285,29.0,4134,5198,1.277,108,1728,85.118965,18.692837
29,36.0943,74.9443,37.1,5207,5718,0.172,166,677,75.90972,18.814627
30,36.0938,74.9373,46.9,5561,5706,0.028,237,195,70.42404,18.628513
31,36.0673,74.8171,22.3,2810,7432,105.036,4,29588,108.82328,53.302116
32,36.1076,74.8178,34.3,4385,5541,0.609,83,1511,88.18036,19.976118
33,36.0716,74.9526,48.0,4879,5423,0.051,343,488,73.71029,17.73768
34,36.0507,74.8685,48.8,5190,5724,0.091,90,340,78.85627,19.701805
35,36.1333,74.4642,36.0,3280,7612,13.115,267,9430,106.32036,21.80076
36,36.1451,74.4361,37.1,4735,5036,0.052,234,442,72.31465,17.361769
37,36.2116,72.5513,39.1,4784,5251,0.176,340,586,72.652336,17.29796
38,36.2584,75.7825,53.1,4928,5335,0.031,312,285,72.18159,17.584373
39,36.2559,75.7857,34.2,5408,5620,0.039,288,215,70.81339,18.421186
40,36.2528,75.7805,48.9,4873,5715,0.267,316,619,76.50312,18.572792
41,36.3359,74.0381,19.4,4378,4988,1.495,287,2673,75.62107,17.017584
42,36.322,74.0146,20.8,3951,5817,9.22,7,7208,95.400604,19.60392
43,36.3304,74.0,17.2,4588,4914,0.566,27,1133,83.25756,19.309158
44,36.3095,76.2808,28.0,5336,5516,0.033,347,177,70.26712,17.844149
45,36.3083,76.2901,29.3,5336,5585,0.109,345,428,71.22827,18.020206
46,36.3069,76.2937,29.0,5353,5595,0.073,36,431,79.889366,20.499712
47,36.3036,76.2991,28.7,5369,5582,0.136,8,335,81.18984,21.017872
48,36.2994,76.3101,31.3,5330,5561,0.041,336,305,70.96314,18.033304
49,36.3366,74.413,37.9,4698,4934,0.046,319,340,70.48316,16.64424
50,36.3364,74.4103,42.2,4632,4882,0.038,310,257,70.445366,16.56771
51,36.3375,73.0984,15.5,4596,4674,0.05,316,350,68.83154,16.116302
52,36.3337,73.099,54.7,4893,5261,0.049,13,326,83.410194,20.451307
53,36.3476,73.0456,24.7,4616,4775,0.115,44,405,79.73965,18.88382
54,36.3442,73.0454,41.8,4840,5088,0.062,342,251,70.1616,16.808088
55,36.3603,73.4309,23.7,4385,5351,1.751,10,2202,90.27029,20.487076
56,36.3756,74.6871,42.5,2989,7273,9.908,194,3754,97.74218,21.203705
57,36.3875,74.0066,20.1,4743,5058,0.534,24,1038,82.80873,19.555515
58,36.3742,74.0094,27.0,4849,5106,0.086,276,579,71.53074,17.262535
59,36.3706,74.0167,40.2,4868,5130,0.031,37,326,80.75359,19.64019
60,36.371,74.0087,35.0,4813,4970,0.034,314,180,69.453445,16.663778
61,36.3691,74.0107,19.7,4834,4980,0.053,209,426,71.28813,17.226889
62,36.3646,72.7405,30.0,4540,5596,2.258,349,2308,76.44331,17.453932
63,36.3766,74.207,32.7,4351,5604,1.418,186,2085,83.21285,18.59817
64,36.3608,72.7758,31.2,4124,5631,1.8,343,2331,82.13327,18.475283
65,36.3654,72.7613,40.8,4888,5606,0.302,3,824,87.83333,21.421144
66,36.3644,72.7663,42.6,5040,5478,0.057,49,431,81.10476,20.065271
67,36.4002,74.1683,29.8,4697,4860,0.101,225,389,70.99303,17.079224
68,36.416,75.2613,30.8,4871,5313,0.444,353,708,72.22751,17.254524
69,36.4111,74.3634,40.4,4976,5760,0.328,178,712,77.71395,18.892525
70,36.4134,74.381,35.6,4526,5485,0.416,205,1377,80.658745,18.609846
71,36.3996,74.3761,32.9,3726,6089,3.538,269,4648,94.45277,20.176842
72,36.407,74.3605,26.0,4667,5063,0.097,160,704,75.83967,17.839956
73,36.3912,74.3774,42.9,4509,4836,0.04,298,446,71.60792,16.653584
74,36.3828,74.3742,33.9,4105,5444,0.96,311,2011,82.5309,18.619791
75,36.4666,75.6901,28.5,5274,5972,0.905,222,1368,76.167244,18.789932
76,36.4576,75.6924,28.6,5317,5546,0.134,292,397,71.020905,18.14271
77,36.4519,72.9354,24.3,4657,5396,1.616,129,1722,78.01392,17.810625
78,36.4918,74.3881,35.1,4238,5813,0.805,183,1967,88.30103,19.75872
79,36.4914,74.4016,34.5,5438,5894,0.056,242,371,73.67999,19.017763
80,36.5282,73.1157,48.5,4629,4875,0.075,26,313,81.820694,19.423515
81,36.5247,73.1123,33.9,4793,5043,0.107,80,429,77.71417,18.700085
82,36.5261,72.967,24.0,4907,5616,0.907,293,1441,75.430275,18.046595
83,36.5201,72.9694,24.7,4773,5389,0.651,317,2265,76.74663,17.973413
84,36.5751,75.8397,34.0,5579,5639,0.038,15,152,78.87666,20.993803
85,36.5691,75.8406,20.7,5188,5731,0.968,124,1933,78.634476,18.87254
86,36.5629,75.8344,30.4,5396,5650,0.058,158,567,73.91411,18.702808
87,36.554,75.8405,24.5,4882,5840,4.76,41,4667,85.24202,18.806353
88,36.5518,75.8651,37.1,5049,5434,0.12,5,416,83.94904,20.889688
89,36.5597,74.8965,37.6,4526,5191,0.4,318,707,74.46886,17.347109
90,36.5635,74.8524,49.8,4186,4680,0.102,357,429,72.18291,16.094847
91,36.5607,74.8716,39.4,4357,4896,0.059,1,261,87.29582,20.306684
92,36.559,74.8459,45.1,4702,5076,0.055,12,506,84.66155,20.194403
93,36.5581,74.8637,44.3,4655,4992,0.068,11,385,84.12954,20.020922
94,36.558,74.8814,47.0,4735,5037,0.103,354,326,70.61268,16.668915
95,36.5564,74.8905,52.9,5014,5271,0.053,343,226,70.39017,17.176548
96,36.5951,73.4878,33.0,4228,5606,0.971,14,2330,97.40518,22.097795
97,36.5975,73.4818,39.0,4656,4945,0.101,356,415,70.48179,16.519287
98,36.6009,75.4813,33.1,5014,5467,0.12,13,628,84.5699,20.819613
99,36.6024,75.8602,30.5,4966,5496,0.559,2,1021,85.96884,20.9295
100,36.566,75.4136,24.5,4705,5918,6.233,357,5330,75.42991,16.090357
101,36.6254,73.6568,28.1,4332,4969,0.24,3,963,89.42721,20.55528
102,36.6347,75.8361,28.7,5022,5577,0.452,45,1026,83.062805,20.14787
103,36.6156,75.0556,28.8,4286,6511,13.762,5,8396,88.76531,18.190449
104,36.6146,75.0752,47.8,5907,6799,0.261,287,676,78.67361,20.998644
105,36.649,74.6571,35.4,5011,5904,0.827,191,1104,78.002785,18.880995
106,36.6676,76.0049,28.9,4896,5626,0.674,39,1286,85.397,20.368525
107,36.6711,76.0011,28.8,5234,5526,0.043,353,255,71.333015,17.879103
108,36.6937,74.599,23.5,5070,5585,0.813,191,1475,75.29812,18.073477
109,36.6895,74.5916,17.3,4972,5433,1.093,124,2027,77.808846,18.263609
110,36.6813,74.5884,24.4,4755,5806,2.514,89,3530,85.72031,19.232239
111,36.6667,74.6045,22.0,4766,4920,0.041,47,336,79.31137,19.07135
112,36.6602,72.9504,37.3,4215,5019,0.116,357,881,76.14183,17.202011
113,36.6543,72.9515,43.1,5151,5356,0.037,333,355,70.25874,17.483295
114,36.6719,74.9422,23.4,4939,5392,0.66,352,1319,73.143654,17.445635
115,36.6677,73.2984,21.6,4593,4692,0.035,359,293,68.50058,15.928205
116,36.6654,73.3045,21.0,4436,4592,0.113,17,407,82.26131,19.19042
117,36.6852,75.0523,32.5,5653,5940,0.186,266,330,71.637634,19.036503
118,36.7022,73.3171,31.0,4529,5639,0.713,145,1751,84.075554,19.11485
119,36.7056,73.311,24.2,5248,5424,0.039,171,531,72.523865,18.177319
120,36.706,73.3237,37.3,4823,5258,0.109,171,542,74.912224,17.934185
121,36.7014,73.3225,24.9,4499,5003,0.249,154,1067,77.87778,17.91294
122,36.7021,73.314,32.0,4937,5159,0.036,136,305,73.86175,18.07617
123,36.6959,73.3124,29.2,4868,5249,0.09,123,355,75.99119,18.388273
124,36.7065,75.0273,39.2,5512,5867,0.138,228,269,72.46695,18.93449
125,36.7225,73.9587,41.6,5694,5795,0.042,194,135,70.79634,18.918861
126,36.716,73.9538,25.3,4735,5320,0.305,196,1244,76.96411,18.031588
127,36.7353,75.1639,35.0,5195,5983,0.744,268,1437,77.298386,19.0458
128,36.7604,75.9116,34.9,5063,5482,0.214,360,557,72.47802,17.692554
129,36.7611,75.9061,35.8,4988,5284,0.066,335,437,71.41789,17.350046
130,36.7397,75.5145,18.9,4648,6045,10.627,345,7204,71.25907,14.571712
131,36.7687,75.4938,32.2,5052,5417,0.159,32,467,81.632256,20.183546
132,36.7844,75.0768,35.3,5402,5848,0.138,248,677,74.03333,18.874533
133,36.8251,75.3817,35.2,4948,5307,0.165,346,478,71.74983,17.344782
134,36.8218,75.3792,36.1,5147,5362,0.057,312,250,70.36974,17.608578
135,36.8143,75.3814,34.6,5007,5538,0.208,25,388,83.32494,20.574047
136,36.8156,75.387,25.0,5005,5236,0.094,23,486,81.467926,20.065348
137,36.8522,75.5999,25.5,5069,5421,0.203,295,901,72.95095,17.871025
138,36.8713,75.6579,31.3,4886,5339,0.321,334,790,72.95645,17.488499
139,36.8642,75.6452,27.6,4917,5344,0.713,0,1373,85.890144,20.627945
140,36.8992,74.1676,28.6,5159,5394,0.093,183,461,72.438255,18.030867
141,36.8878,74.1725,24.7,4759,5597,2.26,46,2633,84.73398,19.366385
142,36.8892,74.1825,35.9,4900,5073,0.04,336,182,69.55449,16.796463
143,36.9146,75.7166,37.9,5001,5512,0.174,32,646,83.55916,20.443459
144,36.9119,75.296,23.5,4806,5859,3.174,352,3722,77.808975,17.554903
145,36.9415,74.0961,19.3,4571,6025,12.638,27,6203,72.50196,14.820796
146,36.9515,74.1497,25.7,5322,5448,0.032,307,250,69.77251,17.940569
147,36.9992,75.0007,52.9,5101,5223,0.026,312,200,69.23787,17.209799
148,36.9861,74.9996,30.3,4864,5299,0.562,58,1417,82.14304,19.382618
149,36.9858,74.6118,21.0,4880,5563,0.823,5,2756,91.85418,21.499949
150,36.9846,74.6184,29.8,5289,5545,0.038,317,246,70.928,18.16525
151,36.9823,74.6065,34.8,5327,5509,0.049,54,266,77.658485,19.953554
152,37.0691,75.1042,28.7,4856,5217,0.283,18,794,83.63992,20.111956
153,37.0569,75.0957,24.4,4861,5554,1.406,29,1879,85.09617,20.008486
154,37.0584,75.7081,27.5,4809,5469,1.633,4,2289,87.65468,20.487385
155,37.0598,75.7004,31.8,5217,5526,0.067,55,440,79.38331,20.000237
