,Lat,Lon,Area,Mean Slope,avg predicted thickness,predicted thickness std dev
0,-39.2754,175.549,0.025,18.8,100.68913,32.659966
1,-39.2604,175.574,0.074,24.4,98.97341,32.211018
2,-39.3007,175.567,0.016,30.0,97.33088,31.868301
3,-39.2615,175.569,0.022,26.0,98.49887,32.107086
4,-39.2769,175.582,0.016,28.2,97.8855,31.972754
5,-39.2775,175.57,1.182,18.3,101.30205,32.640526
6,-39.2678,175.553,0.019,27.1,98.18592,32.03688
7,-39.2942,175.575,0.021,24.5,98.9462,32.216457
8,-39.2912,175.57,0.663,24.3,99.251526,32.186752
9,-39.2804,175.554,0.645,22.4,99.81745,32.330883
10,-39.2708,175.567,0.357,6.4,104.9231,33.800484
11,-39.266,175.563,0.039,21.5,99.8526,32.433643
12,-39.27,175.579,1.147,19.7,100.85044,32.52142
13,-39.2956,175.562,0.507,26.7,98.50697,32.039753
14,-39.2925,175.554,0.01,26.9,98.25461,32.056896
15,-39.2904,175.559,0.086,26.1,98.510666,32.103554
16,-39.2879,175.557,0.045,27.4,98.124275,32.02193
17,-39.2654,175.583,0.018,31.0,96.9976,31.804937
18,-39.2606,175.585,0.152,29.6,97.50768,31.874529
19,-39.2711,175.557,0.457,20.3,100.38937,32.508286
20,-39.2855,175.564,0.356,22.8,99.58517,32.318607
21,-42.2203,172.588,0.067,43.6,94.467064,31.857847
22,-41.9499,172.741,0.032,45.4,93.835556,31.781488
23,-45.0297,167.674,0.032,24.0,100.83365,33.197433
24,-44.7359,168.069,0.143,24.8,100.53051,33.11627
25,-44.7312,168.066,0.067,53.0,92.50035,32.349514
26,-44.7278,168.071,0.048,58.5,91.20282,32.43351
27,-44.7159,167.742,0.071,29.5,99.01851,32.835285
28,-44.7153,167.748,0.035,42.4,95.128494,32.238823
29,-44.7158,167.707,0.268,36.9,96.74619,32.409546
30,-44.7157,167.777,0.031,43.8,94.75779,32.225483
31,-44.7123,167.743,0.024,37.2,96.55014,32.405
32,-44.7281,168.059,0.025,46.4,94.128624,32.240944
33,-44.7257,168.058,0.072,37.7,96.518135,32.392246
34,-44.7219,168.059,0.078,33.5,97.78735,32.639206
35,-44.712,167.732,0.051,26.8,99.821785,32.972675
36,-44.7151,167.728,0.456,34.7,97.50163,32.530663
37,-44.7174,167.725,0.103,46.4,94.080246,32.208336
38,-44.7147,167.719,0.062,53.7,92.23222,32.343204
39,-44.7228,167.73,0.181,33.1,97.889336,32.634857
40,-44.7216,167.725,0.121,36.2,96.89062,32.461407
41,-44.7243,168.073,0.04,34.8,97.35387,32.572266
42,-44.7223,168.073,0.02,38.6,96.24621,32.346516
43,-44.7226,168.065,0.031,24.7,100.513145,33.1162
44,-44.7206,168.075,0.024,33.4,97.7962,32.64835
45,-44.7203,168.073,0.022,37.1,96.65964,32.43696
46,-44.7215,168.069,0.094,35.1,97.28725,32.550194
47,-44.6988,167.727,0.051,37.1,96.57826,32.406395
48,-44.6999,167.767,0.067,33.4,97.73002,32.620785
49,-44.6978,167.761,0.124,41.6,95.379,32.23653
50,-44.7009,167.774,0.034,34.7,97.29645,32.552544
51,-44.7034,167.77,0.203,37.3,96.60924,32.388103
52,-44.6692,168.051,0.352,23.9,100.83234,33.152946
53,-44.7019,168.036,0.044,32.7,98.014084,32.677376
54,-44.6967,168.053,0.063,29.7,99.0087,32.844425
55,-44.6884,167.794,0.062,29.5,99.00903,32.83231
56,-44.688,167.791,0.079,34.0,97.54062,32.5853
57,-44.7706,168.047,0.066,45.6,94.38955,32.24063
58,-44.7235,168.022,0.12,25.2,100.38467,33.08767
59,-44.7167,168.018,0.093,30.6,98.73049,32.79673
60,-44.6935,168.033,0.029,48.5,93.57508,32.25603
61,-44.7609,168.037,0.511,30.6,98.967,32.79206
62,-44.7532,168.04,0.206,34.9,97.41325,32.56334
63,-44.7509,168.038,0.034,59.6,90.97858,32.461887
64,-44.6966,168.033,0.112,31.6,98.40345,32.73355
