,Lat,Lon,Area,Mean Slope,avg predicted thickness,predicted thickness std dev
0,-34.4356,-70.2602,0.888,22.4,48.60594,16.71816
1,-34.4453,-70.2315,0.077,25.6,47.142647,15.522154
2,-34.472,-69.9941,0.028,24.3,47.226097,15.661673
3,-34.4988,-70.3635,0.094,29.1,46.887104,15.298953
4,-34.5327,-70.3407,0.058,29.7,46.794334,15.277734
5,-34.5609,-70.2559,0.036,22.8,47.425,15.933109
6,-34.5783,-70.2698,0.053,21.2,47.651608,16.274729
7,-34.581,-70.3739,0.241,33.2,46.701786,15.518151
8,-34.5863,-70.2728,0.158,33.8,46.54306,15.505426
9,-34.5824,-70.2699,0.011,22.0,47.489117,16.071255
10,-34.5902,-70.3864,1.107,26.1,48.720024,16.375088
11,-34.5864,-70.3708,0.234,28.4,47.19426,15.426404
12,-34.5947,-70.257,0.51,22.2,48.195385,16.488575
13,-34.593,-70.3703,0.252,30.3,47.026684,15.42294
14,-34.5975,-70.2806,0.328,14.7,48.57625,18.119276
15,-34.6097,-70.264,0.392,21.5,48.106674,16.515808
16,-34.4896,-70.0942,0.014,23.8,47.259506,15.727974
17,-34.5105,-70.1012,0.022,8.8,48.661987,19.834593
18,-34.5107,-70.139,0.023,17.8,47.871723,16.960602
19,-34.5132,-70.1392,0.024,22.2,47.46115,16.031616
20,-34.5169,-70.13,0.818,17.1,48.965588,17.834728
21,-34.5256,-70.1373,1.229,18.4,49.409523,17.873198
22,-34.5673,-70.1612,2.893,11.1,52.411186,21.884758
23,-34.5498,-70.1423,6.234,15.6,56.68171,23.853155
24,-34.5416,-70.1528,0.021,22.8,47.39988,15.915687
25,-34.5433,-70.1536,0.032,8.5,48.699398,19.944593
26,-34.5477,-70.1281,0.025,23.3,47.35508,15.830339
27,-34.5486,-70.1246,0.041,26.0,47.111046,15.462865
28,-34.5553,-70.164,0.177,14.9,48.34907,17.907219
29,-34.5643,-70.1748,0.043,16.2,48.057804,17.392553
30,-34.5701,-70.1837,0.069,16.7,48.04836,17.282595
31,-34.5988,-70.1829,9.679,13.6,60.821,26.49432
32,-34.5776,-70.1711,0.019,34.1,46.335064,15.448694
33,-34.5788,-70.1728,0.026,21.6,47.56519,16.165842
34,-34.5824,-70.1893,0.014,22.1,47.487896,16.054165
35,-34.5841,-70.1974,0.012,12.1,48.470478,18.752836
36,-34.5242,-69.929,0.01,27.1,46.96328,15.325743
37,-34.6127,-70.0137,0.059,23.5,47.424442,15.839997
