,Lat,Lon,Area,Mean Slope,avg predicted thickness,predicted thickness std dev
0,49.0019,-121.235,0.073,29.0,27.700617,7.6649246
1,49.1617,-121.59,0.262,29.6,27.693819,7.7835245
2,49.1627,-121.209,0.307,31.0,27.003653,7.9113855
3,49.1657,-121.601,0.184,25.3,30.006702,7.1827416
4,49.1666,-121.611,0.274,28.5,28.266665,7.651321
5,49.1668,-121.218,0.348,39.8,23.39255,8.643424
6,49.1709,-121.628,0.172,30.9,27.00141,7.892734
7,49.1751,-121.66,0.17,23.3,31.263184,6.9104195
8,49.4291,-122.344,0.066,44.1,22.097923,8.944335
9,49.431,-122.353,0.075,37.0,24.477764,8.452482
10,49.4353,-122.352,0.072,32.1,26.602827,8.024919
11,49.4383,-122.357,0.4,17.1,35.98518,6.054648
12,49.4364,-122.362,0.05,21.6,32.54022,6.6758037
13,49.4567,-125.761,0.419,15.5,37.6421,5.8576007
14,49.4658,-125.754,0.06,31.2,27.48552,8.081764
15,49.4618,-125.748,0.921,18.1,36.23324,6.3618016
16,49.4635,-125.764,0.998,21.6,33.85387,6.9547143
17,49.4817,-125.646,0.623,24.4,31.705027,7.300648
18,49.4802,-125.657,0.132,21.5,33.167984,6.796347
19,49.4864,-125.5,0.307,22.0,32.96668,6.8887744
20,49.5074,-122.72,0.163,21.1,33.075825,6.627647
21,49.5199,-125.739,0.071,21.4,33.22212,6.7775855
22,49.5311,-125.388,0.54,20.8,33.99914,6.735128
23,49.5316,-125.396,0.311,13.9,38.739136,5.5157104
24,49.5356,-122.109,0.096,30.9,27.20944,7.9115505
25,49.5392,-122.102,0.104,31.1,27.122147,7.931693
26,49.54,-125.728,0.182,18.8,35.14575,6.4118886
27,49.5397,-125.397,0.747,13.4,39.53369,5.342628
28,49.5439,-125.74,0.05,20.2,34.043884,6.6036634
29,49.546,-125.607,0.066,25.5,30.596104,7.3483167
30,49.5467,-125.45,0.151,20.3,34.024208,6.6161118
31,49.5469,-125.443,0.144,18.0,35.63351,6.2795897
32,49.547,-125.603,0.084,21.8,32.96525,6.8337436
33,49.5453,-125.383,0.232,36.1,25.42959,8.538332
34,49.549373627,-125.728973389,0.051,22.0,32.824245,6.865031
35,49.5507,-125.457,0.154,24.9,31.02646,7.2741575
36,49.5511,-125.372,0.201,33.5,26.536907,8.299219
37,49.5504,-125.353,0.751,16.1,37.524525,5.9484057
38,49.5457,-125.35,0.328,15.5,37.564137,5.8531528
39,49.5524,-125.36,0.22,18.3,35.483204,6.324206
40,49.5494,-125.363,0.251,9.1,42.42003,5.0074096
41,49.5594,-125.368,0.06,24.2,31.38145,7.1609507
42,49.564,-122.074,0.178,23.5,31.460032,6.959603
43,49.5663,-125.913,0.15,28.0,29.25652,7.7254915
44,49.571,-115.423,0.353,20.8,32.47009,6.327285
45,49.5781,-125.399,0.139,13.1,39.222214,5.4183636
46,49.5802,-125.407,0.08,15.2,37.585228,5.825504
47,49.5753,-122.807,0.58,18.2,35.538197,6.2448783
48,49.5768,-122.82,1.033,22.1,33.212616,6.9297547
49,49.572,-122.801,0.151,18.2,35.15673,6.217457
50,49.5858,-122.068,0.176,33.9,25.9185,8.19663
51,49.5837,-125.401,0.307,16.6,36.772816,6.095267
52,49.5881,-125.412,0.059,29.9,28.135603,7.9474254
53,49.5877,-122.085,0.324,28.3,28.72542,7.6523466
54,49.5875,-122.094,0.127,26.8,29.38228,7.4049997
55,49.5885,-122.074,0.267,31.6,27.045958,8.0082445
56,49.5927,-122.241,0.164,30.4,27.555227,7.8847046
57,49.5889,-122.251,0.32,23.7,31.492334,7.0173135
58,49.5917,-125.398,0.174,20.6,33.861702,6.6590514
59,49.5987,-125.681,0.07,26.5,30.019798,7.4929714
60,49.6012,-125.671,0.064,27.1,29.659739,7.573853
61,49.6097,-122.093,0.133,23.3,31.58144,6.927678
62,49.6078,-122.087,0.187,20.9,33.214203,6.576504
63,49.6266,-125.969,0.071,20.2,34.152924,6.614402
64,49.6301,-125.97,0.077,19.2,34.87476,6.4798727
65,49.6328,-125.981,0.091,23.8,31.791838,7.1370974
66,49.6374,-125.966,0.09,37.1,25.023682,8.623163
67,49.634,-125.97,0.168,27.5,29.586956,7.6582217
68,49.6423,-122.208,0.073,22.6,32.018085,6.824287
69,49.6439,-122.237,0.092,24.3,30.963839,7.0605035
70,49.6432,-122.273,0.074,25.1,30.452234,7.1681685
71,49.6442,-122.246,0.075,38.3,24.065447,8.551936
72,49.6457,-122.279,0.119,24.7,30.742325,7.120712
73,49.6522,-122.548,0.064,27.6,28.993567,7.528924
74,49.6528,-122.277,0.101,22.7,31.992596,6.8458276
75,49.6541,-122.812,0.666,14.7,38.220226,5.524044
76,49.655,-122.517,0.059,17.8,35.376213,6.1483493
77,49.6541,-122.833,0.179,10.7,40.81218,5.046109
78,49.6523,-122.246,0.372,25.4,30.510813,7.261252
79,49.6477,-122.254,0.239,31.5,27.1265,8.004145
80,49.6581,-122.51,0.11,24.9,30.650068,7.1556807
81,49.6599,-122.524,0.124,9.5,41.69087,4.9685416
82,49.6588,-122.824,0.358,16.6,36.519936,6.0075865
83,49.6608,-122.834,0.148,22.8,32.04995,6.8885627
84,49.6621,-122.285,0.115,26.8,29.445215,7.4126697
85,49.665,-125.751,0.086,38.5,24.45511,8.716755
86,49.6658,-122.843,0.231,23.4,31.741037,6.986158
87,49.666877747,-125.74420166,0.051,36.5,25.230661,8.5623
88,49.6665,-122.561,0.31,25.7,30.325361,7.304033
89,49.6631,-125.759,0.309,27.0,29.97395,7.6030335
90,49.6699,-122.286,0.07,20.0,33.80644,6.445118
91,49.675,-125.743,0.054,24.5,31.317503,7.2165885
92,49.6749,-122.469,0.141,29.0,28.3059,7.745695
93,49.6645,-122.552,1.387,14.2,39.25031,5.311256
94,49.668,-122.528,0.266,8.8,42.39664,4.891572
95,49.6644,-122.531,0.133,13.5,38.59132,5.3781447
96,49.6556,-122.534,0.675,20.2,34.233147,6.557465
97,49.6699,-122.54,1.653,13.3,40.179203,5.087961
98,49.6773,-125.415,0.209,29.7,28.40521,7.9630537
99,49.6746,-125.749,0.1,33.3,26.664312,8.284228
100,49.6772,-125.752,0.125,27.6,29.494265,7.658869
101,49.6798,-125.428,0.082,30.0,28.159424,7.966023
102,49.6808,-125.883,0.112,24.7,31.2631,7.258189
103,49.6802,-122.474,0.145,24.6,30.876421,7.119256
104,49.6821,-125.752,0.053,23.0,32.263126,7.01868
105,49.6858,-122.829,0.189,21.3,33.099613,6.6637692
106,49.6932,-122.53,0.118,22.1,32.46654,6.7648573
107,49.6905,-122.552,1.778,14.2,39.640953,5.2762294
108,49.6864,-122.562,0.054,26.5,29.63015,7.3726883
109,49.6828,-122.552,0.13,18.3,35.114513,6.224857
110,49.6933,-122.539,0.137,12.1,39.683964,5.181969
111,49.6973,-122.537,0.194,10.2,41.221947,4.989181
112,49.7129,-122.566,0.058,27.1,29.29636,7.4571614
113,49.7125,-122.562,0.281,26.2,30.01886,7.3703327
114,49.7157,-121.93,0.312,27.6,29.145828,7.54355
115,49.7197,-122.56,0.062,16.5,36.34021,5.981926
116,49.7201,-122.562,0.082,16.3,36.497944,5.958526
117,49.723,-125.654,0.364,21.8,33.331932,6.8706474
118,49.7285,-125.787,0.114,30.8,27.873106,8.066007
119,49.7249,-125.787,0.184,22.9,32.472084,7.0213995
120,49.7281,-117.122,0.184,28.1,28.125582,7.417031
121,49.73,-122.617,0.11,22.5,32.23269,6.828659
