,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,43.2003,42.0891,43.2,3054,3391,0.078,163,424,100.98941,10.511412
1,43.1992,42.7121,21.5,3271,3363,0.042,49,177,114.4156,13.226048
2,43.3543,41.8426,28.8,3387,3717,0.13,79,388,114.03152,13.3203945
3,42.8031,43.8138,24.7,2368,4130,4.187,353,5295,105.14184,9.545368
4,43.1191,42.6611,51.6,3751,3961,0.033,145,158,102.51274,12.630815
5,43.1583,42.5158,31.9,3352,3680,0.176,197,538,96.23048,10.894051
6,42.9523,43.52,34.4,3661,3984,0.125,240,508,93.80773,11.44951
7,43.0973,43.2427,34.3,3365,3606,0.101,333,428,82.67734,11.768358
8,43.3002,41.4506,33.8,2558,3331,0.39,217,1182,102.3914,9.598974
9,42.7584,43.7575,27.6,3208,3903,0.553,245,1630,99.637764,10.423794
10,42.6974,44.4001,23.1,3231,4292,1.688,166,3290,115.948975,10.113996
11,42.9564,43.5074,30.4,3629,4051,0.357,237,863,95.63357,11.154899
12,43.0834,43.2422,42.0,3307,3730,0.136,104,464,112.369415,12.554167
13,43.3778,42.4276,22.6,3053,5611,12.843,357,6902,95.11692,7.2798786
14,43.2768,41.5514,32.7,2871,3321,0.221,93,641,113.961044,11.035885
15,43.2675,42.8305,36.0,3482,4079,0.343,298,1466,95.3805,11.234598
16,43.1282,42.3454,25.9,3109,3489,0.21,74,723,116.05182,12.105425
17,43.2352,42.9086,35.6,3543,3972,0.163,84,459,115.63164,13.723894
18,43.261,42.877,19.5,3083,3902,0.62,23,2034,135.56046,13.381107
19,42.6964,44.5204,33.1,4722,5007,0.134,105,391,114.12764,15.538123
20,42.713,44.1351,32.8,3424,3741,0.2,124,540,106.70423,12.180831
21,43.16,42.4675,17.4,3316,3367,0.036,246,182,84.13659,10.460463
22,42.8614,43.5906,27.9,2471,3501,1.424,9,1931,137.54733,10.848041
23,42.988,43.5216,19.8,3510,3716,0.176,103,704,107.902176,12.784782
24,42.859,43.587,28.2,2980,3139,0.015,12,302,122.61747,12.757398
25,42.8681,43.4682,39.8,3097,3535,0.124,318,501,86.68601,11.455636
26,43.2903,42.2136,27.2,3127,3430,0.166,347,615,81.75296,11.482262
27,42.9743,43.469,48.5,3624,3950,0.051,8,285,126.38023,14.733451
28,43.1319,42.1122,21.5,3131,3211,0.031,178,224,92.76578,10.267227
29,43.2019,41.8618,30.5,2599,3024,0.233,61,605,119.11252,10.845734
30,43.1413,42.6937,20.0,1865,4138,8.396,134,6912,121.50886,8.500941
31,43.3297,42.615,23.7,3158,3902,1.834,20,1863,126.69422,12.466798
32,43.0261,43.0031,33.0,3766,4471,0.423,127,1210,116.47171,13.330835
33,43.1728,42.5275,17.4,2687,4413,6.711,126,5847,115.94804,6.7676654
