,Lat,Lon,Area,Mean Slope,avg predicted thickness,predicted thickness std dev
0,29.940999868,102.044041674,0.438,17.6,39.389664,7.181434
1,29.987019467,102.042345625,0.644,16.6,39.340992,7.23475
2,29.997311063,102.041129978,0.225,13.6,37.692097,7.4437375
3,29.962296779,102.050282604,0.985,17.4,40.139492,7.2574534
4,30.025100942,102.043727594,0.465,31.7,43.43384,8.399429
5,30.018731814,102.036920074,0.167,40.0,41.38668,11.710874
6,30.014502807,102.05082014,0.708,29.6,43.650238,8.039556
7,29.997550948,102.056323523,0.373,34.1,43.218613,9.027852
8,30.004917145,102.045440674,1.101,29.0,44.10383,8.000607
9,29.97760778,102.046575244,0.17,14.3,37.833763,7.3362446
10,29.948420832,102.031271368,0.155,24.3,41.19456,7.1487346
11,29.928919494,102.057463275,0.391,21.3,40.564648,7.020507
12,29.946926593,102.040228639,0.074,23.7,40.860165,7.0599995
13,29.952957153,102.040527344,0.146,33.9,42.753674,9.090715
14,29.984665894,99.807801024,0.076,25.8,41.120644,7.2283397
15,29.975860472,99.790791762,0.785,20.7,40.59178,7.1427946
16,29.875673668,99.647057537,1.093,13.8,38.59635,7.683986
17,29.864115482,99.639064967,0.5,26.2,41.876083,7.4053965
18,29.934847484,99.634455759,0.793,23.6,41.553707,7.2215257
19,29.908965733,99.633153209,1.737,20.3,41.897594,7.4131975
20,29.909049776,99.652073588,1.002,20.2,40.751118,7.2796783
21,29.94093827,99.686612054,0.099,25.5,41.046875,7.200761
22,29.79607919,99.596499892,0.705,27.7,42.622837,7.669339
23,29.796824896,99.607435091,2.447,28.0,45.311356,8.30338
24,29.800726483,99.631428599,0.168,26.4,41.395443,7.3613954
25,29.797379495,99.621911839,2.134,27.5,44.695553,8.125137
26,29.816232914,99.554860453,0.275,22.6,40.338528,7.01898
27,29.828576197,99.555903232,0.864,21.4,40.901196,7.2053404
28,29.837142856,99.565970765,0.274,21.6,39.99963,6.976961
29,29.841384281,99.574485987,0.405,31.1,42.685806,8.187996
30,29.843913523,99.582224191,0.451,27.5,42.157772,7.574654
31,29.869532836,99.569384089,0.292,21.7,40.067154,6.9761386
32,29.876242106,99.511147185,0.811,20.5,40.505035,7.188399
33,29.957441329,99.588694968,0.952,18.0,39.873928,7.2652345
34,29.954733834,99.596275083,0.285,18.7,39.06361,7.0396605
35,29.965418731,99.598493151,0.675,18.9,39.772934,7.193352
36,29.967705607,99.603286216,0.116,24.2,40.647243,7.0673494
37,30.070138627,99.30253643,1.173,16.1,39.47372,7.369188
38,30.070423196,99.320370919,0.354,22.3,40.346992,6.9605875
39,30.058193207,99.2734375,1.111,21.4,41.282104,7.2410984
40,30.050359339,99.276638445,0.357,19.1,39.26281,7.010246
41,30.070919037,99.278274536,0.889,21.4,40.915848,7.1431503
42,30.145698433,99.462635924,0.508,26.2,41.877518,7.343742
43,30.142205053,99.471952398,0.684,17.6,39.31728,7.1812215
44,30.135654485,99.480557856,1.252,15.8,39.520164,7.381715
45,30.130561628,99.492442086,0.289,20.3,39.597294,6.905894
46,30.148005544,99.492397307,0.692,18.0,39.47864,7.168154
47,30.157996354,99.476255393,0.751,26.2,42.25788,7.4114842
48,30.13342428,99.511318758,0.22,19.2,39.124104,6.9236517
49,30.137404334,99.521896576,0.607,21.1,40.39865,7.0130153
50,29.917892379,99.607891767,0.329,26.8,41.770584,7.4296308
51,29.891669673,99.516987163,0.356,25.5,41.42728,7.276838
52,29.950079831,99.64062213,1.161,16.8,39.758778,7.3535166
53,29.989079823,99.56021766,0.426,17.9,39.029003,7.175312
54,30.574308686,99.538784014,2.702,18.3,42.63416,7.3624797
55,30.573471131,99.486490378,0.076,36.2,41.109062,9.96671
56,30.556425527,99.539116213,2.418,19.5,42.662598,7.324
57,30.541371816,99.629089276,0.062,24.6,40.74378,6.9601445
58,30.539616397,99.596271378,0.461,23.6,41.06091,6.9737563
59,30.606413335,99.471786184,0.19,24.7,40.979233,6.989183
60,30.664742621,99.411689993,0.685,20.2,40.256317,6.908291
61,30.656421562,99.402181971,0.269,22.6,40.38081,6.8032885
62,30.662584388,99.403920577,0.37,20.4,39.80052,6.779344
63,30.588881327,99.503259632,0.215,28.3,41.96294,7.7009473
64,30.543579173,99.589062288,0.133,31.0,42.06906,8.2188
65,30.128560219,99.53566112,0.052,22.0,39.794556,6.841478
66,30.13000245,99.544936309,0.085,28.9,41.870453,7.920166
67,30.115712044,99.461625379,0.123,19.9,39.18555,6.8610454
68,30.064227022,99.272699939,0.289,19.8,39.383,6.941124
69,30.058507585,99.295952854,0.076,29.5,41.93522,8.065156
70,29.99378818,99.603631297,0.196,26.0,41.332596,7.2741156
71,29.95948734,99.565851181,0.275,18.9,39.108288,7.0189123
72,29.969388112,99.566129876,0.087,20.1,39.198467,6.8858595
73,29.979214864,99.563329961,0.075,19.4,38.94857,6.9043655
74,29.92311105,99.602968675,0.608,26.4,42.10468,7.4469647
75,29.920443188,99.614252771,0.243,24.8,41.067677,7.170969
76,29.908488998,99.664980879,0.137,24.4,40.757286,7.1055675
77,29.864327086,99.663136995,0.23,21.0,39.743694,6.951059
78,29.862820566,99.672375267,0.165,24.3,40.7697,7.1187987
79,29.853238343,99.679402367,0.173,29.9,42.259663,8.130036
80,29.850813498,99.570637169,0.853,33.0,43.54996,8.401937
81,29.854517448,99.566168494,0.135,20.6,39.43322,6.924682
82,29.885218637,99.516289422,0.082,30.0,42.036797,8.143384
83,29.925099478,99.516696178,0.175,25.3,41.08123,7.195902
84,29.918637856,99.507847711,0.216,22.7,40.27652,6.9798036
85,29.913260513,99.532868497,0.078,22.4,39.951427,6.9241004
86,29.897553245,99.526387762,0.209,28.8,42.07746,7.8705945
87,29.972609591,99.646659389,0.059,23.8,40.422596,7.019042
88,29.976134364,99.650076565,0.056,23.0,40.147385,6.943255
89,29.972743509,99.663169653,0.228,18.7,38.985023,7.0104427
90,29.988342213,99.668144329,0.14,24.3,40.736378,7.08025
91,29.916296684,99.790984075,0.161,23.8,40.61277,7.05933
92,29.919252885,99.793583182,0.062,29.7,42.05275,8.131492
93,29.927972588,99.788596823,0.103,21.8,39.837475,6.90415
94,30.619216853,99.426350487,0.249,19.6,39.333637,6.770728
95,30.54520376,99.579758217,0.082,25.4,41.015415,7.06114
96,30.537784594,99.550940026,0.198,29.4,42.191456,7.9922905
97,30.536088054,99.589201329,0.154,19.2,39.06959,6.777663
98,30.535723512,99.591976423,0.104,25.2,40.996754,7.042393
99,30.540864949,99.62288706,0.218,16.1,38.14308,7.0604095
100,30.549928458,99.533578583,0.228,16.4,38.248417,7.043019
101,30.563691036,99.524124006,1.143,14.6,38.972538,7.328011
102,30.571725551,99.509285932,1.418,14.8,39.45183,7.358419
103,30.57675348,99.493834213,0.279,35.7,41.76638,9.606746
