,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,47.4949,13.5987,19.9,2191,2277,2338,0.122,334,461,26.209885,4.7449107
1,47.4845,13.6135,18.6,2203,2526,2855,2.292,49,1853,31.27493,5.2278833
2,47.4835,13.596,17.8,2280,2458,2691,0.851,314,1140,26.672707,4.2076674
3,47.4807,13.5829,32.4,2319,2422,2562,0.053,306,382,26.41035,6.4829288
4,47.4774,13.6026,25.4,2656,2686,2778,0.057,291,202,22.657906,4.4355855
5,47.4708,13.6304,14.0,2450,2601,2681,0.908,33,816,34.027855,5.9838414
6,47.4735,13.6143,22.6,2650,2674,2690,0.014,186,103,18.039791,3.2992706
7,47.4288,13.0368,23.0,2580,2657,2744,0.169,28,415,19.915411,3.9437077
8,47.4247,13.0484,12.2,2664,2767,2809,0.327,6,813,40.58309,7.541558
9,47.4248,13.0783,10.3,2645,2671,2689,0.036,41,247,38.756878,7.7326574
10,47.4254,13.0419,15.1,2694,2766,2821,0.037,15,501,31.973413,5.827272
11,47.4242,13.0581,12.1,2710,2778,2828,0.197,21,549,38.157684,7.188671
12,47.198,12.7528,28.3,2499,2553,2763,0.081,62,446,16.359564,3.6397533
13,47.1953,12.6823,17.7,2494,2771,2929,0.912,27,1230,30.167004,5.028755
14,47.1964,12.6737,17.9,2770,2860,2889,0.076,43,403,23.992805,4.4096146
15,47.1935,12.7581,27.8,2416,2476,2574,0.032,40,292,16.317825,3.8596392
16,47.1897,12.7572,34.4,2605,2720,2966,0.102,25,529,16.126184,4.2869678
17,47.1916,12.6916,24.7,2763,2861,2968,0.103,62,494,18.55381,2.9573293
18,47.1848,12.6802,18.0,2605,2717,2831,0.295,271,506,22.38677,3.4664118
19,47.183,12.7578,35.4,3110,3171,3225,0.017,294,168,24.613056,6.611038
20,47.1766,12.7675,32.2,2323,2616,3027,0.645,99,1306,19.365433,3.956587
21,47.1893,12.3863,17.6,2618,2696,2792,0.26,24,805,27.500427,4.7740717
22,47.1784,12.6836,17.7,2817,2862,2876,0.055,80,182,20.83157,4.126709
23,47.1827,12.3982,25.6,2805,2867,2959,0.074,312,309,23.49378,4.485628
24,47.1648,12.7508,27.1,2302,2899,3199,0.571,356,1873,33.843544,6.3578978
25,47.1724,12.6766,24.4,2605,2701,2766,0.044,334,340,25.173521,4.764124
26,47.1644,12.766,27.2,2724,2812,3039,0.157,100,603,17.715132,3.2018132
27,47.1631,12.6785,20.7,2669,2952,3137,0.381,10,1195,27.129587,4.5387983
28,47.1641,12.7448,34.0,2714,2943,3064,0.072,353,429,29.330278,7.2474375
29,47.1615,12.7761,34.7,2344,2531,2617,0.036,147,212,18.06341,5.122472
30,47.1613,12.6697,23.0,2590,2745,2898,0.272,327,566,25.176767,4.264671
31,47.1631,12.6897,22.0,2681,2747,2804,0.043,59,215,18.876104,3.6514938
32,47.1608,12.7616,36.7,3057,3132,3262,0.037,77,280,16.208887,4.3137336
33,47.1779,12.1348,19.2,2679,2782,2870,0.125,13,456,24.496344,4.6573114
34,47.1595,12.7569,32.5,3315,3399,3449,0.025,348,152,25.969759,6.4551697
35,47.1571,12.7432,25.5,2912,3200,3332,0.306,299,741,24.006224,4.2334113
36,47.1725,12.3401,37.2,2680,2757,2806,0.013,28,246,14.456692,4.888471
37,47.1586,12.6835,28.7,2669,2791,3015,0.293,122,617,17.41109,3.489322
38,47.1747,12.1413,21.3,2830,2897,3006,0.065,63,358,19.744484,3.5860837
39,47.1634,12.3506,33.9,2673,2876,2999,0.138,46,358,15.736545,3.935957
40,47.1511,12.752,24.0,2768,3196,3432,0.523,124,1366,23.634113,4.1916075
41,47.1719,12.0875,19.7,2719,2788,2830,0.058,65,414,20.358997,3.9115882
42,47.1699,12.1428,32.0,2717,2834,2983,0.117,73,540,16.071793,3.5584536
43,47.1701,12.2199,37.1,2671,2709,2751,0.014,29,127,14.001748,4.9648643
44,47.1499,12.7384,36.8,3048,3351,3502,0.14,313,500,27.687666,7.240545
45,47.1528,12.6781,26.6,2594,2719,2938,0.207,125,691,18.16872,3.5395184
46,47.1386,12.7194,21.1,2307,2967,3253,2.273,342,2336,32.775093,5.5344677
47,47.1492,12.7699,33.3,2020,2142,2293,0.074,103,491,16.81379,5.4165697
48,47.1398,12.7411,27.2,2432,2974,3490,1.399,110,2601,27.9462,4.861854
49,47.1647,12.1491,29.4,2615,2797,2954,0.245,47,591,17.266298,3.3583949
50,47.1591,12.3534,37.5,2809,2942,3012,0.035,73,168,15.7175,4.573787
51,47.157,12.3998,26.3,2670,2730,2775,0.032,284,190,22.244778,4.5049834
52,47.1569,12.3562,42.0,2689,2798,2984,0.058,79,372,17.287495,5.783397
53,47.1487,12.3717,27.1,2359,2779,3196,2.274,17,1765,22.238466,3.615441
54,47.1562,12.4033,30.6,2660,2717,2752,0.019,93,177,14.965099,3.6935039
55,47.1466,12.6658,19.6,2638,2710,2787,0.143,340,453,25.052471,3.9917347
56,47.1563,12.3493,23.3,2750,2770,2806,0.011,258,125,20.043617,3.6084027
57,47.1541,12.3963,37.2,2672,2733,2771,0.013,328,158,27.68361,7.5307174
58,47.1514,12.4317,26.9,2713,2789,2841,0.056,310,190,23.699692,4.865237
59,47.1519,12.4025,30.8,2668,2794,2901,0.114,83,413,15.878958,3.4803982
60,47.1523,12.3914,30.1,2595,2701,2831,0.086,333,466,26.88904,6.141113
61,47.1458,12.3086,27.4,2552,2831,3196,1.324,45,1238,19.938562,3.2726057
62,47.1517,12.3548,22.1,2839,2911,2979,0.109,240,340,19.69963,3.3722336
63,47.1448,12.6,9.5,2867,2880,2889,0.011,84,71,36.243637,7.433371
64,47.144,12.5958,16.4,2740,2860,2897,0.087,317,446,24.157724,3.8646774
65,47.1462,12.3945,18.7,2546,2662,2840,0.392,157,934,21.571182,3.8316793
66,47.129,12.6894,21.4,2283,2854,3294,2.868,24,3098,37.92535,6.3981214
67,47.1322,12.3453,15.2,2162,2759,3440,2.738,347,5390,60.559315,11.320263
68,47.1479,12.4374,19.4,2786,2816,2841,0.032,208,160,18.835121,3.1695158
69,47.1491,12.1044,23.9,2375,2759,3118,1.563,31,1785,25.15083,4.0082026
70,47.1473,12.4035,21.3,2734,2818,2856,0.061,236,285,19.755196,3.340582
