,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,67.93,33.83,5.8,235,250,0.03,55,180,85.59861,17.42838
1,67.87,33.5,5.7,228,246,0.03,352,177,69.25376,14.709971
2,67.82,33.75,18.8,701,749,0.02,341,135,66.60056,13.85527
3,67.83,33.77,20.1,671,725,0.02,329,125,67.10409,13.927754
4,67.139,16.345,8.5,926,1807,21.469,152,9308,60.94036,12.588178
5,68.083,18.055,7.5,1160,1468,4.886,96,1920,67.9621,12.525593
6,68.104,18.153,10.2,1138,1215,0.137,138,512,73.3152,14.2445345
7,68.145,18.166,17.0,1153,1403,0.531,68,890,81.037674,16.136547
8,68.118,18.206,16.4,1219,1480,0.734,123,879,75.126884,14.5358715
9,68.122,18.085,14.2,1254,1423,0.303,13,814,86.08356,17.811428
10,68.105,18.099,6.5,1434,1532,0.374,193,832,68.15982,13.096344
11,68.567,18.446,19.7,1018,1179,0.135,121,423,75.74016,14.795289
12,68.545,18.332,11.3,1037,1263,1.048,76,1095,79.21311,15.556384
13,67.775,16.813,22.4,1162,1452,0.563,35,662,83.79073,17.018309
14,67.135,16.471,7.7,1097,1701,11.306,145,5416,58.848194,10.42757
15,67.154,16.444,26.2,1204,1833,0.906,40,1399,87.3579,17.499605
16,67.187,16.697,21.2,1279,1644,0.808,122,1012,75.995384,14.695503
17,67.227,16.893,31.1,1257,1538,0.109,53,496,82.80137,16.819174
18,67.365,17.317,13.3,1252,1636,1.069,301,1893,65.8533,12.639974
19,67.217,16.914,20.9,1329,1487,0.133,41,337,82.11453,16.882113
20,67.41,17.443,11.3,1092,1679,5.591,32,4196,81.40737,15.456141
21,67.362,17.392,25.4,1155,1655,0.44,27,1152,88.45936,17.948788
22,67.262,17.353,24.4,1320,1628,0.286,36,845,85.046005,17.377718
23,67.302,17.444,13.9,1191,1744,2.547,152,2282,73.62487,13.776922
24,67.369,17.33,23.6,1288,1598,0.286,42,736,84.18277,17.13177
25,67.292,17.341,17.3,1312,1719,0.88,75,1391,81.622406,16.117687
26,67.298,17.312,19.2,1285,1642,0.684,57,1166,83.017166,16.610893
27,67.352,16.999,13.3,1220,1426,0.377,122,928,75.86036,14.7617235
28,67.357,17.458,21.0,1282,1641,0.425,42,973,84.86838,17.19524
29,67.508,17.315,24.6,1170,1659,0.645,50,1309,85.738884,17.134329
30,67.424,17.421,10.7,1226,1524,1.617,353,1421,61.261917,11.980712
31,67.393,17.49,14.8,1162,1655,1.811,132,2090,76.53188,14.486863
32,67.313,17.413,15.9,1289,1727,0.693,359,1504,64.72894,12.609224
33,67.392,17.435,17.1,1132,1458,0.742,140,1096,75.00513,14.384407
34,67.297,17.275,15.6,1333,1562,0.437,14,677,85.495384,17.717358
35,67.315,17.43,21.1,1511,1697,0.288,359,615,61.138115,12.081703
36,67.25,17.421,12.9,1388,1894,1.633,135,1672,75.10942,14.307406
37,67.361,17.362,19.2,1277,1729,0.822,162,1246,74.008865,14.149041
38,67.21,17.382,25.2,1263,1475,0.151,108,460,76.63971,15.122359
39,67.241,17.379,12.0,1248,1867,3.137,143,2678,74.148445,13.827299
40,67.217,17.346,18.7,1436,1726,0.541,114,935,76.35638,14.939755
41,67.258,17.393,12.4,1106,1828,2.968,57,3589,86.61216,16.68393
42,67.323,17.489,16.0,1379,1696,0.564,329,1270,63.971405,12.43904
43,67.228,17.34,22.5,1338,1734,0.452,68,998,82.46355,16.480213
44,67.351,17.415,13.8,1099,1600,3.166,6,2341,85.31878,16.920095
45,67.158,17.218,22.8,1244,1483,0.292,90,764,78.96282,15.655985
46,67.187,17.322,20.3,1412,1644,0.236,131,644,74.526825,14.557997
47,66.991,17.069,24.2,1443,1678,0.289,59,581,81.00999,16.45923
48,67.779,17.922,13.2,1257,1493,0.49,41,827,83.23824,16.892994
49,67.909,17.47,24.1,1127,1464,0.827,78,778,79.63573,15.703142
50,67.9,17.5,16.7,1340,1503,0.246,92,576,77.43878,15.411324
51,67.785,17.917,27.3,1262,1545,0.289,99,679,78.343414,15.4606905
52,67.798,17.917,15.3,1148,1495,1.788,55,1568,81.05705,15.917942
53,67.719,17.833,24.1,1386,1610,0.123,67,440,80.44682,16.279715
54,67.577,17.405,25.0,1416,1813,0.463,26,1242,87.31861,17.916185
55,67.709,17.831,16.7,1235,1599,1.024,86,1429,80.04819,15.654173
56,67.583,17.468,17.3,1394,1954,1.189,14,2029,90.02821,18.37852
57,67.573,17.486,25.4,1228,1851,0.546,151,1542,78.40235,15.073612
58,67.722,17.713,17.1,1372,1576,0.319,53,727,81.78644,16.60687
59,67.716,17.737,13.1,1291,1462,0.359,42,654,82.385994,16.80415
60,67.581,17.5,21.7,1317,1972,0.765,105,1740,82.40378,16.043732
61,67.703,17.84,23.5,1291,1623,0.228,33,791,85.69675,17.52188
62,67.569,17.399,26.3,1246,1703,0.479,147,1053,76.00207,14.641616
63,67.686,17.931,16.0,1390,1626,0.283,75,832,80.28195,16.087324
64,67.683,17.944,19.4,1359,1550,0.131,37,506,83.32138,17.1392
65,67.686,17.875,20.9,1295,1540,0.46,105,800,77.09838,15.135439
66,67.686,17.875,17.1,1542,1724,0.243,56,486,80.49979,16.46616
67,67.576,17.386,25.3,1182,1756,0.629,19,1555,90.4761,18.37788
68,67.592,17.507,16.9,1571,1698,0.136,1,438,85.8258,18.244987
69,67.572,17.47,26.7,1224,1877,0.584,153,1407,78.03581,15.009711
70,67.722,17.811,23.2,1348,1678,0.312,54,758,83.05604,16.798286
71,67.577,17.431,14.6,1160,1753,2.421,38,3143,87.61277,17.18434
72,67.588,17.511,14.5,1579,1774,0.271,90,728,77.70185,15.56767
73,67.695,17.858,22.4,1259,1600,0.532,50,1040,83.84524,16.873358
74,67.715,17.791,14.3,1245,1733,2.062,174,1971,71.7406,13.473276
75,67.301,17.846,21.6,1380,1597,0.191,58,641,81.62422,16.565746
76,67.327,17.494,24.7,1672,1930,0.256,358,453,61.22642,12.099783
77,67.4,17.714,18.3,1428,1609,0.285,157,708,71.81748,13.895698
78,67.285,17.48,20.4,1470,1760,0.324,162,784,72.31443,13.977082
79,67.35,17.575,22.7,1175,1804,0.97,39,1781,88.503265,17.677254
80,67.226,17.781,14.6,1205,1627,1.069,357,1939,64.9018,12.608223
81,67.209,17.831,27.1,1668,1821,0.091,43,301,81.40278,16.955498
