,Lat,Lon,Area,Mean Slope,avg predicted thickness,predicted thickness std dev
0,73.9686,56.8706,3.818,12.5,53.657906,10.736192
1,75.4779,58.3974,3.605,9.8,56.91364,11.123766
2,75.487,58.3146,1.714,15.5,50.665913,10.620077
3,73.1107,55.0259,0.581,12.9,49.03733,10.086184
4,75.5001,58.2102,2.535,15.7,51.398052,10.690845
5,75.5221,58.7392,1.841,10.5,54.66251,11.042018
6,75.6629,58.5582,1.165,13.9,51.472416,10.784671
7,75.6708,58.5799,2.032,10.9,54.676304,11.0743065
8,75.6894,58.6143,1.932,13.2,52.807423,10.919453
9,75.7897,59.5643,0.434,10.5,53.56958,11.028019
10,75.7858,59.5313,0.824,10.8,53.693634,11.057153
11,75.9712,61.0686,1.133,20.9,46.794975,10.191356
12,75.9619,61.0382,0.433,21.4,45.773037,10.027675
13,73.9902,57.4136,2.687,9.8,54.615337,10.735196
14,76.0139,61.171,0.376,18.2,47.99667,10.44339
15,76.219,66.3941,1.525,7.4,57.82878,11.570105
16,76.2696,64.2964,1.431,13.3,52.92407,11.367863
17,72.9675,54.2581,0.66,18.3,44.90846,9.4682
18,73.0873,54.2435,0.661,19.8,43.946808,9.289873
19,76.3203,64.3786,1.598,15.0,51.879505,11.224067
20,76.3458,64.7045,0.313,16.4,49.637867,10.927422
21,76.3428,64.6697,1.406,15.5,51.348194,11.1754675
22,76.3456,64.6204,1.581,16.9,50.507374,11.043853
23,76.3921,64.8489,0.57,14.5,51.29715,11.230874
24,73.9638,56.5161,1.994,17.2,48.15553,10.08342
25,76.4123,65.0187,2.371,12.2,54.907974,11.546787
26,76.5313,66.2337,9.504,11.6,62.880306,11.12528
27,75.1067,59.4957,5.49,6.8,60.70068,10.743741
28,74.4584,56.8355,6.587,15.8,54.732662,10.651383
29,75.9362,60.6878,6.364,21.6,52.10849,11.102388
30,74.6193,56.2643,4.757,13.0,54.894405,10.787968
31,76.6788,66.132,5.379,18.2,54.159393,11.540219
32,75.4014,57.9265,4.296,6.7,59.838047,10.830465
33,74.4386,56.8576,5.209,17.9,51.74363,10.617002
34,74.5414,57.7073,4.371,10.1,56.514946,10.853535
35,76.7157,66.4865,3.644,16.1,53.698677,11.548906
36,76.4994,65.7944,2.662,15.4,52.90566,11.3899355
37,74.5172,56.5386,2.82,9.7,55.31404,10.820661
38,76.3323,64.7329,2.364,14.3,53.220497,11.369839
39,74.9525,56.9011,1.865,10.0,54.513668,10.817102
40,76.2389,63.9717,3.617,11.5,56.53146,11.548528
41,75.5742,58.5805,1.879,17.7,49.34475,10.464193
42,75.5803,58.5568,1.368,16.8,49.468075,10.487657
43,76.4981,65.8776,0.974,12.4,53.427334,11.546364
44,74.5908,56.2078,2.118,8.7,55.497173,10.742153
45,75.5703,58.4818,1.074,13.4,51.66537,10.79918
46,75.2177,57.9952,0.921,9.1,54.5994,10.850932
47,74.6847,57.2197,1.1,17.4,47.832695,10.152447
48,75.433,57.9623,0.734,10.9,53.15139,10.865528
49,76.3614,64.8941,0.565,13.2,52.244064,11.356768
50,74.9907,57.3405,437.891,8.2,878.0326,148.00041
51,75.144,57.0945,0.322,11.7,51.80371,10.681137
52,74.7632,57.1551,164.901,7.9,348.2035,54.558426
53,76.329,64.4196,0.25,15.2,50.4122,11.049405
54,76.0499,65.316,383.049,13.3,769.3624,129.81245
55,74.4372,57.3147,162.455,10.2,341.99265,54.105724
56,75.5568,59.0772,396.401,9.8,796.75916,133.97488
57,75.558,58.599,8.946,10.7,61.790455,10.667218
58,75.9816,62.7231,373.218,7.0,753.89685,125.45483
59,75.6674,59.4073,367.35,10.7,739.8512,124.14625
60,75.9973,61.6507,332.142,9.8,672.32916,111.8679
61,76.6429,66.8801,231.108,14.8,473.75897,78.06574
62,76.4071,65.3895,0.328,10.8,53.967983,11.508051
63,76.3362,65.5402,233.743,15.3,478.3777,79.07482
64,75.7252,62.3796,957.197,8.3,1886.8706,326.4819
65,76.1697,64.3931,222.998,15.9,457.00687,75.543
66,75.5318,58.6057,1.743,9.0,55.822033,11.038795
67,75.551,58.5181,4.936,10.7,57.632923,11.090891
68,75.4599,58.9223,249.782,13.3,509.93164,84.34882
69,76.5794,66.4581,132.985,9.6,286.46146,43.941315
70,74.7894,58.2277,223.167,8.6,460.97086,74.47045
71,76.4637,66.5314,669.472,9.7,1327.8817,227.62297
72,75.8347,63.2603,237.934,8.0,490.69308,79.3044
73,76.3979,66.8544,122.131,14.4,262.4569,41.13003
74,76.5297,67.6479,178.459,12.2,373.2254,59.687805
75,75.2299,58.2227,1.913,8.4,56.199303,10.977019
76,75.2979,58.6413,757.677,14.4,1495.2797,258.95807
77,74.902,57.1846,80.007,8.8,182.99963,26.451544
78,74.5137,56.896,117.113,12.7,252.43846,39.305775
79,76.2555,64.4109,85.768,11.4,193.53076,28.676369
80,76.1119,62.6657,82.426,9.3,188.1522,27.273472
81,74.8904,56.9508,1.6,12.0,52.56554,10.727113
82,74.8544,56.8306,71.86,7.8,167.81438,23.712107
83,74.8908,57.0001,0.587,12.3,51.331192,10.613766
84,74.7449,56.8725,0.476,12.5,50.916306,10.552247
85,74.7789,56.8184,71.183,8.0,166.36456,23.525911
86,75.8842,63.9237,656.979,5.7,1305.7407,222.7299
87,75.7269,59.0058,74.533,6.8,173.99408,24.414566
88,76.4858,65.6654,0.611,9.9,55.06526,11.5581
89,76.2857,64.6258,55.256,12.4,134.07907,19.423374
90,75.182,59.41,55.722,9.3,136.03604,18.997683
91,76.3643,65.0461,49.57,12.4,123.47467,17.941822
92,76.4301,67.2561,76.466,12.6,175.10086,25.870085
93,75.9879,64.6179,583.313,13.2,1158.1707,198.62178
94,76.7462,66.6493,50.176,9.0,127.04783,17.636286
95,74.4245,57.7556,63.127,6.6,151.66057,20.734211
96,75.2127,57.6527,45.02,9.4,115.65566,16.313179
97,76.3307,66.3284,54.808,19.1,129.35162,20.309526
98,74.5422,56.4527,60.073,8.5,144.48997,20.163832
99,76.0084,61.2886,30.525,13.0,88.85589,13.592432
100,74.8026,58.6308,24.64,6.6,83.08521,11.797564
