,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,76.7052,17.0347,16.7,142,268,459,0.597,204,1388,87.94873,35.070248
1,76.7872,16.1891,18.3,234,343,582,0.581,277,1658,76.1147,26.252666
2,76.9194,16.3915,19.8,157,330,540,0.388,222,1200,85.947174,32.461
3,76.9423,15.9932,13.8,665,799,933,1.044,62,1075,105.87964,43.377136
4,76.9564,16.4966,17.7,186,263,396,0.5,35,1068,124.02219,56.79873
5,76.9375,16.4289,12.6,111,311,621,13.618,336,8187,73.97692,10.132268
6,76.9661,16.4263,16.3,143,242,411,0.559,328,1536,81.771576,32.323555
7,77.0379,16.1035,14.8,85,210,425,1.577,273,2103,74.18167,24.347073
8,77.0472,15.2714,19.9,277,376,541,0.651,338,1378,78.23928,30.070732
9,77.043,15.7801,16.0,202,373,634,1.456,201,2374,78.773766,22.276283
10,77.0498,16.0916,15.3,115,228,407,0.659,266,1146,84.61039,34.79077
11,77.0683,15.893,21.7,111,246,529,0.513,271,1246,79.19468,28.501896
12,77.0789,15.7598,51.0,270,426,516,0.083,54,334,121.57035,57.591766
13,77.08,15.8767,28.4,165,332,580,0.194,259,757,84.09309,32.277508
14,77.0813,15.7456,31.4,212,480,720,0.312,51,1047,122.70157,47.2632
15,77.0842,15.8585,26.6,112,189,393,0.229,231,724,92.04475,41.772026
16,77.1193,15.3078,22.7,249,450,822,0.688,293,1669,72.75556,20.927021
17,77.1532,15.2635,18.2,322,465,700,0.559,279,1831,73.67965,23.077778
18,77.1646,15.2666,19.4,299,418,566,0.329,267,1152,82.46724,32.4165
19,77.1711,17.3325,19.0,274,385,489,0.439,176,995,94.473694,42.007908
20,77.3137,14.6749,19.4,285,437,574,0.552,278,1408,79.602936,28.853964
21,77.3246,14.6474,18.5,321,429,636,0.469,282,1031,77.2925,29.430304
22,77.3241,17.3663,16.5,109,243,444,0.951,72,1914,111.307884,42.10306
23,77.3469,16.0997,19.4,294,461,628,1.025,346,1190,76.03557,27.332167
24,79.4014,23.5121,4.4,11,281,666,1095.853,179,50954,87.657394,197.97087
25,79.3657,24.447,3.4,28,199,386,153.538,158,18363,46.157448,39.750286
26,79.5931,24.5544,9.0,2,501,767,1226.367,147,56487,96.20976,221.18752
27,79.6073,25.2752,3.2,48,350,642,249.109,140,23275,40.232025,51.20666
28,79.7418,25.601,10.8,10,500,738,662.905,131,35861,60.7865,120.9111
29,79.8072,26.3482,8.7,1,355,613,175.992,123,19358,44.174072,41.090664
30,79.8722,26.6074,9.0,20,315,582,218.616,110,25966,47.117516,48.401093
31,80.2419,20.2284,15.6,68,387,619,16.277,21,7065,80.687164,9.675217
32,80.2055,20.0636,15.1,22,417,618,38.758,266,11365,115.72328,23.238083
33,80.1519,20.1708,18.6,160,434,604,82.176,252,12753,60.774765,30.808306
34,80.0371,21.3418,7.4,16,483,626,224.739,30,23042,42.395576,46.77459
35,80.1855,20.5652,14.2,8,462,617,67.387,61,12195,72.87324,28.919542
36,79.9838,21.8724,8.9,24,394,595,112.063,67,14041,50.044796,35.26796
37,79.9525,19.4023,11.7,95,438,584,61.667,311,8889,72.40703,22.636127
38,79.8907,19.0047,11.3,92,358,536,54.782,313,6122,72.94726,20.100187
39,79.8836,21.8543,5.8,52,395,560,56.294,133,9780,76.28844,22.845974
40,80.1199,20.9865,13.0,3,416,600,158.996,34,23062,53.168644,44.505894
41,79.8936,21.4968,8.2,0,456,627,109.841,173,16494,56.023033,36.916283
42,79.8517,21.1601,7.4,34,338,569,44.96,181,10382,95.93425,21.000425
43,80.017,19.1828,7.7,219,251,289,1.397,195,1527,89.53039,40.288345
44,79.8928,18.6958,8.2,150,224,274,8.6,312,2088,57.891323,21.462696
45,80.4086,19.5886,14.3,58,373,609,5.053,177,3379,78.6131,16.534065
46,80.3341,20.2312,12.5,138,186,260,0.705,23,965,128.29073,59.708286
47,80.4674,19.7338,19.5,154,243,390,0.517,76,1063,111.55043,49.163467
48,80.3812,20.1168,11.2,12,129,177,1.56,287,1423,87.33318,37.50073
49,80.4094,19.9346,12.1,57,159,440,4.121,127,3441,78.73684,17.816446
50,80.2838,20.0943,10.9,180,326,422,3.615,27,2408,110.1671,33.174595
51,80.2774,20.2235,11.4,245,417,494,1.727,39,1738,119.29585,43.810883
52,80.2552,20.0902,13.0,94,363,472,13.573,312,4668,68.71869,8.361512
53,80.2375,20.4525,11.7,140,403,605,15.223,16,4017,69.447334,7.7975583
54,80.4274,19.6031,23.0,190,246,424,0.465,53,931,116.057205,51.554623
55,80.4263,19.7955,11.8,278,425,472,1.635,286,1047,80.37544,31.014408
56,80.4198,19.6594,23.8,88,212,473,0.555,88,1319,108.97739,42.593468
57,80.4397,19.7808,6.7,365,400,427,0.391,281,662,89.2522,42.738064
58,80.4446,19.8107,26.4,114,177,366,0.286,53,519,118.48025,55.320923
59,79.9329,26.7924,6.1,51,308,503,79.912,98,14359,67.53334,33.466236
60,79.9971,26.7928,6.6,50,298,502,84.651,76,14954,65.62152,35.018044
61,80.0132,26.0182,9.3,5,456,693,692.661,36,40119,62.779408,125.827995
62,78.0648,21.4725,8.2,151,403,560,17.288,295,6517,89.52679,11.118104
63,79.4187,20.9617,8.7,20,330,487,69.091,223,10201,66.17072,26.460121
64,79.4264,21.3451,15.2,9,311,483,80.21,129,8442,52.586685,28.24663
65,79.4904,20.4281,9.8,63,298,471,37.767,136,7592,96.63647,21.267551
66,79.5486,20.395,12.0,43,351,483,22.325,46,6706,100.97593,15.675205
67,79.5701,20.189,11.6,43,355,468,29.824,48,8311,107.83811,15.699436
68,79.6051,20.069,8.2,2,312,403,12.352,351,5077,66.29697,8.273228
69,79.517,20.1362,8.8,76,344,470,58.493,239,9212,74.245285,22.566866
70,80.0822,27.9838,5.7,0,142,214,9.396,269,2835,60.601505,13.530214
71,80.0624,28.0889,5.3,0,132,210,8.985,160,3819,61.207916,9.367097
