,Lat,Lon,Area,Mean Slope,avg predicted thickness,predicted thickness std dev
0,47.4949,13.5987,0.122,19.9,15.625336,2.2416584
1,47.4845,13.6135,2.292,18.6,26.5388,5.0897694
2,47.4835,13.596,0.851,17.8,20.669111,2.795011
3,47.4807,13.5829,0.053,32.4,10.611087,1.8957107
4,47.4774,13.6026,0.057,25.4,12.535192,1.9069585
5,47.4708,13.6304,0.908,14.0,27.524546,3.8324895
6,47.4735,13.6143,0.014,22.6,13.582562,1.9888725
7,47.4288,13.0368,0.169,23.0,13.704296,1.962947
8,47.4247,13.0484,0.327,12.2,27.687283,4.517269
9,47.4248,13.0783,0.036,10.3,29.87931,5.4142194
10,47.4254,13.0419,0.037,15.1,21.399815,3.4549787
11,47.4242,13.0581,0.197,12.1,27.242895,4.554621
12,47.198,12.7528,0.081,28.3,11.592808,1.9796143
13,47.1953,12.6823,0.912,17.7,20.86235,2.8982134
14,47.1964,12.6737,0.076,17.9,17.437674,2.6606643
15,47.1935,12.7581,0.032,27.8,11.65391,1.9440594
16,47.1897,12.7572,0.102,34.4,10.236357,1.8967328
17,47.1916,12.6916,0.103,24.7,12.794494,1.8613776
18,47.1848,12.6802,0.295,18.0,18.06473,2.6219573
19,47.183,12.7578,0.017,35.4,9.960873,1.9169608
20,47.1766,12.7675,0.645,32.2,11.404287,2.149146
21,47.1893,12.3863,0.26,17.6,18.432024,2.7093892
22,47.1784,12.6836,0.055,17.7,17.609404,2.7082691
23,47.1827,12.3982,0.074,25.6,12.369929,1.869682
24,47.1648,12.7508,0.571,27.1,12.949241,2.1066048
25,47.1724,12.6766,0.044,24.4,12.790278,1.8490412
26,47.1644,12.766,0.157,27.2,12.056152,1.9562994
27,47.1631,12.6785,0.381,20.7,15.585733,2.2379398
28,47.1641,12.7448,0.072,34.0,10.274424,1.8820276
29,47.1615,12.7761,0.036,34.7,10.110433,1.8982725
30,47.1613,12.6697,0.272,23.0,13.911108,1.9665297
31,47.1631,12.6897,0.043,22.0,13.825902,1.9954479
32,47.1608,12.7616,0.037,36.7,9.77139,1.9680129
33,47.1779,12.1348,0.125,19.2,16.07211,2.403797
34,47.1595,12.7569,0.025,32.5,10.498859,1.8568981
35,47.1571,12.7432,0.306,25.5,12.944964,1.9116793
36,47.1725,12.3401,0.013,37.2,9.596705,1.9775064
37,47.1586,12.6835,0.293,28.7,11.823261,2.0180233
38,47.1747,12.1413,0.065,21.3,14.208523,2.0766315
39,47.1634,12.3506,0.138,33.9,10.314031,1.8742785
40,47.1511,12.752,0.523,24.0,14.036825,2.0194104
41,47.1719,12.0875,0.058,19.7,15.391528,2.2863367
42,47.1699,12.1428,0.117,32.0,10.623987,1.8311132
43,47.1701,12.2199,0.014,37.1,9.596471,1.969545
44,47.1499,12.7384,0.14,36.8,9.877878,1.9785187
45,47.1528,12.6781,0.207,26.6,12.342125,1.9364754
46,47.1386,12.7194,2.273,21.1,22.561907,5.0191846
47,47.1492,12.7699,0.074,33.3,10.410212,1.869454
48,47.1398,12.7411,1.399,27.2,14.732801,3.0081706
49,47.1647,12.1491,0.245,29.4,11.435951,1.9535327
50,47.1591,12.3534,0.035,37.5,9.578347,1.9928703
51,47.157,12.3998,0.032,26.3,12.06747,1.8671421
52,47.1569,12.3562,0.058,42.0,9.119299,2.2315395
53,47.1487,12.3717,2.274,27.1,16.906954,4.421004
54,47.1562,12.4033,0.019,30.6,10.856876,1.8387678
55,47.1466,12.6658,0.143,19.6,15.788892,2.2984076
