,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,76.72,149.17,3.8,99,208,3.92,221,1500,112.48311,24.47517
1,76.68,148.92,4.9,0,385,48.144,185,4900,109.851715,29.150848
2,76.65,149.02,1.7,0,180,0.704,183,1400,116.24112,25.44362
3,76.67,148.93,4.5,243,371,1.809,153,1900,114.58168,24.629591
4,76.7,148.85,6.6,63,314,3.819,319,3400,115.76895,25.42911
5,76.65,148.65,9.4,0,413,12.966,148,3700,114.445076,24.0339
6,76.63,148.7,0.0,60,260,0.603,-9,1200,124.72472,27.037037
7,76.65,148.57,5.4,309,392,0.402,284,1100,111.215294,24.613886
8,77.08,156.57,-9.0,100,310,6.232,-9,1400,119.574715,25.478378
9,77.08,156.6,-9.0,0,220,0.101,-9,300,126.59292,27.791105
10,77.1,156.6,-9.0,40,100,0.101,-9,700,126.50669,27.831633
11,77.12,156.58,-9.0,-999,50,0.503,-9,2500,142.64699,31.140663
12,77.1,156.52,-9.0,50,100,0.101,-9,700,126.35879,27.800444
13,77.08,156.48,-9.0,-999,100,1.206,-9,2000,140.42572,30.555292
14,76.77,158.03,-9.0,220,350,0.402,-9,400,124.73384,27.319672
15,70.98,178.68,20.7,247,341,0.05,293,400,123.65105,28.560585
16,70.98,178.67,24.3,143,207,0.02,275,100,124.25059,28.662373
17,71.0,178.65,30.4,172,271,0.03,277,300,124.46067,28.612768
18,71.0,178.65,29.7,188,269,0.02,282,200,124.0706,28.624002
19,71.03,178.7,7.1,249,266,0.02,130,100,125.33521,28.032686
20,71.05,178.72,19.5,258,329,0.04,7,100,131.04735,29.4224
21,71.05,178.72,19.4,242,340,0.07,6,100,131.29228,29.45901
22,71.07,178.72,7.1,312,322,0.01,121,100,125.09023,27.886845
23,71.07,178.72,7.8,303,334,0.04,155,200,124.264305,27.745766
24,71.07,178.7,8.1,294,320,0.03,193,200,123.53625,27.759527
25,71.07,178.68,15.1,183,211,0.01,253,100,123.7772,28.32148
26,71.07,178.68,15.1,183,211,0.01,253,100,123.7772,28.32148
27,71.07,178.68,15.1,183,211,0.01,253,100,123.7772,28.32148
