,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,67.93,33.83,5.8,235,250,0.03,55,180,159.05238,61.244816
1,67.87,33.5,5.7,228,246,0.03,352,177,144.02057,97.97863
2,67.82,33.75,18.8,701,749,0.02,341,135,118.56704,77.829254
3,67.83,33.77,20.1,671,725,0.02,329,125,118.83793,76.241714
4,67.139,16.345,8.5,926,1807,21.469,152,9308,89.813484,16.758406
5,68.083,18.055,7.5,1160,1468,4.886,96,1920,91.911385,20.97594
6,68.104,18.153,10.2,1138,1215,0.137,138,512,86.48418,28.605131
7,68.145,18.166,17.0,1153,1403,0.531,68,890,106.280785,29.893713
8,68.118,18.206,16.4,1219,1480,0.734,123,879,86.543564,25.405207
9,68.122,18.085,14.2,1254,1423,0.303,13,814,125.859726,39.19571
10,68.105,18.099,6.5,1434,1532,0.374,193,832,66.06711,27.422085
11,68.567,18.446,19.7,1018,1179,0.135,121,423,93.62482,27.694397
12,68.545,18.332,11.3,1037,1263,1.048,76,1095,105.958984,29.246637
13,67.775,16.813,22.4,1162,1452,0.563,35,662,118.02403,33.925713
14,67.135,16.471,7.7,1097,1701,11.306,145,5416,69.57313,14.221976
15,67.154,16.444,26.2,1204,1833,0.906,40,1399,129.2051,32.598766
16,67.187,16.697,21.2,1279,1644,0.808,122,1012,88.8017,26.664368
17,67.227,16.893,31.1,1257,1538,0.109,53,496,109.83527,33.304504
18,67.365,17.317,13.3,1252,1636,1.069,301,1893,68.539276,24.595268
19,67.217,16.914,20.9,1329,1487,0.133,41,337,111.13796,36.431614
20,67.41,17.443,11.3,1092,1679,5.591,32,4196,142.18904,24.544888
21,67.362,17.392,25.4,1155,1655,0.44,27,1152,128.5326,34.501247
22,67.262,17.353,24.4,1320,1628,0.286,36,845,116.34072,34.400894
23,67.302,17.444,13.9,1191,1744,2.547,152,2282,95.24847,22.832285
24,67.369,17.33,23.6,1288,1598,0.286,42,736,113.938614,34.02206
25,67.292,17.341,17.3,1312,1719,0.88,75,1391,106.74581,29.21089
26,67.298,17.312,19.2,1285,1642,0.684,57,1166,110.50614,30.940474
27,67.352,16.999,13.3,1220,1426,0.377,122,928,86.67024,26.264402
28,67.357,17.458,21.0,1282,1641,0.425,42,973,115.73118,33.176033
