,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,81.0237,-68.0302,9.0,348,918,1206,5.123,146,5401,107.89875,28.357914
1,81.1403,-68.8844,19.0,759,1028,1241,0.569,8,1810,155.62311,60.00493
2,80.9223,-69.1043,7.4,536,889,1024,3.736,11,4792,174.8406,59.00653
3,80.8772,-69.2006,13.1,954,1135,1389,2.259,305,2974,53.24957,21.071442
4,80.8687,-69.2585,10.1,750,1109,1372,4.057,29,3673,162.462,54.448963
5,80.8591,-69.1875,13.6,814,990,1113,0.419,116,1493,90.239655,47.07766
6,80.864,-69.3243,12.0,1060,1243,1406,3.763,55,2437,125.97039,46.08646
7,80.883,-69.3642,17.4,848,1073,1312,1.268,18,1602,144.2323,56.18118
8,80.875,-69.4072,18.2,879,1087,1266,0.713,313,1309,47.924698,25.525528
9,80.8888,-69.4148,19.5,867,1088,1255,0.476,5,1150,147.20277,60.045013
10,80.9788,-69.7834,8.3,497,1159,1458,25.559,347,12390,76.036156,18.759375
11,80.9836,-69.9346,10.2,909,1122,1225,4.427,319,1721,43.680923,14.755656
12,81.129,-68.7934,12.0,616,1065,1410,6.962,357,5098,53.732807,11.155204
13,80.9364,-70.0664,7.4,595,1301,1559,85.034,348,14350,38.179684,23.986517
14,80.9374,-69.6664,11.9,1172,1365,1417,0.654,154,562,66.92593,42.729618
15,80.927,-69.7046,14.2,802,1160,1396,2.497,106,3321,124.191605,46.081333
16,80.9184,-69.7859,13.1,907,1326,1379,1.569,141,1797,92.91762,41.44552
17,80.9051,-69.8307,10.7,886,1189,1440,5.399,84,4072,126.53105,40.077145
18,80.8941,-69.7787,17.9,1008,1115,1257,0.375,75,707,99.98677,51.41391
19,81.0123,-70.181,18.7,642,1224,1365,8.205,326,1984,50.554787,13.038948
20,80.9847,-70.2948,13.5,404,1163,1367,6.839,312,4472,66.50538,14.535555
21,80.97,-70.1924,11.9,1020,1068,1240,1.095,360,1419,40.920895,21.58081
22,80.9454,-70.3599,10.0,636,903,1276,6.957,293,3656,44.724354,12.331393
23,81.1391,-68.6974,22.3,790,1042,1295,0.781,8,1415,150.18886,58.17918
24,80.9207,-70.3556,19.6,772,1237,1544,2.215,323,2556,66.66964,19.869797
25,80.9089,-70.3857,14.3,704,1269,1544,4.614,295,3603,69.663475,17.093025
26,80.8792,-70.3778,9.8,547,1170,1449,22.627,331,8577,67.27981,15.204884
27,80.9007,-70.6023,25.9,763,1170,1390,1.198,13,1465,156.64546,56.264164
28,80.8331,-70.4893,7.9,648,1244,1609,54.007,325,14974,54.678925,19.295622
29,80.8829,-70.7461,24.6,820,1228,1324,0.586,33,1104,140.78542,55.142532
30,80.8413,-70.8233,15.2,717,1236,1410,6.379,309,3285,55.53311,13.386891
31,80.8667,-71.213,5.8,236,880,1435,77.919,45,21586,56.4398,31.49048
32,80.7746,-70.6803,6.9,582,1300,1763,152.763,318,23227,34.92337,32.219658
33,80.7576,-71.0625,10.7,669,1208,1616,11.86,320,7187,50.21805,13.636645
34,81.1233,-68.5939,14.4,628,1172,1508,16.765,14,7742,52.024124,11.667202
35,80.7127,-70.9773,8.5,585,1322,1742,85.949,300,18716,44.135876,26.146765
36,80.7117,-71.4217,13.8,617,1189,1570,6.784,327,5186,62.35608,12.929357
37,80.6781,-71.4405,13.0,513,1260,1636,19.033,320,7889,60.29283,11.816257
38,80.6648,-71.5964,15.6,600,1206,1502,4.707,330,4476,68.50455,14.21982
39,80.6475,-71.6501,17.7,710,1182,1548,3.901,275,4338,74.78354,19.08741
40,80.6441,-71.4976,21.9,896,1199,1454,1.246,268,1938,58.803726,28.03329
41,80.6429,-71.366,9.8,668,1238,1552,18.21,221,9703,48.955463,9.19213
42,80.6185,-71.0924,11.5,651,1233,1566,27.38,269,4506,69.3131,20.798706
43,80.653,-71.0189,8.4,450,1106,1533,29.368,125,13163,76.8256,24.637123
44,80.6571,-70.8151,11.3,611,1432,1670,17.189,248,5736,54.330147,13.59563
45,81.109,-68.3905,9.3,366,1138,1434,30.458,335,14259,85.57906,24.181644
46,80.6468,-70.681,13.0,905,1387,1620,12.702,164,3033,48.85144,21.379126
47,80.6425,-70.5131,9.9,161,1257,1820,38.776,200,15943,85.71139,25.896564
48,80.5999,-70.3657,17.5,1015,1181,1498,2.411,325,2249,49.40245,19.791958
49,80.6107,-70.2387,13.3,856,1105,1496,6.487,29,4059,144.07402,44.162697
50,80.5785,-70.3321,13.9,468,1319,1583,15.588,319,8194,55.07759,9.3366785
51,80.5451,-70.3186,14.8,110,1198,1754,14.55,284,7926,65.85531,12.697323
52,80.5282,-70.1377,14.9,586,1130,1470,3.1,235,4302,89.35139,24.722027
53,80.5377,-70.0237,10.9,674,1270,1733,10.547,140,7469,77.28793,18.579002
54,80.5461,-69.8725,9.5,633,1080,1452,12.329,110,8341,57.70742,13.724837
55,80.51,-69.6473,15.0,557,947,1321,4.595,31,3673,159.35622,50.800117
56,81.1431,-68.2765,13.3,715,1238,1529,11.198,288,5546,51.156998,16.857508
57,80.489,-69.5135,17.8,763,964,1176,0.913,352,1809,49.277626,20.459782
58,80.4817,-69.4458,18.3,736,1027,1318,1.129,37,1897,143.32002,55.384415
59,80.4633,-69.7151,15.7,665,943,1131,1.206,8,2105,158.78221,58.69797
60,80.4495,-69.7614,18.1,625,1029,1281,1.582,328,2408,61.195526,20.318764
61,80.4493,-69.6688,16.8,310,939,1302,5.667,27,3429,159.33957,44.629654
62,80.4317,-69.6911,13.3,398,1116,1403,4.316,91,5178,158.65005,43.539055
63,80.4109,-69.7655,17.5,686,1065,1397,2.779,19,2368,160.76456,54.524246
64,80.5963,-69.9371,9.9,505,1220,1675,51.575,10,13153,51.552105,21.900028
65,80.5813,-69.7639,13.0,887,1147,1261,1.356,75,1884,117.17498,49.315704
66,80.5983,-69.549,15.3,778,999,1155,0.67,15,1526,146.05257,58.67348
67,81.1689,-68.3349,16.7,546,984,1320,2.866,318,3625,65.17117,18.638426
68,80.6703,-70.1148,7.0,192,1201,1802,78.887,137,24966,67.39185,33.37493
69,80.6944,-69.876,9.9,714,1350,1555,15.602,21,6433,58.497314,14.782765
70,80.6922,-69.7245,10.1,744,1268,1387,3.495,165,3374,101.04482,33.256268
71,80.6985,-69.6356,10.8,992,1295,1465,3.295,12,2365,154.85211,53.81167
72,80.7063,-69.563,14.4,816,1186,1450,3.837,33,2756,153.56667,51.172268
73,80.7228,-69.6966,7.3,685,1206,1424,18.086,66,10085,49.30521,10.236251
74,80.7514,-69.6664,7.9,627,1211,1522,28.253,94,11440,70.01506,22.152288
75,80.6597,-69.3044,16.8,860,1165,1347,1.309,333,1946,53.45892,21.274637
76,80.6764,-69.2358,15.2,713,1177,1405,4.852,301,3802,61.148766,15.451673
77,80.7007,-69.1855,12.4,758,1162,1609,5.08,320,4685,61.990425,13.793353
78,81.1773,-68.29,23.3,756,1013,1298,0.496,321,1459,52.137993,23.814907
79,80.7107,-69.1325,14.1,859,1269,1403,2.322,337,2357,58.53078,18.889273
80,80.7239,-69.1046,18.2,807,1064,1322,1.552,341,2031,52.41071,19.773535
81,80.7004,-69.0598,9.9,449,1049,1493,10.668,74,8234,91.19884,21.5391
82,80.7356,-69.2057,16.6,861,1067,1245,0.926,16,1489,143.00937,57.24075
83,80.7845,-69.5874,10.2,782,1227,1588,7.35,71,5643,133.92738,35.699512
84,80.7943,-69.8303,7.5,318,1385,1664,132.457,54,29379,53.950096,39.639225
85,80.855,-70.0272,7.4,688,1156,1564,59.269,37,14194,44.819016,21.865171
86,80.861,-69.5052,14.0,804,1081,1477,5.094,39,3504,147.85999,48.69408
87,80.9235,-71.1949,13.7,482,1183,1528,17.471,31,5979,47.93237,12.226695
88,80.9502,-71.2568,6.1,109,678,1036,25.478,72,15202,70.80846,17.681276
89,81.1844,-68.2174,13.8,934,1004,1292,1.761,58,2276,121.1067,51.000427
90,80.8885,-71.6568,6.4,523,1155,1794,127.128,35,27062,45.63999,35.0999
91,80.9448,-71.7044,12.3,838,1234,1421,16.569,92,4524,34.53847,12.587643
92,80.8361,-72.3322,8.2,740,1545,1819,267.736,46,27392,33.153423,45.678955
