,Lat,Lon,Area,Mean Slope,avg predicted thickness,predicted thickness std dev
0,63.689,-146.823,0.36,42.0,7.9887714,5.2022867
1,63.404,-146.668,0.558,16.0,27.253313,9.370004
2,63.376,-146.08,1.685,18.0,26.396772,8.878498
3,63.381,-146.12,3.681,19.0,28.902172,8.659619
4,63.551,-147.057,2.573,16.0,31.17231,8.990704
5,63.571,-146.244,10.47,22.0,37.457737,13.823126
6,63.5508461,-146.22946167,0.649,23.0,19.198109,8.540269
7,63.543,-146.296,0.2,45.0,7.267086,4.715078
8,63.659,-147.6,1.517,18.0,26.239021,9.048593
9,63.513,-147.17,3.806,17.0,32.077465,8.847742
10,63.349,-146.636,1.229,17.0,26.950315,9.084716
11,63.366,-146.651,2.802,17.0,30.049706,8.828914
12,63.499328613,-146.684082031,209.63,13.0,244.74037,123.152885
13,63.356,-146.508,0.529,21.0,20.912722,8.801145
14,63.538,-146.327,0.652,40.0,8.711022,5.505288
15,63.675205231,-147.557891846,13.795,20.0,45.101166,15.503374
16,63.459,-146.746,3.765,14.0,36.455147,9.117405
17,63.383,-146.633,1.659,19.0,25.059519,8.818411
18,63.538,-147.527,3.102,14.0,35.2061,9.172839
19,63.357,-146.361,34.046,15.0,79.413124,28.705603
20,63.404830933,-146.606262207,56.531,12.0,105.704735,40.92301
21,63.434,-146.678,39.764,11.0,92.007645,33.001953
22,63.553,-147.004,3.188,17.0,30.91072,8.864126
23,63.573,-146.283,0.364,38.0,9.252358,5.778251
24,63.383995056,-146.230651855,12.491,17.0,47.2992,14.593456
25,63.512,-146.227,0.171,37.0,9.523767,5.9024887
26,63.535064697,-146.262817383,13.29,18.0,47.079002,14.900814
27,63.593,-146.899,0.059,43.0,7.608887,5.002884
28,63.476,-146.811,6.45,13.0,43.130547,10.621434
29,63.647842407,-146.551605225,2.599,26.0,18.975637,8.067842
30,63.639,-146.544,1.302,31.0,13.601124,7.1275516
31,63.640632629,-146.930984497,14.205,21.0,44.381447,15.908707
32,63.68,-146.872,4.604,25.0,23.028095,8.457185
33,63.682,-146.81,2.101,27.0,17.410452,7.892164
34,63.648,-147.442,36.349,16.0,80.80083,30.640594
35,63.399,-146.645,3.798,15.0,34.978184,8.966594
36,63.469173431,-146.528167725,234.583,12.0,268.41434,137.2723
37,63.603,-146.469,138.555,17.0,175.42961,83.759674
38,63.395,-146.062,8.106,17.0,40.10041,11.344215
39,63.539,-147.629,27.448,14.0,71.71262,22.620487
40,63.657,-147.107,90.905,14.0,134.96664,59.12638
41,63.594097137,-147.579269409,83.656,15.0,127.09053,55.215908
42,63.641,-146.519,0.119,33.0,11.486763,6.5823474
43,63.710952759,-146.692153931,52.215,16.0,96.504814,38.637714
44,63.551,-147.466,32.959,12.0,82.211555,27.54029
45,63.542,-147.277,193.423,10.0,233.17764,114.48356
46,63.627,-146.645,0.044,40.0,8.379282,5.4474177
47,63.622104645,-146.854949951,0.143,43.0,7.6397095,5.0234723
48,63.614,-146.716,0.934,32.0,12.684107,6.8403645
49,63.448,-146.392,1.283,16.0,28.562746,9.2080555
50,63.668,-146.723,0.22,37.0,9.60244,5.941164
51,63.676,-146.679,0.089,27.0,15.404728,7.8770914
52,63.676,-146.692,0.058,27.0,15.379028,7.8762703
53,63.468,-146.359,0.175,24.0,17.763382,8.404435
54,63.499,-146.723,0.5,18.0,24.503777,9.110961
55,63.382,-146.549,0.446,21.0,20.813826,8.824874
56,63.509,-146.627,0.184,19.0,22.838997,9.105193
57,63.606,-146.859,0.2,31.0,12.708863,6.9934707
58,63.602,-146.966,0.119,35.0,10.43253,6.2678347
59,63.608,-147.015,0.133,37.0,9.543373,5.931365
60,63.614,-147.024,0.154,33.0,11.517569,6.5915446
61,63.62,-147.039,0.106,49.0,6.6831098,4.1363025
62,63.618,-147.029,0.09,49.0,6.679055,4.1311183
63,63.379,-146.134,0.092,29.0,13.77438,7.38364
64,63.37,-146.039,1.125,20.0,22.97639,8.730757
65,63.379,-146.008,1.285,20.0,23.240582,8.711024
66,63.419,-146.122,0.304,28.0,14.703187,7.595381
67,63.391,-145.97,11.803,15.0,49.093456,13.713034
68,63.389,-145.912,0.938,18.0,25.139921,8.9887905
69,63.38,-145.9,0.822,22.0,20.265793,8.610918
70,63.372,-145.905,0.723,14.0,30.4752,9.658538
71,63.364,-145.893,0.307,19.0,22.940767,9.00408
72,63.361,-145.902,0.272,23.0,18.686682,8.5259905
73,63.369,-145.952,0.231,25.0,16.946775,8.169081
74,63.37,-145.966,0.254,21.0,20.553232,8.848466
75,63.371,-145.982,0.317,22.0,19.648958,8.683637
76,63.379,-146.181,2.13,17.0,28.69093,8.89998
77,63.379,-146.2,0.743,20.0,22.400074,8.81849
78,63.387,-146.212,0.181,33.0,11.445169,6.5402155
79,63.342880249,-146.443939209,5.433,15.0,38.06873,9.516513
80,63.327,-146.415,0.63,16.0,27.326967,9.327655
81,63.484,-147.269,0.218,18.0,24.07244,9.201556
82,63.487,-147.29,0.671,19.0,23.547657,8.984806
83,63.478,-147.277,0.387,20.0,21.9254,8.981896
84,63.48,-147.298,0.355,18.0,24.273792,9.162686
85,63.49,-147.222,0.295,19.0,22.99028,9.085913
86,63.498,-147.206,0.171,20.0,21.623463,9.045776
87,63.498,-147.175,0.622,17.0,26.019777,9.238559
88,63.503,-147.149,0.11,21.0,20.451015,8.954
89,63.484,-147.245,0.073,19.0,22.659319,9.157422
90,63.469,-147.303,0.057,22.0,19.424835,8.785479
91,63.537,-147.094,0.78,15.0,29.153261,9.551095
92,63.538,-147.126,1.476,14.0,31.977663,9.521148
93,63.532,-147.153,0.72,19.0,23.647001,8.979784
94,63.55,-146.972,0.333,19.0,23.081005,9.080836
95,63.462,-146.791,1.895,17.0,28.255787,8.991818
96,63.456,-146.88,0.132,25.0,16.913689,8.219759
97,63.46,-146.893,0.085,17.0,25.141705,9.341882
98,63.462,-146.886,0.067,19.0,22.639046,9.141374
99,63.45,-146.897,0.055,22.0,19.4073,8.768106
100,63.494,-146.917,0.133,20.0,21.567228,9.044196
101,63.488,-146.91,0.328,21.0,20.717304,8.889622
102,63.497,-146.818,0.863,25.0,17.657825,8.194771
103,63.495,-146.833,0.258,31.0,12.714485,6.9776745
104,63.491,-146.868,1.301,23.0,20.008604,8.467364
105,63.494,-146.898,0.514,35.0,10.677234,6.284655
106,63.349,-146.658,0.827,15.0,29.13779,9.464336
107,63.357,-146.672,0.404,19.0,23.078493,9.001139
108,63.324,-146.641,0.235,20.0,21.615097,8.970512
109,63.331,-146.648,0.414,21.0,20.743525,8.822972
110,63.333,-146.613,0.662,19.0,23.450815,8.924987
111,63.338,-146.58,0.738,23.0,19.20495,8.488248
112,63.35,-146.496,0.324,21.0,20.635876,8.844042
113,63.337,-146.459,0.204,20.0,21.578398,8.974677
114,63.341,-146.472,0.453,20.0,21.946081,8.89952
115,63.346,-146.468,0.121,25.0,16.847132,8.180127
116,63.332,-146.592,0.225,18.0,23.999722,9.137044
117,63.646,-147.535,3.544,19.0,28.729935,8.746395
118,63.567,-147.701,7.579,23.0,30.617746,10.613982
119,63.561,-147.752,0.706,19.0,23.639963,9.011292
120,63.549,-147.813,0.598,22.0,20.08677,8.744329
121,63.525,-147.784,1.616,16.0,29.212309,9.206284
122,63.524,-147.879,0.536,25.0,17.332716,8.267046
123,63.551,-147.848,0.907,20.0,22.741682,8.880369
124,63.646,-147.589,1.665,20.0,23.997078,8.804672
125,63.651,-147.604,0.49,20.0,22.174572,9.004295
126,63.524,-147.631,0.162,27.0,15.421518,7.8691006
127,63.536,-147.691,0.363,23.0,18.896246,8.613281
128,63.534,-147.713,1.547,23.0,20.375196,8.496251
129,63.525,-147.91,1.735,20.0,24.045792,8.780251
130,63.516,-147.873,0.358,21.0,20.776482,8.922183
131,63.516,-147.817,0.648,22.0,20.132359,8.728087
132,63.520683289,-147.571899414,0.913,18.0,25.162457,9.079565
133,63.405,-146.7,1.329,17.0,27.164038,9.077922
134,63.393,-146.73,5.598,15.0,38.39539,9.626887
135,63.521,-147.611,0.452,17.0,25.752121,9.291298
136,63.682,-146.908,0.691,40.0,8.777906,5.5433807
137,63.634,-147.581,2.629,27.0,18.097319,7.9549966
138,63.672,-147.622,0.436,21.0,20.961287,8.932209
139,63.682,-147.648,3.185,24.0,21.874428,8.434621
140,63.633,-147.735,0.462,36.0,10.204089,6.1678987
141,63.664,-147.77,0.405,24.0,18.119514,8.472438
142,63.696,-147.237,0.135,17.0,25.356848,9.405984
143,63.698,-147.261,0.525,18.0,24.654428,9.176986
144,63.738,-147.313,1.009,13.0,32.708313,9.9290285
145,63.731,-147.347,1.788,11.0,37.32798,10.0152025
146,63.515,-146.351,0.715,22.0,20.197401,8.669492
147,63.673,-147.727,6.425,25.0,26.064512,9.48829
148,63.657150269,-147.669830322,1.753,23.0,20.72098,8.514994
149,63.657,-147.686,0.18,26.0,16.260954,8.112911
150,63.651,-147.818,0.916,20.0,22.811373,8.9016075
151,63.635,-147.823,1.18,22.0,20.90162,8.699262
