,Lat,Lon,Area,Mean Slope,avg predicted thickness,predicted thickness std dev
0,-34.4356,-70.2602,0.888,22.4,49.02688,10.209869
1,-34.4453,-70.2315,0.077,25.6,47.394283,10.300809
2,-34.472,-69.9941,0.028,24.3,47.883713,10.264675
3,-34.4988,-70.3635,0.094,29.1,46.16502,10.553555
4,-34.5327,-70.3407,0.058,29.7,45.95741,10.615732
5,-34.5609,-70.2559,0.036,22.8,48.43063,10.198516
6,-34.5783,-70.2698,0.053,21.2,48.999935,10.1579485
7,-34.581,-70.3739,0.241,33.2,44.86435,11.01985
8,-34.5863,-70.2728,0.158,33.8,44.620712,11.104514
9,-34.5824,-70.2699,0.011,22.0,48.701435,10.174229
10,-34.5902,-70.3864,1.107,26.1,47.95563,10.403482
11,-34.5864,-70.3708,0.234,28.4,46.55852,10.514127
12,-34.5947,-70.257,0.51,22.2,48.958202,10.209865
13,-34.593,-70.3703,0.252,30.3,45.904675,10.686488
14,-34.5975,-70.2806,0.328,14.7,51.393085,10.304047
15,-34.6097,-70.264,0.392,21.5,49.13269,10.189585
16,-34.4896,-70.0942,0.014,23.8,48.05069,10.240895
17,-34.5105,-70.1012,0.022,8.8,53.328285,10.741006
18,-34.5107,-70.139,0.023,17.8,50.102173,10.162822
19,-34.5132,-70.1392,0.024,22.2,48.61633,10.1769
20,-34.5169,-70.13,0.818,17.1,50.812416,10.328908
21,-34.5256,-70.1373,1.229,18.4,50.63627,10.347965
22,-34.5673,-70.1612,2.893,11.1,54.133404,11.206384
23,-34.5498,-70.1423,6.234,15.6,54.46552,11.444318
24,-34.5416,-70.1528,0.021,22.8,48.424206,10.202531
25,-34.5433,-70.1536,0.032,8.5,53.457996,10.784257
26,-34.5477,-70.1281,0.025,23.3,48.262417,10.227067
27,-34.5486,-70.1246,0.041,26.0,47.30977,10.353657
28,-34.5553,-70.164,0.177,14.9,51.224716,10.263526
29,-34.5643,-70.1748,0.043,16.2,50.694427,10.193402
30,-34.5701,-70.1837,0.069,16.7,50.53966,10.189745
31,-34.5988,-70.1829,9.679,13.6,56.9408,12.332648
32,-34.5776,-70.1711,0.019,34.1,44.438217,11.149589
33,-34.5788,-70.1728,0.026,21.6,48.860626,10.17207
34,-34.5824,-70.1893,0.014,22.1,48.680965,10.183938
35,-34.5841,-70.1974,0.012,12.1,52.13736,10.399196
36,-34.5242,-69.929,0.01,27.1,46.907627,10.435639
37,-34.6127,-70.0137,0.059,23.5,48.273598,10.260372
38,-34.6164,-70.018,0.204,19.0,49.877354,10.23038
39,-34.5226,-69.8784,0.054,14.1,51.45721,10.290658
40,-34.5241,-69.8727,0.158,26.0,47.40859,10.373461
41,-34.5232,-69.8665,0.023,17.6,50.22091,10.186968
42,-34.5298,-69.8904,0.011,32.7,44.937256,10.982172
43,-34.5314,-69.8846,0.272,22.6,48.685272,10.225494
44,-34.5359,-69.8894,0.053,30.9,45.60212,10.776966
45,-34.5405,-69.898,0.029,31.8,45.271053,10.877499
46,-34.5458,-69.9062,0.019,38.2,43.086716,11.626176
47,-34.5484,-69.9055,0.013,32.7,44.948227,10.984604
48,-34.5519,-69.9026,0.285,25.8,47.576763,10.370285
49,-34.5496,-69.8895,0.011,20.7,49.17487,10.18504
50,-34.6345,-70.2826,0.054,28.7,46.37899,10.554827
51,-34.7065,-70.401,0.023,25.3,47.609833,10.325201
52,-34.7092,-70.3963,0.059,20.4,49.329403,10.182785
53,-34.6472,-70.1724,0.374,22.0,48.98694,10.214315
54,-34.6624,-70.2055,0.613,21.7,49.246063,10.22493
55,-34.6652,-70.2214,0.023,19.0,49.772232,10.194434
56,-34.6669,-70.2264,0.016,19.1,49.733833,10.194486
57,-34.6736,-70.2111,0.067,23.1,48.42554,10.23902
58,-34.6733,-70.2073,0.03,23.6,48.23061,10.261073
59,-34.6224,-70.0313,0.077,15.7,50.948498,10.23774
60,-34.626,-69.9578,0.036,12.6,52.034737,10.39416
61,-34.626,-69.9941,0.087,30.1,45.94919,10.701715
62,-34.6291,-69.9986,0.046,34.1,44.51536,11.1724615
63,-34.6654,-70.0325,0.041,25.7,47.50718,10.369783
64,-34.8758,-70.2855,0.102,21.5,49.11541,10.227212
65,-34.9107,-70.3016,0.142,23.7,48.40422,10.310749
66,-34.9191,-70.3065,0.159,26.3,47.4901,10.438626
67,-34.929,-70.3095,1.456,20.1,50.452957,10.391464
68,-34.9389,-70.3191,0.884,17.0,51.125557,10.420385
69,-34.945,-70.3224,0.594,26.1,47.859955,10.449628
70,-34.9449,-70.3369,0.407,21.7,49.275997,10.259184
71,-34.9441,-70.258,0.034,22.4,48.81055,10.264694
72,-34.9484,-70.3294,0.059,17.2,50.58021,10.251269
73,-34.9679,-70.3253,0.853,24.6,48.577618,10.398477
74,-34.9709,-70.3366,0.193,21.4,49.26031,10.246147
75,-34.9773,-70.3202,0.067,19.7,49.744213,10.260442
76,-34.9779,-70.3077,0.019,23.4,48.47139,10.306599
77,-34.979,-70.3385,0.174,26.9,47.317677,10.48708
78,-34.979,-70.3139,0.028,23.0,48.614376,10.289204
79,-34.9967,-70.3269,8.805,13.9,56.590668,12.144953
80,-35.0135,-70.3602,0.706,17.9,50.75143,10.383396
81,-35.0129,-70.3182,0.229,25.9,47.73848,10.437076
82,-35.0252,-70.3545,0.083,28.2,46.817753,10.589784
83,-35.0363,-70.3462,0.068,21.7,49.118286,10.25886
84,-35.0376,-70.3555,0.195,25.2,47.978565,10.401998
85,-50.8267,-73.1545,0.093,48.5,50.37924,15.2654915
86,-50.8285,-73.1703,0.095,26.2,57.229813,13.589607
87,-50.8318,-73.1732,0.097,15.6,60.895557,13.591401
88,-50.8325,-73.1569,0.347,41.4,52.43483,14.8355465
89,-50.8455,-73.1751,3.94,13.8,63.613243,14.381455
90,-50.8389,-73.1482,0.312,36.6,53.880505,14.359744
91,-50.8394,-73.1601,0.106,36.9,53.674103,14.382995
92,-50.8457,-73.1478,0.113,41.0,52.43734,14.7945385
93,-50.8564,-73.2486,0.095,22.8,58.38166,13.509702
94,-50.8683,-73.2477,1.485,18.8,60.603165,13.761152
95,-50.8778,-73.2485,0.192,19.1,59.727917,13.533236
96,-50.8834,-73.236,0.603,32.4,55.49006,14.015607
97,-50.8829,-73.2478,0.064,34.9,54.306187,14.216099
98,-50.8878,-73.1837,0.14,37.4,53.568436,14.435345
99,-50.8856,-73.1352,0.057,38.0,53.347034,14.4936075
100,-50.8877,-73.1358,0.013,38.1,53.293747,14.503431
101,-50.8978,-73.1389,3.499,21.0,61.167217,13.976584
102,-50.8889,-73.1678,0.036,38.1,53.30185,14.501258
103,-50.8934,-73.2322,0.428,29.6,56.320152,13.793956
104,-50.9003,-73.1718,2.094,25.4,58.81029,13.677498
105,-50.8986,-73.1582,0.231,29.6,56.211285,13.801335
106,-50.9039,-73.234,0.051,32.4,55.158344,14.020245
107,-50.9101,-73.1874,0.497,32.3,55.48181,14.016633
108,-50.9119,-73.1406,0.336,24.7,57.94981,13.559174
109,-50.9135,-73.1285,0.189,32.6,55.196762,14.043887
110,-50.9168,-73.1886,0.276,19.7,59.59996,13.559236
111,-50.9272,-73.1838,1.261,23.8,58.838295,13.594106
112,-50.9819,-73.1273,13.424,25.9,65.06803,15.425791
113,-50.9438,-73.0788,1.515,25.3,58.519604,13.645629
114,-50.9451,-73.1462,0.045,39.8,52.829525,14.683164
115,-50.9479,-73.1671,0.258,39.0,53.188553,14.600443
116,-50.9479,-73.161,0.082,43.9,51.627586,15.123639
117,-50.8987,-72.9763,0.039,31.7,55.42282,13.987115
118,-50.8998,-72.9454,0.048,30.7,55.75926,13.906784
119,-50.9031,-72.982,0.275,26.7,57.24953,13.646266
120,-50.9026,-72.9575,0.064,40.6,52.600586,14.774866
121,-50.9552,-72.983,1.36,28.6,57.319366,13.788222
122,-50.9489,-73.1026,0.044,39.9,52.808296,14.697629
123,-50.9501,-73.1756,0.044,40.0,52.76662,14.703181
124,-50.9495,-73.1111,0.076,37.1,53.67687,14.425993
125,-50.9531,-73.1182,0.044,24.7,57.79449,13.565048
126,-50.9552,-73.0789,0.164,48.5,50.509586,15.301538
127,-50.9558,-73.0943,0.594,36.8,54.063656,14.411162
128,-50.9569,-73.1731,0.081,33.5,54.849857,14.115896
129,-50.9608,-73.1132,0.429,29.2,56.51718,13.790256
130,-50.9617,-73.0944,0.058,13.9,61.572853,13.70066
131,-50.9772,-73.1113,0.226,25.7,57.585007,13.609383
132,-50.9832,-73.1049,0.178,43.1,51.940376,15.063287
133,-50.9842,-73.0919,0.493,16.2,61.024643,13.67842
134,-51.0053,-73.0786,0.031,51.3,49.75317,15.321334
135,-51.0091,-73.0873,8.615,35.0,59.6461,15.35003
136,-50.9954,-73.1465,0.213,33.7,54.891045,14.139127
137,-51.0046,-73.1191,0.041,36.1,54.001755,14.353379
138,-51.0295,-73.0973,0.068,44.7,51.470303,15.181691
139,-51.032,-73.1071,0.167,25.6,57.61755,13.616715
140,-50.9444,-73.0097,2.254,22.1,60.072174,13.759894
141,-50.9514,-73.0576,0.028,41.3,52.383617,14.855502
142,-50.9633,-73.0184,0.542,16.5,60.944668,13.678555
143,-50.9859,-73.0014,1.766,21.8,59.890804,13.717924
144,-50.9654,-72.9801,0.168,27.9,56.816616,13.720103
145,-50.9705,-72.9576,1.494,32.8,56.006256,14.102693
146,-50.9838,-72.9628,1.219,32.0,56.106415,14.030857
147,-50.836,-73.2331,27.153,18.2,76.037994,19.911516
148,-50.9683,-73.1161,0.126,43.7,51.72765,15.116491
149,-50.9813,-72.9381,0.076,51.2,49.809914,15.331584
150,-50.9429,-72.9758,0.111,44.3,51.56102,15.162125
151,-49.5972,-73.1405,0.092,26.7,56.276157,13.351546
152,-49.5997,-73.1446,0.037,24.0,57.164913,13.240328
153,-49.6038,-73.1413,0.074,28.2,55.761486,13.437141
154,-49.6636,-73.1926,0.104,32.5,54.359608,13.766075
155,-49.5757,-73.0157,0.07,36.9,52.852764,14.14363
156,-49.5895,-73.059,0.06,53.1,48.36072,14.951218
157,-49.5892,-73.0722,0.041,19.9,58.55807,13.234555
158,-49.5926,-73.0626,0.051,44.3,50.64126,14.891074
159,-49.594,-73.0688,0.023,34.5,53.606834,13.929392
160,-49.5967,-73.0708,0.025,36.7,52.893467,14.125626
161,-49.6065,-73.1137,0.079,27.7,55.939674,13.40954
162,-49.6063,-73.0667,0.089,23.4,57.415165,13.240024
163,-49.6048,-73.0235,0.047,43.9,50.763294,14.868513
164,-49.613,-73.0546,0.042,27.6,55.96343,13.410008
165,-49.6282,-73.0766,0.014,22.8,57.576694,13.24263
166,-49.6299,-73.0745,0.023,27.6,55.959316,13.411887
167,-49.6307,-73.0589,0.029,20.8,58.26394,13.252577
168,-49.6383,-73.0849,0.044,61.8,46.399574,14.833687
169,-49.6405,-73.0382,0.023,21.4,58.059418,13.266238
170,-49.6425,-73.0882,0.063,43.5,50.895885,14.843501
171,-49.8866,-73.4697,838.044,7.5,1623.3179,289.51163
172,-49.6729,-73.1592,0.05,38.2,52.486,14.274242
173,-49.7073,-73.1287,0.357,33.2,54.317394,13.834416
174,-49.7538,-73.1804,0.158,28.5,55.802563,13.484558
175,-49.7683,-73.1784,0.34,18.0,59.503765,13.324238
176,-49.7745,-73.1863,0.024,22.9,57.62685,13.265669
177,-49.6681,-73.0641,0.054,49.4,49.38109,15.040951
178,-49.6935,-73.118,0.066,50.7,49.052414,15.034434
179,-49.6995,-72.9411,0.04,35.3,53.433414,14.040232
180,-49.7024,-72.9457,0.175,30.8,55.04056,13.666103
181,-49.7003,-72.9278,0.05,37.7,52.69449,14.248499
182,-49.7231,-72.9282,0.304,25.5,56.92915,13.347069
183,-49.7284,-72.9512,0.083,34.5,53.74849,13.965858
184,-49.7299,-72.9299,0.086,32.2,54.534966,13.780561
185,-49.7311,-72.9542,0.055,43.2,51.053314,14.850724
186,-49.7344,-72.9579,0.023,28.8,55.63774,13.519821
187,-49.7387,-73.0015,0.068,17.2,59.636337,13.30352
188,-49.7381,-73.0227,0.016,14.0,60.73766,13.415602
189,-49.7404,-73.0438,0.062,42.1,51.374428,14.721007
190,-49.7416,-73.0351,0.063,36.3,53.1389,14.1232605
191,-49.7459,-73.1023,0.256,39.4,52.29075,14.414353
192,-49.7436,-73.0457,0.044,32.8,54.295162,13.8196945
193,-49.7512,-73.1103,0.147,22.7,57.76557,13.273055
194,-49.7549,-73.0129,0.059,4.0,64.25687,14.401501
195,-49.7566,-73.0205,0.034,28.3,55.81852,13.485874
196,-49.7642,-73.1258,0.058,18.5,59.16659,13.275677
197,-49.7646,-73.0087,0.057,26.5,56.44884,13.3884735
198,-49.7705,-73.1116,0.024,39.7,52.086903,14.45068
199,-49.7738,-73.0117,0.579,38.8,52.68538,14.368568
200,-49.7764,-72.9995,0.038,20.9,58.33637,13.292765
201,-49.779,-73.0217,0.095,39.0,52.35917,14.385049
202,-49.7806,-73.005,0.083,24.9,57.020645,13.324776
203,-49.7958,-73.1061,0.103,45.8,50.401867,14.987348
204,-49.7985,-72.9931,0.321,31.8,54.855606,13.76234
205,-49.8005,-73.1199,0.018,27.3,56.159878,13.427228
206,-49.8044,-73.0185,0.064,47.3,50.02818,15.037128
207,-49.8038,-72.9885,0.053,60.1,46.89835,14.892319
208,-49.8142,-72.9472,0.013,24.0,57.315697,13.304926
209,-49.8174,-73.0346,0.036,39.7,52.136887,14.465141
210,-49.8168,-72.9482,0.012,24.8,57.041573,13.333116
211,-49.8247,-72.988,0.023,13.2,61.087326,13.485381
212,-49.8297,-73.0605,0.654,20.7,58.805626,13.3691845
