,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,81.0237,-68.0302,9.0,348,918,1206,5.123,146,5401,8983225000.0,10405181000.0
1,81.1403,-68.8844,19.0,759,1028,1241,0.569,8,1810,19592722000.0,22694058000.0
2,80.9223,-69.1043,7.4,536,889,1024,3.736,11,4792,13836232000.0,16026371000.0
3,80.8772,-69.2006,13.1,954,1135,1389,2.259,305,2974,24626424000.0,28524546000.0
4,80.8687,-69.2585,10.1,750,1109,1372,4.057,29,3673,19360397000.0,22424957000.0
5,80.8591,-69.1875,13.6,814,990,1113,0.419,116,1493,21012486000.0,24338555000.0
6,80.864,-69.3243,12.0,1060,1243,1406,3.763,55,2437,27362695000.0,31693939000.0
7,80.883,-69.3642,17.4,848,1073,1312,1.268,18,1602,21890157000.0,25355153000.0
8,80.875,-69.4072,18.2,879,1087,1266,0.713,313,1309,22690386000.0,26282050000.0
9,80.8888,-69.4148,19.5,867,1088,1255,0.476,5,1150,22380620000.0,25923252000.0
10,80.9788,-69.7834,8.3,497,1159,1458,25.559,347,12390,12829490000.0,14860272000.0
11,80.9836,-69.9346,10.2,909,1122,1225,4.427,319,1721,23464800000.0,27179049000.0
12,81.129,-68.7934,12.0,616,1065,1410,6.962,357,5098,15901340000.0,18418364000.0
13,80.9364,-70.0664,7.4,595,1301,1559,85.034,348,14350,15359249000.0,17790468000.0
14,80.9374,-69.6664,11.9,1172,1365,1417,0.654,154,562,30253849000.0,35042730000.0
15,80.927,-69.7046,14.2,802,1160,1396,2.497,106,3321,20702718000.0,23979756000.0
16,80.9184,-69.7859,13.1,907,1326,1379,1.569,141,1797,23413176000.0,27119250000.0
17,80.9051,-69.8307,10.7,886,1189,1440,5.399,84,4072,22871087000.0,26491351000.0
18,80.8941,-69.7787,17.9,1008,1115,1257,0.375,75,707,26020375000.0,30139146000.0
19,81.0123,-70.181,18.7,642,1224,1365,8.205,326,1984,16572501000.0,19195765000.0
20,80.9847,-70.2948,13.5,404,1163,1367,6.839,312,4472,10428801000.0,12079578000.0
21,80.97,-70.1924,11.9,1020,1068,1240,1.095,360,1419,26330139000.0,30497942000.0
22,80.9454,-70.3599,10.0,636,903,1276,6.957,293,3656,16417617000.0,19016364000.0
23,81.1391,-68.6974,22.3,790,1042,1295,0.781,8,1415,20392952000.0,23620956000.0
24,80.9207,-70.3556,19.6,772,1237,1544,2.215,323,2556,19928302000.0,23082758000.0
25,80.9089,-70.3857,14.3,704,1269,1544,4.614,295,3603,18172960000.0,21049561000.0
26,80.8792,-70.3778,9.8,547,1170,1449,22.627,331,8577,14120184000.0,16355270000.0
27,80.9007,-70.6023,25.9,763,1170,1390,1.198,13,1465,19695978000.0,22813657000.0
28,80.8331,-70.4893,7.9,648,1244,1609,54.007,325,14974,16727384000.0,19375163000.0
29,80.8829,-70.7461,24.6,820,1228,1324,0.586,33,1104,21167368000.0,24517956000.0
30,80.8413,-70.8233,15.2,717,1236,1410,6.379,309,3285,18508540000.0,21438260000.0
31,80.8667,-71.213,5.8,236,880,1435,77.919,45,21586,6092071400.0,7056387000.0
32,80.7746,-70.6803,6.9,582,1300,1763,152.763,318,23227,15023668000.0,17401768000.0
33,80.7576,-71.0625,10.7,669,1208,1616,11.86,320,7187,17269473000.0,20003062000.0
34,81.1233,-68.5939,14.4,628,1172,1508,16.765,14,7742,16211107000.0,18777166000.0
35,80.7127,-70.9773,8.5,585,1322,1742,85.949,300,18716,15101109000.0,17491466000.0
