,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,43.2003,42.0891,43.2,3054,3391,0.078,163,424,73.73835,15.626805
1,43.1992,42.7121,21.5,3271,3363,0.042,49,177,79.81231,17.93622
2,43.3543,41.8426,28.8,3387,3717,0.13,79,388,79.21858,17.566206
3,42.8031,43.8138,24.7,2368,4130,4.187,353,5295,81.45786,15.971229
4,43.1191,42.6611,51.6,3751,3961,0.033,145,158,72.24795,16.508078
5,43.1583,42.5158,31.9,3352,3680,0.176,197,538,70.8794,15.280434
6,42.9523,43.52,34.4,3661,3984,0.125,240,508,69.01923,15.339071
7,43.0973,43.2427,34.3,3365,3606,0.101,333,428,65.41712,13.718929
8,43.3002,41.4506,33.8,2558,3331,0.39,217,1182,76.151764,15.137705
9,42.7584,43.7575,27.6,3208,3903,0.553,245,1630,73.97055,15.406394
10,42.6974,44.4001,23.1,3231,4292,1.688,166,3290,84.08204,17.513693
11,42.9564,43.5074,30.4,3629,4051,0.357,237,863,70.30025,15.461299
12,43.0834,43.2422,42.0,3307,3730,0.136,104,464,78.96539,17.430298
13,43.3778,42.4276,22.6,3053,5611,12.843,357,6902,74.5379,14.669215
14,43.2768,41.5514,32.7,2871,3321,0.221,93,641,81.04373,17.513119
15,43.2675,42.8305,36.0,3482,4079,0.343,298,1466,71.25463,15.348029
16,43.1282,42.3454,25.9,3109,3489,0.21,74,723,81.93355,18.070314
17,43.2352,42.9086,35.6,3543,3972,0.163,84,459,79.259445,17.566273
18,43.261,42.877,19.5,3083,3902,0.62,23,2034,93.38282,20.529005
19,42.6964,44.5204,33.1,4722,5007,0.134,105,391,74.4951,18.362186
20,42.713,44.1351,32.8,3424,3741,0.2,124,540,76.27669,16.968456
21,43.16,42.4675,17.4,3316,3367,0.036,246,182,65.25326,14.129518
22,42.8614,43.5906,27.9,2471,3501,1.424,9,1931,95.44292,20.60004
23,42.988,43.5216,19.8,3510,3716,0.176,103,704,76.855515,17.226114
24,42.859,43.587,28.2,2980,3139,0.015,12,302,85.32409,19.180376
25,42.8681,43.4682,39.8,3097,3535,0.124,318,501,67.49316,13.815564
26,43.2903,42.2136,27.2,3127,3430,0.166,347,615,65.7878,13.383336
27,42.9743,43.469,48.5,3624,3950,0.051,8,285,84.659935,19.307547
28,43.1319,42.1122,21.5,3131,3211,0.031,178,224,69.68361,15.063074
29,43.2019,41.8618,30.5,2599,3024,0.233,61,605,84.37374,18.317719
30,43.1413,42.6937,20.0,1865,4138,8.396,134,6912,92.98974,18.586433
31,43.3297,42.615,23.7,3158,3902,1.834,20,1863,87.97046,19.163988
32,43.0261,43.0031,33.0,3766,4471,0.423,127,1210,79.46626,17.570292
33,43.1728,42.5275,17.4,2687,4413,6.711,126,5847,87.674225,17.928926
34,43.2106,42.8294,47.1,3369,3566,0.012,343,180,64.4463,13.475481
35,43.2101,41.6184,45.9,2659,3115,0.102,117,440,79.1791,16.675253
36,42.9634,43.4607,37.9,3645,4013,0.241,230,682,69.93234,15.444931
37,43.4299,41.594,24.1,3103,3438,0.495,28,974,85.276764,18.929792
38,43.2387,42.2211,25.4,3110,3379,0.148,56,629,82.363434,18.29543
39,43.252,41.639,37.2,2849,3223,0.109,317,483,66.71436,13.261887
40,42.9169,43.4078,42.3,3170,3476,0.068,285,320,66.73872,13.854999
41,43.3375,42.3964,27.2,3932,4937,0.757,205,911,76.42799,17.449696
42,43.1645,42.0314,31.5,2934,3285,0.101,70,572,82.44619,18.193157
43,43.1757,42.5393,28.2,3289,3576,0.205,204,490,69.88772,14.988511
44,42.5439,43.9928,20.0,3139,3252,0.052,56,266,80.24039,17.975168
45,42.7372,44.1301,51.5,3727,4137,0.126,355,276,66.891,14.76285
46,43.3281,42.6497,33.7,3210,3842,0.386,344,944,69.2205,14.403949
47,43.189,42.6081,33.7,3156,3256,0.023,332,180,63.57805,12.927349
48,43.422,41.5994,23.2,3161,3558,0.257,34,907,85.65241,19.022207
