,Lat,Lon,Area,Mean Slope,avg predicted thickness,predicted thickness std dev
0,43.2003,42.0891,0.078,43.2,17.618458,4.364936
1,43.1992,42.7121,0.042,21.5,22.323236,1.7388246
2,43.3543,41.8426,0.13,28.8,19.594664,2.2314436
3,42.8031,43.8138,4.187,24.7,25.488497,4.1491838
4,43.1191,42.6611,0.033,51.6,17.601206,5.167083
5,43.1583,42.5158,0.176,31.9,19.168669,2.816088
6,42.9523,43.52,0.125,34.4,19.033562,3.297835
7,43.0973,43.2427,0.101,34.3,18.924917,3.2541597
8,43.3002,41.4506,0.39,33.8,18.714802,3.0858867
9,42.7584,43.7575,0.553,27.6,20.95396,2.1363354
10,42.6974,44.4001,1.688,23.1,23.606089,2.37478
11,42.9564,43.5074,0.357,30.4,19.966358,2.5367007
12,43.0834,43.2422,0.136,42.0,18.051558,4.3044744
13,43.3778,42.4276,12.843,22.6,39.849762,6.775007
14,43.2768,41.5514,0.221,32.7,18.761757,2.9416277
15,43.2675,42.8305,0.343,36.0,18.755957,3.4335067
16,43.1282,42.3454,0.21,25.9,20.683395,1.8825175
17,43.2352,42.9086,0.163,35.6,18.679821,3.405702
18,43.261,42.877,0.62,19.5,23.85105,1.9774879
19,42.6964,44.5204,0.134,33.1,19.582172,3.1388488
20,42.713,44.1351,0.2,32.8,19.579004,3.0729585
21,43.16,42.4675,0.036,17.4,24.56449,1.8072636
22,42.8614,43.5906,1.424,27.9,21.542852,2.36134
23,42.988,43.5216,0.176,19.8,23.560732,1.8364706
24,42.859,43.587,0.015,28.2,20.292141,2.2001617
25,42.8681,43.4682,0.124,39.8,18.34837,4.09288
26,43.2903,42.2136,0.166,27.2,20.186928,2.0100532
27,42.9743,43.469,0.051,48.5,17.755556,4.938673
28,43.1319,42.1122,0.031,21.5,22.148117,1.7251347
29,43.2019,41.8618,0.233,30.5,19.311852,2.53028
30,43.1413,42.6937,8.396,20.0,33.829872,5.2695856
31,43.3297,42.615,1.834,23.7,22.86642,2.3446367
32,43.0261,43.0031,0.423,33.0,19.339361,3.0510986
33,43.1728,42.5275,6.711,17.4,33.14918,4.3101535
34,43.2106,42.8294,0.012,47.1,17.56483,4.7642617
35,43.2101,41.6184,0.102,45.9,17.39707,4.5849237
36,42.9634,43.4607,0.241,37.9,18.641932,3.7924917
37,43.4299,41.594,0.495,24.1,21.223461,1.7565069
38,43.2387,42.2211,0.148,25.4,20.728355,1.8261673
39,43.252,41.639,0.109,37.2,18.075703,3.634605
40,42.9169,43.4078,0.068,42.3,18.04945,4.3784003
41,43.3375,42.3964,0.757,27.2,20.705439,2.0461307
42,43.1645,42.0314,0.101,31.5,19.038887,2.7412503
43,43.1757,42.5393,0.205,28.2,20.054329,2.1491177
44,42.5439,43.9928,0.052,20.0,23.572454,1.8635226
45,42.7372,44.1301,0.126,51.5,18.028229,5.2481337
46,43.3281,42.6497,0.386,33.7,19.055042,3.0844126
47,43.189,42.6081,0.023,33.7,18.75066,3.1526418
48,43.422,41.5994,0.257,23.2,21.371284,1.7145084
49,42.5392,44.0001,0.336,27.7,20.877563,2.1642463
50,43.2691,42.9721,0.208,19.4,23.619736,1.8125443
51,42.9166,43.4173,0.13,25.4,21.147966,1.8701766
52,43.2536,41.6697,0.928,32.3,19.48071,2.902119
53,43.1635,42.2138,0.286,25.0,20.983192,1.8038478
54,42.7227,44.4479,0.133,43.5,18.297575,4.5646763
55,42.679,44.4943,0.039,30.8,19.958832,2.6769042
56,43.0298,43.2476,0.234,30.3,19.798119,2.5167863
57,43.2132,41.8158,0.315,30.6,19.340033,2.540054
58,43.1696,42.6719,0.904,25.9,21.34063,1.9802645
59,42.75,44.0422,0.062,48.8,17.92035,5.022261
60,43.2164,42.5333,2.073,24.1,22.94781,2.4690068
