,Lat,Lon,Area,Mean Slope,avg predicted thickness,predicted thickness std dev
0,64.0018,-64.7945,0.083,29.4,13.093372,5.6437435
1,62.3261,-66.7254,1.486,9.8,41.53459,7.781911
2,62.3006,-66.482,4.507,10.8,47.385723,7.620171
3,62.3411,-66.6866,5.31,16.8,38.814247,8.070564
4,62.1589,-66.3365,2.414,8.8,45.555473,7.6431375
5,62.3198,-66.6328,2.368,18.1,29.574186,6.225041
6,62.2622,-66.4357,21.174,11.0,73.49803,15.336614
7,62.2988,-66.5656,1.425,15.3,31.794773,6.7765822
8,62.2851,-66.4416,1.881,12.2,38.21155,7.150198
9,62.3306,-66.7645,0.147,8.8,40.062054,8.902735
10,62.3306,-66.77,0.321,8.8,40.483803,8.768328
11,62.3189,-66.6074,0.574,13.4,32.958794,7.5746613
12,62.3119,-66.4923,0.406,10.6,37.459774,8.249409
13,62.1542,-66.3552,0.183,9.9,38.067684,8.526449
14,62.1832,-66.3741,8.45,9.7,57.32952,9.151637
15,62.2393,-66.3833,7.663,11.1,53.488888,9.185175
16,62.3008,-66.6111,11.657,16.7,51.249496,11.641251
17,62.3005,-66.5291,12.678,10.6,63.19622,10.022646
18,62.2954,-66.4377,0.119,17.0,26.221106,7.0990524
19,62.2898,-66.472,4.789,11.7,46.517845,7.7265625
20,62.2114,-66.3449,14.166,10.4,66.1779,10.515578
21,62.2393,-66.4881,47.999,13.3,94.572624,30.057528
22,62.2648,-66.6798,0.387,9.3,39.70032,8.563628
23,62.3049,-66.7428,0.238,8.2,41.350754,8.998649
24,62.3008,-66.727,0.494,8.6,41.24524,8.685135
25,62.3162,-66.7679,0.598,7.6,43.310028,8.932417
26,62.2967,-66.6708,20.68,15.0,66.65444,15.645036
27,62.3278,-66.7905,0.712,12.8,34.31553,7.620834
28,62.324,-66.7419,2.218,10.2,42.63418,7.409999
29,62.3399,-66.731,3.901,10.6,46.17478,7.4128532
30,63.7399,-65.5594,0.291,10.6,38.320255,8.770341
31,63.7471,-65.5435,3.46,7.1,52.53196,8.325883
32,63.765,-65.6846,0.325,12.2,35.598595,8.410888
33,63.7662,-65.7449,0.185,14.6,31.235252,7.9814987
34,63.7723,-65.7563,0.229,14.1,32.14294,8.070584
35,63.7751,-65.827,0.409,15.7,29.985771,7.612894
36,63.7628,-65.2752,0.995,13.2,35.499454,7.790861
37,63.781,-65.8009,0.682,10.5,39.464195,8.521739
38,63.7917,-65.85,0.443,12.4,35.539883,8.303449
39,63.7887,-65.6448,0.324,21.2,21.675274,6.770372
40,63.7921,-65.7253,1.1,10.3,40.874863,8.2978945
41,64.0122,-65.4672,2.682,11.6,42.692623,7.489256
42,64.0167,-65.4377,2.061,13.6,37.607567,7.3512163
43,64.0252,-65.4986,0.031,9.0,40.785477,9.440509
44,64.0224,-65.4772,1.739,11.3,40.87162,7.8372903
45,63.7476,-65.3692,16.505,10.8,68.19886,11.402685
46,63.6853,-65.3007,2.493,9.2,46.27434,7.880106
47,63.7844,-65.4097,1.728,10.4,42.28516,7.924936
48,63.7886,-65.4365,1.5,9.8,42.791885,8.167831
49,63.7119,-65.2774,7.368,11.6,53.246273,9.286246
50,63.6749,-65.2776,2.887,9.5,46.701294,7.723309
51,63.6857,-65.2534,3.48,12.1,43.537506,7.343981
52,63.7732,-65.3729,4.775,12.2,46.63391,7.8446455
53,63.7396,-65.2936,8.727,12.7,53.642017,9.630741
54,63.6994,-65.2223,2.577,13.2,39.366615,7.1943927
55,63.7111,-65.327,8.858,9.2,59.94429,9.212768
56,63.7196,-65.3654,0.634,11.6,37.379154,8.290326
57,63.7551,-65.4306,12.432,9.9,64.49292,9.94151
58,62.3643,-66.7853,0.426,17.4,26.297218,6.89777
59,63.8004,-65.7485,0.914,13.3,35.122948,7.849515
60,63.7873,-65.7725,2.111,9.7,44.458492,7.93441
61,63.781,-65.7302,0.663,10.0,40.32481,8.640524
62,63.8054,-65.8539,0.196,11.7,36.185493,8.624876
63,63.8051,-65.7232,0.116,13.9,32.239433,8.2039585
64,63.8069,-65.6659,0.147,15.2,30.224815,7.890847
65,63.8137,-65.7194,0.138,16.9,27.568384,7.5528646
66,63.783,-65.696,0.242,14.7,31.21773,7.92492
67,63.7876,-65.6802,0.279,10.9,37.787647,8.72668
68,63.7933,-65.6874,0.19,13.4,33.229298,8.274985
69,63.8005,-65.6676,0.266,15.5,30.007563,7.748217
70,63.808,-65.6497,0.273,17.9,26.335606,7.304746
71,63.843,-65.9893,0.22,9.8,39.63051,9.047907
72,64.0104,-64.7919,0.085,34.4,9.697472,4.752862
73,63.8497,-65.7165,0.132,28.1,14.110582,5.891709
74,63.8523,-65.6753,0.304,17.8,26.584068,7.3206477
75,62.4473,-66.7748,0.215,19.6,22.684187,6.6732206
76,63.8562,-65.8016,0.452,14.9,31.418737,7.7737722
77,63.8416,-65.0967,0.548,13.9,33.297573,7.929261
78,63.8447,-65.0716,0.123,14.4,31.513348,8.078867
79,63.8587,-65.6489,0.128,12.2,35.20205,8.588591
80,63.8602,-65.6907,0.437,14.8,31.555086,7.8034377
81,63.8411,-65.1224,0.963,13.3,35.31811,7.814376
82,63.8712,-65.7085,0.173,14.5,31.448769,8.04463
83,64.0429,-65.1684,0.348,13.6,33.480873,8.192547
84,63.8666,-64.928,0.147,14.3,31.752825,8.089565
85,63.8763,-65.6745,2.792,12.3,41.599434,7.3486886
86,63.8957,-65.7148,0.157,14.4,31.59169,8.08666
87,62.4856,-66.9807,0.168,11.5,35.39675,8.301601
88,63.8811,-65.8412,3.89,9.4,49.43863,7.8397055
89,63.8908,-65.886,0.785,10.8,39.25477,8.432404
90,63.8755,-65.72,0.571,11.3,37.847622,8.455382
91,63.8603,-65.8329,0.512,14.9,31.556004,7.7400026
92,63.8712,-65.8239,0.452,6.3,46.5969,9.915275
93,63.8866,-65.7567,6.905,11.3,52.884068,8.989956
94,63.8933,-65.8142,2.031,12.3,39.698605,7.5195446
95,63.8715,-65.777,6.864,10.4,54.34808,8.974095
96,63.9032,-65.908,0.319,7.0,44.98001,9.772267
97,63.9011,-65.9275,0.473,8.9,41.917023,9.087738
98,63.9104,-65.8962,0.218,6.7,45.300045,9.958198
99,63.9186,-65.943,0.108,9.4,40.138596,9.256131
100,63.8768,-65.1154,0.988,11.7,38.210373,8.087059
101,63.886,-65.1112,0.174,16.5,28.33577,7.6267576
102,63.9065,-65.1111,0.286,18.8,25.099184,7.1612945
103,63.8843,-65.101,0.226,14.2,32.09557,8.069948
104,63.8919,-65.0937,0.303,9.5,40.476986,9.040687
105,63.8977,-65.1384,0.72,13.1,35.119728,8.0113945
106,63.897,-65.1046,1.326,12.5,37.651485,7.7603607
107,63.8923,-65.1271,0.955,12.8,36.212067,7.913204
108,62.6495,-66.9104,0.378,14.6,30.780516,7.528708
109,63.9307,-65.5456,0.125,10.8,37.713043,8.911387
110,63.9315,-65.5744,0.153,23.2,18.993006,6.688935
111,63.9402,-65.9784,0.82,4.8,50.38641,10.285764
112,63.9353,-65.9748,1.085,6.6,47.632862,9.399354
113,63.9398,-65.6345,0.396,10.6,38.720337,8.756725
114,62.5001,-66.6766,0.443,21.0,21.219519,6.4321146
115,63.9381,-65.3874,0.739,15.8,30.716778,7.4440675
116,63.9498,-65.8208,0.179,14.3,31.836624,8.114922
117,63.9464,-65.7629,0.85,9.4,41.98901,8.705459
118,63.9472,-65.6048,0.126,20.1,22.935633,7.0254908
119,63.9342,-65.1439,0.297,18.6,25.439848,7.2021813
120,64.0441,-65.2665,2.188,15.4,34.849636,7.0856824
121,63.9502,-65.9114,0.325,10.0,39.61243,8.952465
122,63.9382,-65.1779,0.128,4.3,49.67348,10.893608
123,63.9313,-64.9154,0.24,6.2,46.393166,10.113561
124,63.9583,-65.8235,0.2,10.5,38.425667,8.941277
125,63.9289,-65.2175,5.706,10.4,52.17165,8.4082365
126,63.942,-65.2102,0.297,9.2,41.03209,9.138993
127,63.9473,-65.2271,0.226,23.7,18.53839,6.6287932
128,62.6407,-66.9055,0.098,8.9,39.983597,9.011969
129,62.6378,-66.9108,0.347,18.0,25.41503,6.930826
130,63.9485,-65.4035,0.794,12.6,36.191696,8.072338
131,63.9527,-65.2211,0.111,15.5,29.796764,7.892068
132,63.9601,-65.6236,0.521,14.7,31.985493,7.806413
133,63.9188,-64.9766,0.108,11.2,36.99786,8.8134575
134,63.9304,-64.9559,4.982,11.2,49.109005,7.9983563
135,63.929,-64.9793,3.318,13.2,41.399845,7.2562003
136,64.0809,-65.3937,0.12,17.4,26.987371,7.5450363
137,64.0863,-65.3942,0.19,10.8,37.997936,8.9067545
138,63.9463,-65.0229,2.102,9.7,44.62057,7.9590616
139,63.9724,-65.6095,0.107,21.6,20.907131,6.8221827
140,63.9809,-65.8809,0.378,9.6,40.4856,9.010888
141,63.9528,-64.8974,0.537,13.0,34.910175,8.158482
142,63.9833,-65.6632,0.094,11.9,35.739864,8.715892
143,63.9828,-65.2262,0.975,16.4,30.34388,7.2275105
144,63.9776,-65.2507,0.138,8.7,41.568707,9.406849
145,63.9759,-65.2636,0.314,13.7,33.178032,8.169536
146,63.9751,-65.2311,0.502,16.2,29.586716,7.5142064
147,63.9759,-65.2181,0.6,7.8,44.32519,9.309113
148,63.982,-65.2492,0.774,19.3,25.408815,6.9148755
149,64.0931,-65.4506,0.245,21.3,21.626995,6.8582163
150,64.1019,-65.8252,0.348,9.2,41.228493,9.168166
151,64.0891,-65.3042,3.625,13.9,41.024952,7.317737
152,64.0811,-65.2822,0.824,13.0,35.676147,8.026479
153,64.07,-65.3306,0.851,12.0,37.479507,8.180703
154,64.0683,-65.3193,0.213,12.6,34.88531,8.509293
155,64.0738,-65.3063,1.034,15.8,31.493464,7.339516
156,62.2817,-66.7431,0.411,9.1,40.127007,8.605009
157,64.1004,-65.3022,0.097,20.9,21.908867,6.9524307
158,64.1085,-65.3992,0.182,11.0,37.64068,8.87378
159,64.1104,-65.4138,0.197,14.1,32.342297,8.19341
160,64.1264,-65.8822,0.356,6.9,45.430996,9.845937
161,64.1282,-65.902,0.226,9.7,40.04646,9.157096
162,62.654,-66.8959,0.125,42.4,6.526448,3.1504614
163,64.133,-65.3679,0.112,12.7,34.515575,8.589148
164,64.1633,-65.3659,0.222,10.2,39.205433,9.044133
165,64.169,-65.3852,0.163,16.0,29.2761,7.8348794
166,64.1672,-65.4743,0.911,16.0,30.95586,7.393341
167,64.1675,-65.493,0.201,14.2,32.228405,8.186998
168,62.5933,-66.812,4.253,9.5,49.212593,7.7371984
169,62.56,-66.679,3.535,15.4,36.942493,6.9509597
170,62.5556,-66.6468,0.883,13.3,34.03812,7.4939604
171,62.6143,-66.8476,9.987,11.7,56.523117,9.476694
172,62.5257,-66.5627,0.481,16.3,28.241455,7.0849686
173,62.625,-66.8801,0.464,10.6,37.806866,8.316668
174,62.5178,-66.6469,0.412,13.1,33.237476,7.800458
175,62.6106,-66.7677,0.231,17.3,26.216637,7.091111
176,62.5246,-66.7373,8.476,15.3,48.227795,10.319494
177,62.5291,-66.6939,7.043,14.8,46.356747,9.4591255
178,62.5699,-66.707,9.019,16.2,47.69001,10.671377
179,62.5839,-66.7416,6.801,13.4,48.217785,9.097697
180,62.6034,-66.7959,5.029,12.8,45.32277,7.879171
181,62.5248,-66.6392,0.832,15.0,31.076431,7.1414046
182,62.5981,-66.7557,8.302,13.2,51.375744,9.728106
183,62.5819,-66.7175,2.312,16.7,31.846651,6.4718676
184,62.5329,-66.6198,0.468,12.7,34.072266,7.8535786
185,62.5422,-66.6734,8.804,15.4,48.606304,10.377829
186,62.5098,-66.6255,0.697,12.6,34.778183,7.715554
187,62.5261,-66.594,2.029,16.5,31.461794,6.493359
188,62.5139,-66.5922,0.221,13.3,32.45363,7.8871865
189,62.5175,-66.5789,0.691,13.8,32.698185,7.490514
190,62.5025,-66.6218,0.213,9.5,39.099545,8.715416
191,62.5074,-66.6076,0.498,12.1,35.17582,7.9358397
192,62.5094,-66.651,1.003,12.6,35.50998,7.536374
193,62.5354,-66.7755,7.927,10.0,56.04082,9.154973
194,62.5023,-66.8275,0.093,9.7,38.43666,8.768115
195,62.5679,-66.8411,42.692,9.0,95.366135,27.907936
