,Lat,Lon,Area,Mean Slope,avg predicted thickness,predicted thickness std dev
0,35.7639,75.9105,0.232,34.3,30.778503,5.735968
1,35.7539,75.9186,0.025,38.2,29.687536,6.2841325
2,35.7507,75.9193,0.085,44.1,28.421066,7.298892
3,35.7722,75.1278,1.778,29.2,33.119423,5.573585
4,36.0064,75.5932,559.807,19.4,1102.3636,191.63075
5,36.0154,75.6874,0.05,30.2,31.561285,5.08093
6,35.9917,75.5408,0.093,44.3,28.21574,7.2581797
7,35.9667,75.6421,0.079,40.3,29.09388,6.5831003
8,35.9381,75.6866,0.192,42.1,28.780237,6.939708
9,35.9031,75.7223,0.095,42.8,28.563635,7.062924
10,35.8996,75.7629,0.078,37.9,29.70179,6.2045255
11,35.8739,75.8415,0.03,37.8,29.72067,6.1879516
12,35.7992,75.7631,0.173,31.6,31.371296,5.3399606
13,35.7995,75.7544,0.066,31.5,31.314665,5.3054633
14,35.7919,75.7445,0.194,37.4,29.933914,6.177594
15,35.7856,75.7659,0.186,29.7,31.900885,5.1417656
16,35.7408,75.8267,0.079,51.3,27.467701,8.096268
17,35.838,74.8601,2.996,30.6,33.696503,6.272811
18,35.839,74.8738,0.353,48.4,27.719755,7.739783
19,35.9205,74.6246,0.784,34.1,30.826876,5.734878
20,35.9246,74.6298,0.046,34.6,30.116383,5.6516
21,35.9168,74.6189,0.122,43.2,28.181377,7.089337
22,35.9164,74.6107,0.063,44.1,27.979431,7.2118945
23,36.0016,74.7496,0.107,23.6,33.38409,4.5546937
24,35.9948,74.7466,0.167,22.1,33.918236,4.4747567
25,35.9895,74.7441,0.097,22.6,33.708717,4.496713
26,36.0073,74.75,0.722,21.9,34.313606,4.493924
27,36.0137,74.6949,1.514,29.0,32.746643,5.348543
28,36.0616,74.4285,1.277,29.0,32.45171,5.229784
29,36.0943,74.9443,0.172,37.1,29.647429,6.019057
30,36.0938,74.9373,0.028,46.9,27.577,7.5189233
31,36.0673,74.8171,105.036,22.3,218.04504,36.26251
32,36.1076,74.8178,0.609,34.3,30.640293,5.666798
33,36.0716,74.9526,0.051,48.0,27.473162,7.6348624
34,36.0507,74.8685,0.091,48.8,27.399216,7.7198677
35,36.1333,74.4642,13.115,36.0,42.221188,9.560982
36,36.1451,74.4361,0.052,37.1,29.384415,5.966462
37,36.2116,72.5513,0.176,39.1,28.428997,6.243595
38,36.2584,75.7825,0.031,53.1,27.09485,8.163796
39,36.2559,75.7857,0.039,34.2,30.46311,5.529303
40,36.2528,75.7805,0.267,48.9,27.717197,7.733783
41,36.3359,74.0381,1.495,19.4,35.221703,4.1630516
42,36.322,74.0146,9.22,20.8,40.445835,5.787647
43,36.3304,74.0,0.566,17.2,35.332752,3.9948268
44,36.3095,76.2808,0.033,28.0,32.294365,4.7991285
45,36.3083,76.2901,0.109,29.3,31.960238,4.922911
46,36.3069,76.2937,0.073,29.0,32.024323,4.8906913
47,36.3036,76.2991,0.136,28.7,32.164692,4.875699
48,36.2994,76.3101,0.041,31.3,31.369026,5.12582
49,36.3366,74.413,0.046,37.9,29.127966,6.04383
50,36.3364,74.4103,0.038,42.2,28.12219,6.809169
51,36.3375,73.0984,0.05,15.5,35.377552,3.903973
52,36.3337,73.099,0.049,54.7,26.264925,8.18496
53,36.3476,73.0456,0.115,24.7,32.379845,4.4686923
54,36.3442,73.0454,0.062,41.8,27.816444,6.702479
55,36.3603,73.4309,1.751,23.7,33.97513,4.749454
56,36.3756,74.6871,9.908,42.5,37.977577,10.485797
57,36.3875,74.0066,0.534,20.1,34.436607,4.225378
58,36.3742,74.0094,0.086,27.0,31.895441,4.636197
59,36.3706,74.0167,0.031,40.2,28.45154,6.4175544
60,36.371,74.0087,0.034,35.0,29.670465,5.565021
61,36.3691,74.0107,0.053,19.7,34.30923,4.2308426
62,36.3646,72.7405,2.258,30.0,32.397655,5.5978074
