,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,Zdelta,avg predicted thickness,predicted thickness std dev,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,76.7052,17.0347,16.7,142,268,459,0.597,204,1388,317,48.476242,2.4963698,44.581635,45.037727,48.79033,49.882565,51.515163,48.047054,44.86863,47.29937,48.21586,48.376614,51.27959,50.761856,46.09544,45.79217,51.746372,44.24618,47.888256,50.934505,50.026653,47.519436,49.382957,49.74779,50.638866,45.816193,53.414837
1,76.7872,16.1891,18.3,234,343,582,0.581,277,1658,348,48.745792,2.6965349,43.946968,46.67648,50.01786,48.374844,52.2736,48.212547,43.766384,47.119503,49.39342,47.62725,50.68955,50.096935,45.916122,46.181595,52.430763,45.63832,48.92342,51.38791,50.385883,47.0755,49.875294,50.150604,51.80193,46.023376,54.65867
2,76.9194,16.3915,19.8,157,330,540,0.388,222,1200,383,45.005894,2.678365,41.1985,43.498802,46.427822,45.999054,48.19583,43.262707,38.768898,43.246193,45.641693,43.889786,46.642845,47.08049,42.655724,42.37919,47.869358,42.66705,45.8519,47.4364,46.151653,43.11864,45.898335,46.68213,47.945652,41.713306,50.925438
3,76.9423,15.9932,13.8,665,799,933,1.044,62,1075,268,48.32123,2.2024667,45.548763,45.19737,47.790436,50.10121,48.248936,49.578568,47.817596,47.669743,48.596985,48.22264,51.041386,52.355877,48.759434,44.79217,50.597744,43.51797,45.986385,49.85503,51.818447,47.633312,48.127483,50.736965,48.354324,46.023693,49.6583
4,76.9564,16.4966,17.7,186,263,396,0.5,35,1068,210,46.76809,2.4982972,44.14348,44.06535,45.94864,49.192772,46.35662,46.096546,46.61446,45.241264,46.48351,46.73407,51.671936,48.877163,48.474144,41.357582,47.89711,42.033085,45.887794,48.57988,48.689465,46.94326,47.967995,50.628777,46.688858,42.899727,49.728817
5,76.9375,16.4289,12.6,111,311,621,13.618,336,8187,510,87.59354,3.2016098,80.29055,85.421196,90.84415,84.70097,91.722725,90.26194,87.39843,85.65695,86.90092,87.09994,90.15092,91.17861,84.403435,85.494095,91.521805,82.65864,87.37934,89.708534,93.137955,84.52841,86.806305,87.84337,91.83491,84.115524,88.77875
6,76.9661,16.4263,16.3,143,242,411,0.559,328,1536,268,53.541622,2.7697027,48.663307,50.533833,55.1337,51.688255,57.127728,53.701775,49.3777,51.67195,54.26121,53.147076,55.500427,54.76565,50.078033,50.734455,58.315052,50.433056,53.22576,55.953968,55.140915,52.69487,54.828064,54.392826,56.75483,51.11778,59.298355
7,77.0379,16.1035,14.8,85,210,425,1.577,273,2103,340,56.82884,2.5757637,52.012222,52.859722,57.877567,56.583622,60.528984,57.81606,54.292454,55.3573,56.69344,57.345585,59.754417,58.64816,53.84484,54.0139,60.63375,52.59747,55.712666,58.977707,58.610054,55.612774,57.81148,57.562675,59.571735,54.93275,61.069588
8,77.0472,15.2714,19.9,277,376,541,0.651,338,1378,264,47.573776,3.0244489,43.371376,46.84402,49.3594,44.667423,50.77145,46.22433,40.43266,45.822,49.012238,46.031364,49.214302,47.91276,44.33589,45.26608,52.393944,46.221344,48.174026,49.74513,49.558968,46.3143,49.426582,48.584442,50.44997,44.455738,54.754696
9,77.043,15.7801,16.0,202,373,634,1.456,201,2374,432,53.65751,2.4213471,49.32632,49.752247,53.811592,54.881382,56.65976,54.44269,50.897167,52.646782,52.80243,54.20208,56.361313,56.12093,51.25601,51.099316,56.74204,49.34094,53.09181,55.87277,55.741245,52.84039,53.864426,54.883514,55.84467,51.316364,57.639614
10,77.0498,16.0916,15.3,115,228,407,0.659,266,1146,292,51.6702,2.5685008,47.213276,47.502625,52.381737,51.8666,54.97868,52.2283,48.45749,50.052464,51.893547,51.79022,54.784977,53.73463,48.941856,48.789906,55.741913,47.88747,50.539085,54.0448,52.799927,50.723835,52.652153,52.59206,54.256535,49.67717,56.223755
11,77.0683,15.893,21.7,111,246,529,0.513,271,1246,418,46.031322,3.0877905,42.410618,46.002018,48.146214,45.437126,49.801468,43.553562,37.97297,43.249245,46.960075,44.29542,47.205067,47.177406,43.530506,44.002754,49.05488,44.832386,47.2967,48.440216,47.080116,43.422222,47.731976,47.713253,49.76847,42.451447,53.246925
12,77.0789,15.7598,51.0,270,426,516,0.083,54,334,246,47.36958,6.034434,45.80868,54.69892,47.51017,52.888653,42.954716,39.62199,38.260693,39.590736,53.00039,46.670578,47.451683,45.31211,45.74409,39.7161,38.13365,47.81993,57.051147,45.76656,50.67192,48.546604,56.003193,55.17466,50.121407,38.76477,56.95608
