,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,35.7639,75.9105,34.3,5090,5822,0.232,160,695,113.950645,13.74562
1,35.7539,75.9186,38.2,5178,5363,0.025,294,283,91.65231,14.544342
2,35.7507,75.9193,44.1,5281,5624,0.085,297,412,95.81288,14.74944
3,35.7722,75.1278,29.2,4693,5751,1.778,185,2627,112.42407,11.282305
4,36.0064,75.5932,19.4,3045,7148,559.807,164,67807,414.90173,275.9132
5,36.0154,75.6874,30.2,5145,5324,0.05,200,301,98.504974,13.613928
6,35.9917,75.5408,44.3,5722,5824,0.093,11,237,119.320694,17.422913
7,35.9667,75.6421,40.3,5240,5490,0.079,205,484,100.288055,13.878879
8,35.9381,75.6866,42.1,5324,5921,0.192,236,786,106.09887,14.255438
9,35.9031,75.7223,42.8,4717,5353,0.095,64,587,123.681915,14.23269
10,35.8996,75.7629,37.9,4588,4764,0.078,330,301,85.399635,14.14831
11,35.8739,75.8415,37.8,5649,5741,0.03,228,215,97.171906,15.131875
12,35.7992,75.7631,31.6,4619,5128,0.173,62,858,121.340324,13.853331
13,35.7995,75.7544,31.5,5320,5519,0.066,20,261,119.76787,16.35002
14,35.7919,75.7445,37.4,4910,5455,0.194,283,743,98.97504,13.730243
15,35.7856,75.7659,29.7,4896,5264,0.186,118,788,110.26698,13.292237
16,35.7408,75.8267,51.3,4950,5292,0.079,345,280,90.8952,15.182852
17,35.838,74.8601,30.6,4149,5974,2.996,235,3711,121.02873,9.692363
18,35.839,74.8738,48.4,5786,6514,0.353,262,685,109.81912,15.573797
19,35.9205,74.6246,34.1,4178,5166,0.784,318,1794,102.35812,12.520929
20,35.9246,74.6298,34.6,4620,5081,0.046,287,520,95.55434,13.590165
21,35.9168,74.6189,43.2,4793,5125,0.122,353,387,89.22174,14.884912
22,35.9164,74.6107,44.1,4752,4950,0.063,236,236,93.765045,13.0605755
23,36.0016,74.7496,23.6,4480,4705,0.107,237,681,93.176384,12.372151
24,35.9948,74.7466,22.1,4399,4559,0.167,294,481,85.80152,13.0754385
25,35.9895,74.7441,22.6,4413,4523,0.097,320,329,83.180626,13.571834
26,36.0073,74.75,21.9,4464,4894,0.722,244,1223,94.470665,11.830302
27,36.0137,74.6949,29.0,4028,4924,1.514,332,1970,95.114044,12.045592
28,36.0616,74.4285,29.0,4134,5198,1.277,108,1728,122.40925,11.513047
29,36.0943,74.9443,37.1,5207,5718,0.172,166,677,109.44544,13.823148
30,36.0938,74.9373,46.9,5561,5706,0.028,237,195,97.351524,15.009496
31,36.0673,74.8171,22.3,2810,7432,105.036,4,29588,136.74893,41.16126
32,36.1076,74.8178,34.3,4385,5541,0.609,83,1511,131.35675,13.26213
33,36.0716,74.9526,48.0,4879,5423,0.051,343,488,96.01797,15.018075
34,36.0507,74.8685,48.8,5190,5724,0.091,90,340,118.07949,14.743184
35,36.1333,74.4642,36.0,3280,7612,13.115,267,9430,140.94913,11.670716
36,36.1451,74.4361,37.1,4735,5036,0.052,234,442,96.46041,12.970053
37,36.2116,72.5513,39.1,4784,5251,0.176,340,586,93.28206,14.504086
38,36.2584,75.7825,53.1,4928,5335,0.031,312,285,94.533104,14.73962
39,36.2559,75.7857,34.2,5408,5620,0.039,288,215,94.268974,14.885942
40,36.2528,75.7805,48.9,4873,5715,0.267,316,619,103.92819,14.567541
41,36.3359,74.0381,19.4,4378,4988,1.495,287,2673,93.508766,11.060003
42,36.322,74.0146,20.8,3951,5817,9.22,7,7208,120.562004,6.464596
43,36.3304,74.0,17.2,4588,4914,0.566,27,1133,120.68088,14.198582
44,36.3095,76.2808,28.0,5336,5516,0.033,347,177,89.67246,15.460328
45,36.3083,76.2901,29.3,5336,5585,0.109,345,428,91.27498,15.28176
46,36.3069,76.2937,29.0,5353,5595,0.073,36,431,118.92929,16.049034
47,36.3036,76.2991,28.7,5369,5582,0.136,8,335,121.416046,16.748686
48,36.2994,76.3101,31.3,5330,5561,0.041,336,305,91.48287,15.263607
49,36.3366,74.413,37.9,4698,4934,0.046,319,340,88.57415,14.178247
50,36.3364,74.4103,42.2,4632,4882,0.038,310,257,89.0227,14.062774
51,36.3375,73.0984,15.5,4596,4674,0.05,316,350,84.15842,13.672063
52,36.3337,73.099,54.7,4893,5261,0.049,13,326,125.159256,15.719815
53,36.3476,73.0456,24.7,4616,4775,0.115,44,405,116.49413,14.325917
54,36.3442,73.0454,41.8,4840,5088,0.062,342,251,88.45637,14.797711
55,36.3603,73.4309,23.7,4385,5351,1.751,10,2202,131.37521,13.752238
56,36.3756,74.6871,42.5,2989,7273,9.908,194,3754,147.54922,14.5298815
57,36.3875,74.0066,20.1,4743,5058,0.534,24,1038,120.66582,14.602849
58,36.3742,74.0094,27.0,4849,5106,0.086,276,579,92.74966,13.561791
59,36.3706,74.0167,40.2,4868,5130,0.031,37,326,119.79221,14.9467535
60,36.371,74.0087,35.0,4813,4970,0.034,314,180,87.63006,14.29879
61,36.3691,74.0107,19.7,4834,4980,0.053,209,426,95.60626,12.907119
62,36.3646,72.7405,30.0,4540,5596,2.258,349,2308,98.36607,12.448761
63,36.3766,74.207,32.7,4351,5604,1.418,186,2085,117.48098,11.457701
64,36.3608,72.7758,31.2,4124,5631,1.8,343,2331,110.211815,12.433877
65,36.3654,72.7613,40.8,4888,5606,0.302,3,824,132.55421,16.237389
66,36.3644,72.7663,42.6,5040,5478,0.057,49,431,121.494736,15.275083
67,36.4002,74.1683,29.8,4697,4860,0.101,225,389,93.669266,12.68535
68,36.416,75.2613,30.8,4871,5313,0.444,353,708,91.27068,14.601854
69,36.4111,74.3634,40.4,4976,5760,0.328,178,712,112.88064,13.534141
70,36.4134,74.381,35.6,4526,5485,0.416,205,1377,113.25367,12.450692
71,36.3996,74.3761,32.9,3726,6089,3.538,269,4648,130.59996,9.541641
72,36.407,74.3605,26.0,4667,5063,0.097,160,704,105.88835,12.704781
73,36.3912,74.3774,42.9,4509,4836,0.04,298,446,91.08652,13.660355
74,36.3828,74.3742,33.9,4105,5444,0.96,311,2011,111.09134,12.434382
75,36.4666,75.6901,28.5,5274,5972,0.905,222,1368,106.32339,13.376398
76,36.4576,75.6924,28.6,5317,5546,0.134,292,397,93.53742,14.551456
77,36.4519,72.9354,24.3,4657,5396,1.616,129,1722,110.21568,11.660849
78,36.4918,74.3881,35.1,4238,5813,0.805,183,1967,128.8485,12.519329
79,36.4914,74.4016,34.5,5438,5894,0.056,242,371,103.55705,14.673193
80,36.5282,73.1157,48.5,4629,4875,0.075,26,313,121.24596,14.7395315
81,36.5247,73.1123,33.9,4793,5043,0.107,80,429,113.2208,14.009303
82,36.5261,72.967,24.0,4907,5616,0.907,293,1441,100.033905,12.991233
83,36.5201,72.9694,24.7,4773,5389,0.651,317,2265,98.02404,12.879287
84,36.5751,75.8397,34.0,5579,5639,0.038,15,152,118.05972,17.11781
85,36.5691,75.8406,20.7,5188,5731,0.968,124,1933,111.706535,13.253264
86,36.5629,75.8344,30.4,5396,5650,0.058,158,567,105.93505,14.239535
87,36.554,75.8405,24.5,4882,5840,4.76,41,4667,114.58621,10.972597
88,36.5518,75.8651,37.1,5049,5434,0.12,5,416,125.88783,16.132801
89,36.5597,74.8965,37.6,4526,5191,0.4,318,707,96.763596,13.775406
90,36.5635,74.8524,49.8,4186,4680,0.102,357,429,89.77042,14.396725
91,36.5607,74.8716,39.4,4357,4896,0.059,1,261,130.63641,14.7998
92,36.559,74.8459,45.1,4702,5076,0.055,12,506,126.02385,15.22219
93,36.5581,74.8637,44.3,4655,4992,0.068,11,385,125.20632,15.075796
94,36.558,74.8814,47.0,4735,5037,0.103,354,326,88.33249,14.941139
95,36.5564,74.8905,52.9,5014,5271,0.053,343,226,89.82037,15.278782
96,36.5951,73.4878,33.0,4228,5606,0.971,14,2330,145.43968,14.737591
97,36.5975,73.4818,39.0,4656,4945,0.101,356,415,87.49654,14.655955
98,36.6009,75.4813,33.1,5014,5467,0.12,13,628,126.51654,15.926767
99,36.6024,75.8602,30.5,4966,5496,0.559,2,1021,127.61746,15.7543
100,36.566,75.4136,24.5,4705,5918,6.233,357,5330,88.27295,9.572705
101,36.6254,73.6568,28.1,4332,4969,0.24,3,963,132.53789,14.849527
102,36.6347,75.8361,28.7,5022,5577,0.452,45,1026,123.011024,14.949616
103,36.6156,75.0556,28.8,4286,6511,13.762,5,8396,105.47851,6.7365994
104,36.6146,75.0752,47.8,5907,6799,0.261,287,676,113.97162,16.210012
105,36.649,74.6571,35.4,5011,5904,0.827,191,1104,112.264915,13.16506
106,36.6676,76.0049,28.9,4896,5626,0.674,39,1286,126.71648,14.778763
107,36.6711,76.0011,28.8,5234,5526,0.043,353,255,91.55689,15.431315
108,36.6937,74.599,23.5,5070,5585,0.813,191,1475,104.14216,12.711144
109,36.6895,74.5916,17.3,4972,5433,1.093,124,2027,108.621445,12.557587
110,36.6813,74.5884,24.4,4755,5806,2.514,89,3530,121.41888,11.8364525
111,36.6667,74.6045,22.0,4766,4920,0.041,47,336,116.182434,14.54546
112,36.6602,72.9504,37.3,4215,5019,0.116,357,881,98.127365,14.083252
113,36.6543,72.9515,43.1,5151,5356,0.037,333,355,90.38148,15.114984
114,36.6719,74.9422,23.4,4939,5392,0.66,352,1319,91.759384,14.146626
115,36.6677,73.2984,21.6,4593,4692,0.035,359,293,82.41005,14.416681
116,36.6654,73.3045,21.0,4436,4592,0.113,17,407,120.81044,14.497911
117,36.6852,75.0523,32.5,5653,5940,0.186,266,330,98.656555,15.1470785
118,36.7022,73.3171,31.0,4529,5639,0.713,145,1751,122.41053,12.596735
119,36.7056,73.311,24.2,5248,5424,0.039,171,531,102.50838,13.863219
120,36.706,73.3237,37.3,4823,5258,0.109,171,542,105.95674,13.095645
121,36.7014,73.3225,24.9,4499,5003,0.249,154,1067,108.654724,12.377399
122,36.7021,73.314,32.0,4937,5159,0.036,136,305,105.57883,13.46528
123,36.6959,73.3124,29.2,4868,5249,0.09,123,355,110.00499,13.529281
124,36.7065,75.0273,39.2,5512,5867,0.138,228,269,102.16291,14.8438835
125,36.7225,73.9587,41.6,5694,5795,0.042,194,135,100.965485,15.3138485
126,36.716,73.9538,25.3,4735,5320,0.305,196,1244,106.30354,12.5095005
127,36.7353,75.1639,35.0,5195,5983,0.744,268,1437,106.137184,13.525153
128,36.7604,75.9116,34.9,5063,5482,0.214,360,557,92.754196,15.227548
129,36.7611,75.9061,35.8,4988,5284,0.066,335,437,90.972206,14.797066
130,36.7397,75.5145,18.9,4648,6045,10.627,345,7204,75.85844,8.371793
131,36.7687,75.4938,32.2,5052,5417,0.159,32,467,121.697754,15.441979
132,36.7844,75.0768,35.3,5402,5848,0.138,248,677,102.618904,14.420138
133,36.8251,75.3817,35.2,4948,5307,0.165,346,478,91.328026,14.885737
134,36.8218,75.3792,36.1,5147,5362,0.057,312,250,91.2954,14.771252
135,36.8143,75.3814,34.6,5007,5538,0.208,25,388,125.52081,15.6785345
136,36.8156,75.387,25.0,5005,5236,0.094,23,486,120.711914,15.520608
137,36.8522,75.5999,25.5,5069,5421,0.203,295,901,94.92627,13.920062
138,36.8713,75.6579,31.3,4886,5339,0.321,334,790,93.356895,14.338684
139,36.8642,75.6452,27.6,4917,5344,0.713,0,1373,125.76786,15.457351
140,36.8992,74.1676,28.6,5159,5394,0.093,183,461,101.788994,13.643765
141,36.8878,74.1725,24.7,4759,5597,2.26,46,2633,121.40047,12.959418
