,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,Zdelta,avg predicted thickness,predicted thickness std dev,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,76.72,149.17,3.8,99,163,208,3.92,221,1500,109,88.778206,14.367072,63.84483,91.566505,90.27003,80.23765,115.614555,92.23594,106.01953,66.92818,83.119736,80.727295,67.70715,92.88834,98.2504,92.50852,81.13292,95.943695,105.8609,95.957855,91.430145,76.15047,66.38311,110.55374,109.889496,73.23672,90.99731
1,76.68,148.92,4.9,0,288,385,48.144,185,4900,385,105.0367,14.140523,83.41586,98.55659,104.5268,95.21732,126.17123,104.149376,121.87735,87.21861,102.86982,97.10031,81.35942,109.76753,125.74492,105.98252,97.358086,112.46501,124.43245,99.94672,109.12883,94.448044,86.77781,132.45792,124.79721,93.23199,106.9157
2,76.67,148.93,4.5,243,324,371,1.809,153,1900,128,89.0924,13.994662,65.88394,91.424416,89.989944,79.233345,114.89045,90.03914,106.19403,71.67353,86.086555,79.74972,66.31038,94.288445,99.91853,92.50957,80.95818,96.08614,107.49074,93.17933,93.13997,76.73851,67.62071,110.977516,107.99726,72.562065,92.367676
3,76.7,148.85,6.6,63,212,314,3.819,319,3400,251,95.32286,12.798111,73.87571,90.77774,94.97462,87.35373,113.52186,99.40508,110.92956,74.5806,89.69322,90.385284,79.30559,99.38642,105.56384,98.3884,88.43468,104.55379,113.05167,99.08695,96.35048,84.28233,71.41381,115.808365,115.39404,86.24751,100.30628
4,76.65,148.65,9.4,0,242,413,12.966,148,3700,413,98.17686,12.376875,80.4716,89.91603,99.09087,87.0669,112.45868,97.8035,113.10032,90.39321,99.03186,89.06062,77.50479,101.94857,116.77145,99.90651,92.094696,108.60576,114.70889,93.5636,100.15966,87.355934,78.6762,124.343605,110.205925,85.81602,104.36622
5,76.65,148.57,5.4,309,376,392,0.402,284,1100,83,83.735535,13.200536,59.332577,85.03765,84.88412,76.42122,106.928375,89.72471,99.522316,61.44178,77.89867,77.75476,66.282745,87.05473,89.48976,87.95716,76.90662,91.50612,99.28148,93.096695,84.40327,73.920204,60.29643,101.62703,103.64466,71.9755,86.99977
6,70.98,178.68,20.7,247,296,341,0.05,293,400,94,100.969505,12.505124,97.95733,93.173706,99.96467,80.15688,101.12837,93.584335,110.23293,110.15146,96.84882,94.33074,88.509094,104.96934,97.40472,106.482,91.900955,114.7532,108.355385,108.77152,94.848564,95.71505,71.809555,128.37149,115.75761,93.938324,125.12137
7,70.98,178.67,24.3,143,172,207,0.02,275,100,64,105.118,13.958031,107.86526,96.42666,102.55249,80.84595,101.06404,93.4396,114.29165,121.56242,100.10188,97.07225,93.917816,109.199585,98.93055,110.41788,94.51876,119.906166,110.11438,113.197014,96.75208,103.29176,74.92148,135.24147,121.89836,98.07869,132.34152
8,71.0,178.65,30.4,172,221,271,0.03,277,300,99,114.152245,16.73608,125.91887,101.80564,108.39957,84.594505,102.926674,97.41844,123.75881,140.42812,108.07356,103.307785,105.3753,117.65161,107.67678,118.066376,102.1572,129.46336,116.53135,121.716576,102.9177,116.21463,80.44729,148.47386,133.37518,110.595856,146.51135
9,71.0,178.65,29.7,188,221,269,0.02,282,200,81,112.66946,16.365772,123.46612,101.027596,107.265274,83.729904,102.304276,96.468475,122.11469,137.7369,106.422966,102.33322,103.88528,116.285706,105.730125,116.87504,100.58099,127.97135,115.37789,120.43851,101.66416,115.14924,79.1694,146.05376,131.4726,108.80637,144.4065
10,71.03,178.7,7.1,249,259,266,0.02,130,100,17,91.78355,13.204794,72.342735,93.44233,94.53276,77.53972,110.31726,92.231155,106.765175,83.36302,88.85203,82.01516,69.38006,98.944016,99.3327,95.529,84.04671,100.972046,107.48293,97.938156,90.74268,81.44368,65.6082,113.03247,109.4972,75.40074,103.83673
11,71.05,178.72,19.5,258,305,329,0.04,7,100,71,95.466415,13.173433,88.0277,87.28589,97.40678,74.59003,99.15727,88.733284,103.17656,115.02482,93.84918,81.31997,82.24045,102.229256,102.1192,98.96154,87.07747,111.02825,101.47962,101.15465,93.4509,81.55592,67.37844,123.55341,105.9799,84.30616,115.5738
12,71.05,178.72,19.4,242,299,340,0.07,6,100,98,95.583694,13.09133,87.65536,87.31535,97.470314,74.77042,99.46039,88.974655,103.366295,114.98048,94.34769,81.17867,82.48684,102.344154,103.20905,99.05235,87.456245,110.61101,102.014534,100.72742,93.670525,81.38801,68.02556,123.69317,105.91844,84.4264,115.04881
13,71.07,178.72,7.1,312,319,322,0.01,121,100,10,91.32693,13.176042,72.00373,93.28644,93.99957,76.94821,109.929955,91.50993,106.2821,83.32185,88.54573,81.385826,68.66342,98.66731,98.65091,94.97909,83.45111,100.363716,107.30691,97.25929,90.55583,81.34826,65.33434,112.40025,108.71123,74.84702,103.42123
14,71.07,178.72,7.8,303,319,334,0.04,155,200,31,91.38251,12.791874,71.98335,91.43355,93.99447,76.90063,108.49117,92.276505,105.83126,83.02001,89.02404,82.36491,70.10305,97.93299,98.33302,95.43429,83.92409,100.63248,106.44926,98.02104,89.73429,81.93839,65.22306,112.01065,108.3525,76.881996,104.27176
