,Farinotti Mean Thickness,Shapiro-Wilk statistic,Shapiro-Wilk p_value,Farinotti Median Thickness,Farinotti Thickness STD,Skew,RGIId,GLIMSId,BgnDate,EndDate,CenLon,CenLat,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,Status,Connect,Form,TermType,Surging,Linkages,Name,region
131301,31.566778,0.8959561586380005,2.2031559909763132e-10,38.260574,2.1100216,-0.9939033956244626,RGI60-11.00001,G013599E47495N,20030799.0,20030999.0,13.5987,47.4949,11.0,1.0,0.122,2191.0,2338.0,2277.0,19.9,334.0,461.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131302,41.041695,0.9886296987533569,1.3541261617870323e-16,41.688213,4.509113,0.4135050559454027,RGI60-11.00002,G013614E47485N,20030799.0,20030999.0,13.6135,47.4845,11.0,1.0,2.292,2203.0,2855.0,2526.0,18.6,49.0,1853.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131303,27.397396,0.9768203496932983,5.317364522869697e-14,30.562786,1.8072151,-0.30435964611943694,RGI60-11.00003,G013596E47484N,20030799.0,20030999.0,13.596,47.4835,11.0,1.0,0.851,2280.0,2691.0,2458.0,17.8,314.0,1140.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131304,20.149122,0.9248268604278564,8.350101415999234e-05,23.826197,1.935444,-0.47566507309022094,RGI60-11.00004,G013583E47481N,20030799.0,20030999.0,13.5829,47.4807,11.0,1.0,0.053,2319.0,2562.0,2422.0,32.4,306.0,382.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131305,22.997164,0.9342362284660339,0.00015618724864907563,25.405611,2.7525663,-0.5838696913259225,RGI60-11.00005,G013603E47477N,20030799.0,20030999.0,13.6026,47.4774,11.0,1.0,0.057,2656.0,2778.0,2686.0,25.4,291.0,202.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131306,42.439934,0.9501138925552368,8.618640371434347e-22,42.59268,6.4582973,0.747606047512551,RGI60-11.00006,G013630E47471N,20030799.0,20030999.0,13.6304,47.4708,11.0,1.0,0.908,2450.0,2681.0,2601.0,14.0,33.0,816.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131307,17.845346,0.8562812805175781,0.002323104767128825,16.296625,3.3782263,-0.40947040345381897,RGI60-11.00007,G013614E47474N,20030799.0,20030999.0,13.6143,47.4735,11.0,1.0,0.014,2650.0,2690.0,2674.0,22.6,186.0,103.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131308,37.815243,0.93496173620224,1.7736396795697829e-09,41.645947,3.339935,-0.6686958417810233,RGI60-11.00008,G013037E47429N,20030799.0,20030999.0,13.0368,47.4288,11.0,1.0,0.169,2580.0,2744.0,2657.0,23.0,28.0,415.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131309,49.776806,0.9621120691299438,2.1576045117210896e-10,53.435863,5.0042768,-0.5309304526815879,RGI60-11.00009,G013048E47425N,20030799.0,20030999.0,13.0484,47.4247,11.0,1.0,0.327,2664.0,2809.0,2767.0,12.2,6.0,813.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131310,29.798105,0.896009624004364,7.310890214284882e-05,35.814087,4.6157374,-0.2872191124810493,RGI60-11.00010,G013078E47425N,20030799.0,20030999.0,13.0783,47.4248,11.0,1.0,0.036,2645.0,2689.0,2671.0,10.3,41.0,247.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131311,27.939459,0.887618899345398,5.485928340931423e-05,31.567312,3.5162952,-0.4658768249117998,RGI60-11.00011,G013042E47425N,20030799.0,20030999.0,13.0419,47.4254,11.0,1.0,0.037,2694.0,2821.0,2766.0,15.1,15.0,501.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131312,44.60127,0.9271321892738342,2.398633201783351e-11,51.19233,4.4634604,-0.673699624551178,RGI60-11.00012,G013058E47424N,20030799.0,20030999.0,13.0581,47.4242,11.0,1.0,0.197,2710.0,2828.0,2778.0,12.1,21.0,549.0,0.0,0.0,0.0,0.0,9.0,1.0,Hochkoenig,11
131313,13.547136,0.9318581223487854,7.908535735623445e-06,14.865812,0.9356389,-0.7701847502987167,RGI60-11.00013,G012753E47198N,20030799.0,20030999.0,12.7528,47.198,11.0,1.0,0.081,2499.0,2763.0,2553.0,28.3,62.0,446.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131314,29.25484,0.9838301539421082,9.728134096886887e-12,28.531704,2.6952405,0.2002511036585311,RGI60-11.00014,G012682E47195N,20030799.0,20030999.0,12.6823,47.1953,11.0,1.0,0.912,2494.0,2929.0,2771.0,17.7,27.0,1230.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131315,18.888416,0.9283854365348816,8.282094313472044e-06,21.617912,1.6062397,-0.9361637049779187,RGI60-11.00015,G012674E47196N,20030799.0,20030999.0,12.6737,47.1964,11.0,1.0,0.076,2770.0,2889.0,2860.0,17.9,43.0,403.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131316,10.807849,0.9526543021202087,0.027992378920316696,11.305021,0.73773456,-0.2317240209125198,RGI60-11.00016,G012758E47194N,20030799.0,20030999.0,12.7581,47.1935,11.0,1.0,0.032,2416.0,2574.0,2476.0,27.8,40.0,292.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131317,13.708403,0.9663251638412476,0.0005339630297385156,13.884161,0.8566315,-0.41903247986814984,RGI60-11.00017,G012757E47190N,20030799.0,20030999.0,12.7572,47.1897,11.0,1.0,0.102,2605.0,2966.0,2720.0,34.4,25.0,529.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131318,15.947348,0.9417031407356262,2.7036610390496207e-06,17.680622,1.195105,-0.6919305024126878,RGI60-11.00018,G012692E47192N,20030799.0,20030999.0,12.6916,47.1916,11.0,1.0,0.103,2763.0,2968.0,2861.0,24.7,62.0,494.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131319,23.580757,0.9778969883918762,1.501306883255893e-06,25.370178,2.072529,-0.35736751015899765,RGI60-11.00019,G012680E47185N,20030799.0,20030999.0,12.6802,47.1848,11.0,1.0,0.295,2605.0,2831.0,2717.0,18.0,271.0,506.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131320,10.255984,0.9055770039558411,0.013358309864997864,11.07175,0.2601874,-0.3957695613697852,RGI60-11.00020,G012758E47183N,20030799.0,20030999.0,12.7578,47.183,11.0,1.0,0.017,3110.0,3225.0,3171.0,35.4,294.0,168.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131321,24.104813,0.9821816682815552,7.556122394447584e-10,25.217129,2.759974,0.39210894572563754,RGI60-11.00021,G012768E47177N,20030799.0,20030999.0,12.7675,47.1766,11.0,1.0,0.645,2323.0,3027.0,2616.0,32.2,99.0,1306.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131322,19.745543,0.9769699573516846,3.2600664781057276e-06,21.476654,1.2589654,-0.27693608188955654,RGI60-11.00022,G012386E47189N,20030799.0,20030999.0,12.3863,47.1893,11.0,1.0,0.26,2618.0,2792.0,2696.0,17.6,24.0,805.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131323,19.40511,0.8531749844551086,7.118350708879007e-08,22.589024,1.5845673,-1.1211836926910823,RGI60-11.00023,G012684E47178N,20030799.0,20030999.0,12.6836,47.1784,11.0,1.0,0.055,2817.0,2876.0,2862.0,17.7,80.0,182.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131324,14.052906,0.9646944999694824,0.004422958008944988,15.005011,0.7090301,-0.6498747415890407,RGI60-11.00024,G012398E47183N,20030799.0,20030999.0,12.3982,47.1827,11.0,1.0,0.074,2805.0,2959.0,2867.0,25.6,312.0,309.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131325,27.767176,0.9715209007263184,2.7773616739779072e-12,25.999224,3.13603,0.2045567989756761,RGI60-11.00025,G012751E47165N,20030799.0,20030999.0,12.7508,47.1648,11.0,1.0,0.571,2302.0,3199.0,2899.0,27.1,356.0,1873.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131326,12.235943,0.9434791803359985,0.00395744014531374,12.4118395,0.45243984,-0.6498316594084188,RGI60-11.00026,G012677E47172N,20030799.0,20030999.0,12.6766,47.1724,11.0,1.0,0.044,2605.0,2766.0,2701.0,24.4,334.0,340.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131327,16.721489,0.9795799255371094,0.0008920043474063277,17.73024,1.2504582,0.026227315553147373,RGI60-11.00027,G012766E47164N,20030799.0,20030999.0,12.766,47.1644,11.0,1.0,0.157,2724.0,3039.0,2812.0,27.2,100.0,603.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131328,25.024498,0.9806671142578125,2.755471086857142e-07,25.234001,2.656688,0.10694522012212794,RGI60-11.00028,G012679E47163N,20030799.0,20030999.0,12.6785,47.1631,11.0,1.0,0.381,2669.0,3137.0,2952.0,20.7,10.0,1195.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131329,14.320518,0.9556025862693787,0.0007736585685051978,15.316249,1.1011666,-0.46516060424820427,RGI60-11.00029,G012745E47164N,20030799.0,20030999.0,12.7448,47.1641,11.0,1.0,0.072,2714.0,3064.0,2943.0,34.0,353.0,429.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131330,12.418589,0.9728376865386963,0.1845191866159439,13.093636,0.9741466,-0.10832548824325013,RGI60-11.00030,G012776E47162N,20030799.0,20030999.0,12.7761,47.1615,11.0,1.0,0.036,2344.0,2617.0,2531.0,34.7,147.0,212.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131331,20.628036,0.9851478934288025,0.00018223258666694164,22.69494,1.7106805,-0.09437729842125568,RGI60-11.00031,G012670E47161N,20030799.0,20030999.0,12.6697,47.1613,11.0,1.0,0.272,2590.0,2898.0,2745.0,23.0,327.0,566.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131332,13.729316,0.9360986948013306,0.0014503406127914786,15.094285,1.1399217,-0.49415436848960365,RGI60-11.00032,G012690E47163N,20030799.0,20030999.0,12.6897,47.1631,11.0,1.0,0.043,2681.0,2804.0,2747.0,22.0,59.0,215.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131333,11.652331,0.9607802629470825,0.048272375017404556,12.4267435,0.48262963,-0.4286353576966865,RGI60-11.00033,G012762E47161N,20030799.0,20030999.0,12.7616,47.1608,11.0,1.0,0.037,3057.0,3262.0,3132.0,36.7,77.0,280.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131334,18.769602,0.9544066190719604,5.6980379667948e-06,18.810192,1.0951899,-0.5008153146346158,RGI60-11.00034,G012135E47178N,20030799.0,20030999.0,12.1348,47.1779,11.0,1.0,0.125,2679.0,2870.0,2782.0,19.2,13.0,456.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131335,9.917815,0.9739600419998169,0.45978134870529175,10.092817,0.62022203,-0.19142133491144553,RGI60-11.00035,G012757E47160N,20030799.0,20030999.0,12.7569,47.1595,11.0,1.0,0.025,3315.0,3449.0,3399.0,32.5,348.0,152.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131336,24.699297,0.9316608905792236,4.8705200842488056e-14,22.828344,3.6831388,0.561348044260274,RGI60-11.00036,G012743E47157N,20030799.0,20030999.0,12.7432,47.1571,11.0,1.0,0.306,2912.0,3332.0,3200.0,25.5,299.0,741.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131337,10.259893,0.9609516859054565,0.6494349837303162,10.488769,0.5065048,-0.21962712256713615,RGI60-11.00037,G012340E47173N,20030799.0,20030999.0,12.3401,47.1725,11.0,1.0,0.013,2680.0,2806.0,2757.0,37.2,28.0,246.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131338,18.757263,0.9781010150909424,1.5926739251881372e-06,21.02681,1.4669657,-0.09892158715581399,RGI60-11.00038,G012684E47159N,20030799.0,20030999.0,12.6835,47.1586,11.0,1.0,0.293,2669.0,3015.0,2791.0,28.7,122.0,617.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131339,14.656994,0.9203893542289734,8.583036105846986e-06,16.119936,1.0787282,-0.6359201170867084,RGI60-11.00039,G012141E47175N,20030799.0,20030999.0,12.1413,47.1747,11.0,1.0,0.065,2830.0,3006.0,2897.0,21.3,63.0,358.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131340,15.877637,0.9853951930999756,0.02161261811852455,16.204666,1.2799416,-0.05346790588018819,RGI60-11.00040,G012351E47163N,20030799.0,20030999.0,12.3506,47.1634,11.0,1.0,0.138,2673.0,2999.0,2876.0,33.9,46.0,358.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131341,32.703167,0.9502549171447754,3.79334096897843e-16,31.702179,5.7403145,0.6153294831682234,RGI60-11.00041,G012752E47151N,20030799.0,20030999.0,12.752,47.1511,11.0,1.0,0.523,2768.0,3432.0,3196.0,24.0,124.0,1366.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131342,15.572889,0.9159455299377441,1.042792519001523e-05,16.400887,1.0556139,-0.6159477367113267,RGI60-11.00042,G012088E47172N,20030799.0,20030999.0,12.0875,47.1719,11.0,1.0,0.058,2719.0,2830.0,2788.0,19.7,65.0,414.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
131343,14.006792,0.9804966449737549,0.009421124123036861,14.498345,0.67655957,-0.19940731759141161,RGI60-11.00043,G012143E47170N,20030799.0,20030999.0,12.1428,47.1699,11.0,1.0,0.117,2717.0,2983.0,2834.0,32.0,73.0,540.0,0.0,0.0,0.0,0.0,9.0,9.0,,11
