,Farinotti Mean Thickness,Shapiro-Wilk statistic,Shapiro-Wilk p_value,Farinotti Median Thickness,Farinotti Thickness STD,Skew,RGIId,GLIMSId,BgnDate,EndDate,CenLon,CenLat,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,Status,Connect,Form,TermType,Surging,Linkages,Name,region
152452,16.73832,0.9836168885231018,0.1427457183599472,16.537853,0.71586,-0.1730835101524094,RGI60-12.00001,G042089E43200N,20000912.0,-9999999.0,42.0891,43.2003,12.0,1.0,0.078,3054.0,3391.0,3202.0,43.2,163.0,424.0,0.0,0.0,0.0,0.0,9.0,9.0,SU5T09104117,12
152453,17.280891,0.9744265079498291,0.19694967567920685,17.713947,0.69502926,-0.29461000171522744,RGI60-12.00002,G042712E43199N,20010915.0,-9999999.0,42.7121,43.1992,12.0,1.0,0.042,3271.0,3363.0,3340.0,21.5,49.0,177.0,0.0,0.0,0.0,0.0,9.0,9.0,,12
152454,18.339247,0.9799270033836365,0.004426639527082443,19.528374,1.5764613,0.08580836773739567,RGI60-12.00003,G041843E43354N,20000912.0,-9999999.0,41.8426,43.3543,12.0,1.0,0.13,3387.0,3717.0,3623.0,28.8,79.0,388.0,0.0,0.0,0.0,0.0,9.0,9.0,SU4H08004196,12
152455,46.404457,0.9333885908126831,0.0,46.25498,10.962773,0.9742483242949168,RGI60-12.00004,G043814E42803N,19990818.0,-9999999.0,43.8138,42.8031,12.0,1.0,4.187,2368.0,4130.0,3409.0,24.7,353.0,5295.0,0.0,0.0,0.0,0.0,9.0,9.0,SU4G08008058,12
152456,11.292171,0.9556748270988464,0.04419336095452309,11.916849,0.52385885,-0.6054093673711931,RGI60-12.00005,G042661E43119N,20010915.0,-9999999.0,42.6611,43.1191,12.0,1.0,0.033,3751.0,3961.0,3848.0,51.6,145.0,158.0,0.0,0.0,0.0,0.0,9.0,9.0,,12
152457,15.666895,0.9727511405944824,3.566203668015078e-05,16.706276,1.5025566,0.1843278326449321,RGI60-12.00006,G042516E43158N,20010915.0,-9999999.0,42.5158,43.1583,12.0,1.0,0.176,3352.0,3680.0,3508.0,31.9,197.0,538.0,0.0,0.0,0.0,0.0,9.0,9.0,SU5T09105230,12
152458,15.741581,0.9930762052536011,0.49049022793769836,16.104637,0.8550581,-0.0056816122398979695,RGI60-12.00007,G043520E42952N,20040815.0,-9999999.0,43.52,42.9523,12.0,1.0,0.125,3661.0,3984.0,3846.0,34.4,240.0,508.0,0.0,0.0,0.0,0.0,9.0,9.0,,12
152459,13.7156515,0.9785267114639282,0.013587548397481441,14.655024,0.8377836,-0.055186488115632794,RGI60-12.00008,G043243E43097N,20040815.0,-9999999.0,43.2427,43.0973,12.0,1.0,0.101,3365.0,3606.0,3482.0,34.3,333.0,428.0,0.0,0.0,0.0,0.0,9.0,9.0,SU4G08007062,12
152460,21.750107,0.9578776359558105,2.432917799513601e-12,21.680223,2.067176,0.7620719605628672,RGI60-12.00009,G041451E43300N,20000912.0,-9999999.0,41.4506,43.3002,12.0,1.0,0.39,2558.0,3331.0,2912.0,33.8,217.0,1182.0,0.0,0.0,0.0,0.0,9.0,9.0,SU5T09104025,12
152461,27.496592,0.9450221061706543,1.3332950408105379e-17,26.033161,3.6411324,0.37260522678010505,RGI60-12.00010,G043758E42758N,19990818.0,-9999999.0,43.7575,42.7584,12.0,1.0,0.553,3208.0,3903.0,3617.0,27.6,245.0,1630.0,0.0,0.0,0.0,0.0,9.0,9.0,SU5T09106396,12
152462,35.82124,0.9481160044670105,7.308886835672716e-30,32.9906,6.893318,0.43011034442158513,RGI60-12.00011,G044400E42697N,20040925.0,-9999999.0,44.4001,42.6974,12.0,1.0,1.688,3231.0,4292.0,3844.0,23.1,166.0,3290.0,0.0,0.0,0.0,0.0,9.0,9.0,SU4G08011064,12
152463,21.308865,0.9425942301750183,4.3999597395443305e-14,21.61313,2.6520154,0.6379481075034479,RGI60-12.00012,G043507E42956N,20040815.0,-9999999.0,43.5074,42.9564,12.0,1.0,0.357,3629.0,4051.0,3740.0,30.4,237.0,863.0,0.0,0.0,0.0,0.0,9.0,9.0,SU4G08008014,12
152464,15.333479,0.9833155274391174,0.011273246258497238,16.188828,0.84484136,0.053037495436635634,RGI60-12.00013,G043242E43083N,20040815.0,-9999999.0,43.2422,43.0834,12.0,1.0,0.136,3307.0,3730.0,3506.0,42.0,104.0,464.0,0.0,0.0,0.0,0.0,9.0,9.0,,12
152465,57.136833,0.9393532276153564,0.0,53.222885,10.825049,0.957653143693767,RGI60-12.00014,G042428E43378N,20000912.0,-9999999.0,42.4276,43.3778,12.0,1.0,12.843,3053.0,5611.0,4098.0,22.6,357.0,6902.0,0.0,0.0,0.0,0.0,3.0,9.0,Ulluchiran,12
152466,17.879793,0.9664700627326965,2.585697984613944e-07,20.244396,1.4193379,-0.1646116965960823,RGI60-12.00015,G041551E43277N,20000912.0,-9999999.0,41.5514,43.2768,12.0,1.0,0.221,2871.0,3321.0,3150.0,32.7,93.0,641.0,0.0,0.0,0.0,0.0,9.0,9.0,SU4H08003141,12
152467,25.167662,0.9697272777557373,3.3799154586233726e-09,24.701227,2.0914824,0.15342946004171693,RGI60-12.00016,G042831E43268N,20010915.0,-9999999.0,42.8305,43.2675,12.0,1.0,0.343,3482.0,4079.0,3693.0,36.0,298.0,1466.0,0.0,0.0,0.0,0.0,9.0,9.0,SU4G08005091,12
