,Farinotti Mean Thickness,Shapiro-Wilk statistic,Shapiro-Wilk p_value,Farinotti Median Thickness,Farinotti Thickness STD,Skew,RGIId,GLIMSId,BgnDate,EndDate,CenLon,CenLat,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,Status,Connect,Form,TermType,Surging,Linkages,Name,region
185080,15.372332,0.9609043002128601,0.0009111418621614575,15.591699,0.71333134,-0.19228074696036723,RGI60-04.00001,G295206E64002N,19990914.0,-9999999.0,-64.7945,64.0018,4.0,7.0,0.083,310.0,454.0,402.0,29.4,338.0,285.0,0.0,0.0,0.0,0.0,9.0,9.0,,04
185081,77.44096,0.9807276725769043,1.9501274286221484e-17,82.15503,7.4048457,0.3482665692513539,RGI60-04.00002,G293275E62326N,19990914.0,-9999999.0,-66.7254,62.3261,4.0,2.0,1.486,619.0,812.0,706.0,9.8,247.0,1799.0,0.0,0.0,1.0,0.0,9.0,9.0,,04
185082,105.243904,0.9475980997085571,7.006492321624085e-45,104.06675,16.151695,0.8801499457191123,RGI60-04.00003,G293518E62301N,19990914.0,-9999999.0,-66.482,62.3006,4.0,8.0,4.507,252.0,807.0,645.0,10.8,43.0,5025.0,0.0,0.0,1.0,0.0,9.0,9.0,,04
185083,62.023952,0.9843599796295166,1.4725406071846835e-29,62.15874,7.4012322,0.16466665904962266,RGI60-04.00004,G293313E62341N,19990914.0,-9999999.0,-66.6866,62.3411,4.0,8.0,5.31,383.0,813.0,709.0,16.8,35.0,2982.0,0.0,0.0,1.0,0.0,9.0,9.0,,04
185084,66.5491,0.9751972556114197,2.1758548842270938e-25,70.06441,11.371019,0.14332935212784179,RGI60-04.00005,G293664E62159N,19990930.0,-9999999.0,-66.3365,62.1589,4.0,8.0,2.414,410.0,599.0,494.0,8.8,160.0,1855.0,0.0,0.0,0.0,0.0,9.0,9.0,,04
185085,73.60855,0.9525322318077087,1.9087723186400384e-33,70.12753,11.113587,0.6583720047637612,RGI60-04.00006,G293367E62320N,19990914.0,-9999999.0,-66.6328,62.3198,4.0,8.0,2.368,292.0,761.0,675.0,18.1,56.0,2177.0,0.0,0.0,1.0,0.0,9.0,9.0,,04
185086,137.34007,0.9063968062400818,0.0,132.1001,21.851051,1.3220273367495359,RGI60-04.00007,G293564E62262N,19990914.0,19990930.0,-66.4357,62.2622,4.0,8.0,21.174,124.0,807.0,644.0,11.0,57.0,8562.0,0.0,0.0,1.0,0.0,9.0,9.0,,04
185087,74.714455,0.9400462508201599,2.2568164449685616e-29,70.309166,16.003378,0.6566347249312672,RGI60-04.00008,G293434E62299N,19990914.0,-9999999.0,-66.5656,62.2988,4.0,8.0,1.425,346.0,780.0,701.0,15.3,338.0,1658.0,0.0,0.0,0.0,0.0,9.0,9.0,,04
185088,61.28213,0.8965325355529785,4.99997305055738e-41,59.19041,11.457948,1.5072612661044122,RGI60-04.00009,G293558E62285N,19990914.0,-9999999.0,-66.4416,62.2851,4.0,8.0,1.881,390.0,747.0,624.0,12.2,65.0,2293.0,0.0,0.0,1.0,0.0,9.0,9.0,,04
185089,30.560705,0.9759759902954102,0.0005396709893830121,32.51626,2.4080365,-0.13994908332378042,RGI60-04.00010,G293236E62331N,19990914.0,-9999999.0,-66.7645,62.3306,4.0,2.0,0.147,630.0,662.0,650.0,8.8,248.0,341.0,0.0,0.0,0.0,0.0,9.0,9.0,,04
185090,48.825184,0.9766754508018494,2.547703275013191e-07,53.33953,4.7381225,-0.04541910523171324,RGI60-04.00011,G293230E62331N,19990914.0,-9999999.0,-66.77,62.3306,4.0,2.0,0.321,595.0,670.0,641.0,8.8,57.0,920.0,0.0,0.0,0.0,0.0,9.0,9.0,,04
185091,48.399334,0.9505041241645813,5.1223586257542316e-17,52.008606,4.619606,0.30547376150091016,RGI60-04.00012,G293393E62319N,19990914.0,-9999999.0,-66.6074,62.3189,4.0,8.0,0.574,351.0,675.0,586.0,13.4,56.0,1471.0,0.0,0.0,0.0,0.0,9.0,9.0,,04
185092,48.984646,0.9680826663970947,1.0310798048696057e-10,44.266167,8.174638,0.535200573628383,RGI60-04.00013,G293508E62312N,19990914.0,-9999999.0,-66.4923,62.3119,4.0,8.0,0.406,448.0,729.0,619.0,10.6,355.0,1557.0,0.0,0.0,0.0,0.0,9.0,9.0,,04
185093,22.246958,0.9743937253952026,4.5500026317313313e-05,23.168222,1.9446887,0.4466984061225737,RGI60-04.00014,G293645E62154N,19990930.0,-9999999.0,-66.3552,62.1542,4.0,8.0,0.183,437.0,499.0,465.0,9.9,247.0,494.0,0.0,0.0,0.0,0.0,9.0,9.0,,04
185094,119.056114,0.9806320071220398,4.660483274202335e-39,140.62875,15.326601,0.01841734540892424,RGI60-04.00015,G293626E62183N,19990930.0,-9999999.0,-66.3741,62.1832,4.0,8.0,8.45,346.0,707.0,560.0,9.7,195.0,7813.0,0.0,0.0,0.0,0.0,9.0,9.0,,04
185095,84.602936,0.9833059310913086,1.9595040260304508e-35,94.71525,8.213341,-0.2636194171629044,RGI60-04.00016,G293617E62239N,19990914.0,19990930.0,-66.3833,62.2393,4.0,8.0,7.663,108.0,755.0,577.0,11.1,42.0,5042.0,0.0,0.0,1.0,0.0,9.0,9.0,,04
185096,94.39331,0.9886491894721985,1.2252462308658792e-35,88.656845,7.5361094,0.04667677423375413,RGI60-04.00017,G293389E62301N,19990914.0,-9999999.0,-66.6111,62.3008,4.0,8.0,11.657,273.0,771.0,643.0,16.7,45.0,6459.0,0.0,0.0,1.0,0.0,9.0,9.0,,04
185097,107.13852,0.9689403176307678,0.0,101.77587,15.710474,0.5167128429287088,RGI60-04.00018,G293471E62301N,19990914.0,-9999999.0,-66.5291,62.3005,4.0,8.0,12.678,162.0,812.0,678.0,10.6,355.0,6003.0,0.0,0.0,1.0,0.0,9.0,9.0,,04
185098,19.168074,0.9658127427101135,0.00013809149095322937,19.909286,1.7808499,-0.17565400834117714,RGI60-04.00019,G293562E62295N,19990914.0,-9999999.0,-66.4377,62.2954,4.0,8.0,0.119,520.0,633.0,588.0,17.0,358.0,491.0,0.0,0.0,0.0,0.0,9.0,9.0,,04
185099,125.63988,0.9444234371185303,0.0,118.284805,22.432682,0.4159441014974721,RGI60-04.00020,G293528E62290N,19990914.0,-9999999.0,-66.472,62.2898,4.0,8.0,4.789,333.0,808.0,717.0,11.7,25.0,4215.0,0.0,0.0,1.0,0.0,9.0,9.0,,04
185100,101.077774,0.9822141528129578,1.401298464324817e-45,110.28186,17.637264,0.4106136718997738,RGI60-04.00021,G293655E62211N,19990930.0,-9999999.0,-66.3449,62.2114,4.0,8.0,14.166,347.0,709.0,583.0,10.4,72.0,4306.0,0.0,0.0,0.0,0.0,9.0,9.0,,04
