,Farinotti Mean Thickness,Shapiro-Wilk statistic,Shapiro-Wilk p_value,Farinotti Median Thickness,Farinotti Thickness STD,Skew,RGIId,GLIMSId,BgnDate,EndDate,CenLon,CenLat,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,Status,Connect,Form,TermType,Surging,Linkages,Name,region
108356,28.716846,0.8567157983779907,1.3868055787611322e-28,30.2919,7.5298553,-0.8417709976038338,RGI60-07.00001,G017035E76705N,20080901.0,-9999999.0,17.0347,76.7052,7.0,1.0,0.597,142.0,459.0,268.0,16.7,204.0,1388.0,0.0,0.0,0.0,0.0,0.0,9.0,,07
108357,60.23302,0.9360219240188599,1.7405446561400725e-19,63.76854,9.393537,-0.6677004663821848,RGI60-07.00002,G016189E76787N,20080901.0,-9999999.0,16.1891,76.7872,7.0,1.0,0.581,234.0,582.0,343.0,18.3,277.0,1658.0,0.0,0.0,0.0,0.0,0.0,9.0,Bungebreen,07
108358,28.12428,0.8603768944740295,5.574633892594461e-23,31.509907,4.6236644,-1.3556177732398438,RGI60-07.00003,G016392E76919N,20080901.0,-9999999.0,16.3915,76.9194,7.0,1.0,0.388,157.0,540.0,330.0,19.8,222.0,1200.0,0.0,0.0,0.0,0.0,0.0,9.0,Samarinbreen East,07
108359,79.81286,0.9624346494674683,2.3861511109255265e-20,83.12065,8.213615,-0.25517872510510525,RGI60-07.00004,G015993E76942N,20080901.0,-9999999.0,15.9932,76.9423,7.0,1.0,1.044,665.0,933.0,799.0,13.8,62.0,1075.0,0.0,0.0,0.0,0.0,0.0,9.0,,07
108360,38.83864,0.8845821619033813,6.3149542141649614e-24,41.4626,5.0788765,0.15741937551449056,RGI60-07.00005,G016497E76956N,20080901.0,-9999999.0,16.4966,76.9564,7.0,1.0,0.5,186.0,396.0,263.0,17.7,35.0,1068.0,0.0,0.0,0.0,0.0,0.0,9.0,Mendelejevbreen,07
108361,70.407524,0.9493667483329773,0.0,69.1837,11.16572,0.9602302147143301,RGI60-07.00006,G016429E76938N,20080901.0,-9999999.0,16.4289,76.9375,7.0,1.0,13.618,111.0,621.0,311.0,12.6,336.0,8187.0,0.0,0.0,0.0,1.0,0.0,9.0,Chomjakovbreen,07
108362,41.52703,0.9109298586845398,1.9648024775530216e-22,38.16484,4.9477367,0.3841112743235735,RGI60-07.00007,G016426E76966N,20080901.0,-9999999.0,16.4263,76.9661,7.0,1.0,0.559,143.0,411.0,242.0,16.3,328.0,1536.0,0.0,0.0,0.0,0.0,0.0,9.0,Mendelejevbreen,07
108363,56.605797,0.9660671353340149,6.425569079155957e-24,53.709564,7.401619,0.40962505627895146,RGI60-07.00008,G016104E77038N,20080901.0,-9999999.0,16.1035,77.0379,7.0,1.0,1.577,85.0,425.0,210.0,14.8,273.0,2103.0,0.0,0.0,0.0,0.0,0.0,9.0,Lorchbreen,07
108364,42.566822,0.9552969932556152,2.921979448768863e-17,47.95347,6.1284604,0.06943801965812943,RGI60-07.00009,G015271E77047N,20080901.0,-9999999.0,15.2714,77.0472,7.0,1.0,0.651,277.0,541.0,376.0,19.9,338.0,1378.0,0.0,0.0,0.0,0.0,0.0,9.0,,07
108365,47.797604,0.968719482421875,4.0778878336580333e-22,54.045753,4.4071965,-0.36774930870418526,RGI60-07.00010,G015780E77043N,20080901.0,-9999999.0,15.7801,77.043,7.0,1.0,1.456,202.0,634.0,373.0,16.0,201.0,2374.0,0.0,0.0,0.0,0.0,0.0,9.0,Sofiebreen,07
