,Farinotti Mean Thickness,Shapiro-Wilk statistic,Shapiro-Wilk p_value,Farinotti Median Thickness,Farinotti Thickness STD,Skew,RGIId,GLIMSId,BgnDate,EndDate,CenLon,CenLat,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,Status,Connect,Form,TermType,Surging,Linkages,Name,region
15908,87.28407,0.9746482372283936,1.0299131349885712e-35,76.55482,17.562529,0.4184243044064814,RGI60-03.00001,G291970E81024N,19999999.0,20039999.0,-68.0302,81.0237,3.0,3.0,5.123,348.0,1206.0,918.0,9.0,146.0,5401.0,0.0,0.0,0.0,0.0,0.0,9.0,,03
15909,28.077652,0.967566967010498,2.2556621555400863e-13,26.942896,3.981939,0.20879878594748175,RGI60-03.00002,G291116E81140N,19999999.0,20039999.0,-68.8844,81.1403,3.0,3.0,0.569,759.0,1241.0,1028.0,19.0,8.0,1810.0,0.0,0.0,0.0,0.0,0.0,9.0,,03
15910,86.54001,0.9793883562088013,1.3759665654047423e-28,87.12968,12.976097,0.25253673351712647,RGI60-03.00003,G290896E80922N,19999999.0,20039999.0,-69.1043,80.9223,3.0,3.0,3.736,536.0,1024.0,889.0,7.4,11.0,4792.0,0.0,0.0,0.0,0.0,0.0,9.0,,03
15911,54.376965,0.938210129737854,2.2669504337160448e-36,61.677628,8.913513,0.40398909374199793,RGI60-03.00004,G290799E80877N,19999999.0,20039999.0,-69.2006,80.8772,3.0,3.0,2.259,954.0,1389.0,1135.0,13.1,305.0,2974.0,0.0,0.0,0.0,0.0,0.0,9.0,,03
15912,75.05861,0.9644916653633118,3.545932402528428e-37,78.59779,13.133892,0.5127749470311912,RGI60-03.00005,G290742E80869N,19999999.0,20039999.0,-69.2585,80.8687,3.0,3.0,4.057,750.0,1372.0,1109.0,10.1,29.0,3673.0,0.0,0.0,0.0,0.0,0.0,9.0,,03
15913,32.663887,0.9754724502563477,3.437788054228008e-09,37.396706,3.7119174,0.04406667412896051,RGI60-03.00006,G290813E80859N,19999999.0,20039999.0,-69.1875,80.8591,3.0,3.0,0.419,814.0,1113.0,990.0,13.6,116.0,1493.0,0.0,0.0,0.0,0.0,0.0,9.0,,03
15914,52.700356,0.9635109305381775,1.878892908150926e-36,51.015087,8.61693,0.44168518457714784,RGI60-03.00007,G290676E80864N,19999999.0,20039999.0,-69.3243,80.864,3.0,3.0,3.763,1060.0,1406.0,1243.0,12.0,55.0,2437.0,0.0,0.0,0.0,0.0,0.0,9.0,,03
15915,38.808483,0.946726381778717,1.7665868208059957e-26,39.60485,6.401904,0.5614985331591584,RGI60-03.00008,G290636E80883N,19999999.0,20039999.0,-69.3642,80.883,3.0,3.0,1.268,848.0,1312.0,1073.0,17.4,18.0,1602.0,0.0,0.0,0.0,0.0,0.0,9.0,,03
15916,28.3424,0.9750819802284241,4.112630917242621e-13,31.107883,4.058706,0.362438591298073,RGI60-03.00009,G290593E80875N,19999999.0,20039999.0,-69.4072,80.875,3.0,3.0,0.713,879.0,1266.0,1087.0,18.2,313.0,1309.0,0.0,0.0,0.0,0.0,0.0,9.0,,03
15917,27.27214,0.9747656583786011,3.7775593764166615e-10,28.767653,3.3144624,0.3682717627070167,RGI60-03.00010,G290585E80889N,19999999.0,20039999.0,-69.4148,80.8888,3.0,3.0,0.476,867.0,1255.0,1088.0,19.5,5.0,1150.0,0.0,0.0,0.0,0.0,0.0,9.0,,03
