,RGIId,Farinotti Mean Thickness
1065,RGI60-16.01066,
1066,RGI60-16.01067,
1067,RGI60-16.01068,
1068,RGI60-16.01069,
1069,RGI60-16.01070,
1070,RGI60-16.01071,
1071,RGI60-16.01072,
1072,RGI60-16.01073,
1073,RGI60-16.01074,
1074,RGI60-16.01075,
1075,RGI60-16.01076,
1076,RGI60-16.01077,
1077,RGI60-16.01078,
1078,RGI60-16.01079,
1079,RGI60-16.01080,
1080,RGI60-16.01081,
1081,RGI60-16.01082,
1082,RGI60-16.01083,
1083,RGI60-16.01084,
1084,RGI60-16.01085,
1085,RGI60-16.01086,
1086,RGI60-16.01087,
1087,RGI60-16.01088,
1088,RGI60-16.01089,
1089,RGI60-16.01090,
1090,RGI60-16.01091,
1091,RGI60-16.01092,
1092,RGI60-16.01093,
1093,RGI60-16.01094,
1094,RGI60-16.01095,
1095,RGI60-16.01096,
1096,RGI60-16.01097,
1097,RGI60-16.01098,
1098,RGI60-16.01099,
1099,RGI60-16.01100,
1100,RGI60-16.01101,
1101,RGI60-16.01102,
1102,RGI60-16.01103,
1103,RGI60-16.01104,
1104,RGI60-16.01105,
1105,RGI60-16.01106,
1106,RGI60-16.01107,
1107,RGI60-16.01108,
1108,RGI60-16.01109,
1109,RGI60-16.01110,
1110,RGI60-16.01111,
1111,RGI60-16.01112,
1112,RGI60-16.01113,
1113,RGI60-16.01114,
1114,RGI60-16.01115,
1115,RGI60-16.01116,
1116,RGI60-16.01117,
1117,RGI60-16.01118,
1118,RGI60-16.01119,
1119,RGI60-16.01120,
1120,RGI60-16.01121,
1121,RGI60-16.01122,
1122,RGI60-16.01123,
1123,RGI60-16.01124,
1124,RGI60-16.01125,
1125,RGI60-16.01126,
1126,RGI60-16.01127,
1127,RGI60-16.01128,
1128,RGI60-16.01129,
1129,RGI60-16.01130,
1130,RGI60-16.01131,
1131,RGI60-16.01132,
1132,RGI60-16.01133,
1133,RGI60-16.01134,
1134,RGI60-16.01135,
1135,RGI60-16.01136,
1136,RGI60-16.01137,
1137,RGI60-16.01138,
1138,RGI60-16.01139,
1139,RGI60-16.01140,
1140,RGI60-16.01141,
1141,RGI60-16.01142,
1142,RGI60-16.01143,
1143,RGI60-16.01144,
1144,RGI60-16.01145,
1145,RGI60-16.01146,
1146,RGI60-16.01147,
1147,RGI60-16.01148,
1148,RGI60-16.01149,
1149,RGI60-16.01150,
1150,RGI60-16.01151,
1151,RGI60-16.01152,
1152,RGI60-16.01153,
1153,RGI60-16.01154,
1154,RGI60-16.01155,
1155,RGI60-16.01156,
1156,RGI60-16.01157,
1157,RGI60-16.01158,
1158,RGI60-16.01159,
1159,RGI60-16.01160,
1160,RGI60-16.01161,
1161,RGI60-16.01162,
1162,RGI60-16.01163,
1163,RGI60-16.01164,
1164,RGI60-16.01165,
1165,RGI60-16.01166,
1166,RGI60-16.01167,
1167,RGI60-16.01168,
1168,RGI60-16.01169,
1169,RGI60-16.01170,
1170,RGI60-16.01171,
1171,RGI60-16.01172,
1172,RGI60-16.01173,
1173,RGI60-16.01174,
1174,RGI60-16.01175,
1175,RGI60-16.01176,
1176,RGI60-16.01177,
1177,RGI60-16.01178,
1178,RGI60-16.01179,
1179,RGI60-16.01180,
1180,RGI60-16.01181,
1181,RGI60-16.01182,
1182,RGI60-16.01183,
1183,RGI60-16.01184,
1184,RGI60-16.01185,
1185,RGI60-16.01186,
1186,RGI60-16.01187,
1187,RGI60-16.01188,
1188,RGI60-16.01189,
1189,RGI60-16.01190,
1190,RGI60-16.01191,
1191,RGI60-16.01192,
1192,RGI60-16.01193,
1193,RGI60-16.01194,
1194,RGI60-16.01195,
1195,RGI60-16.01196,
1196,RGI60-16.01197,
1197,RGI60-16.01198,
1198,RGI60-16.01199,
1199,RGI60-16.01200,
1200,RGI60-16.01201,
1201,RGI60-16.01202,
1202,RGI60-16.01203,
1203,RGI60-16.01204,
1204,RGI60-16.01205,
1205,RGI60-16.01206,
1206,RGI60-16.01207,
1207,RGI60-16.01208,
1208,RGI60-16.01209,
1209,RGI60-16.01210,
1210,RGI60-16.01211,
1211,RGI60-16.01212,
1212,RGI60-16.01213,
1213,RGI60-16.01214,
1214,RGI60-16.01215,
1215,RGI60-16.01216,
1216,RGI60-16.01217,
1217,RGI60-16.01218,
1218,RGI60-16.01219,
1219,RGI60-16.01220,
1220,RGI60-16.01221,
1221,RGI60-16.01222,
1222,RGI60-16.01223,
1223,RGI60-16.01224,
1224,RGI60-16.01225,
1225,RGI60-16.01226,
1226,RGI60-16.01227,
1227,RGI60-16.01228,
1228,RGI60-16.01229,
1229,RGI60-16.01230,
1230,RGI60-16.01231,
1231,RGI60-16.01232,
1232,RGI60-16.01233,
1233,RGI60-16.01234,
1234,RGI60-16.01235,
1235,RGI60-16.01236,
1236,RGI60-16.01237,
1237,RGI60-16.01238,
1238,RGI60-16.01239,
1239,RGI60-16.01240,
1240,RGI60-16.01241,
1241,RGI60-16.01242,
1242,RGI60-16.01243,
1243,RGI60-16.01244,
1244,RGI60-16.01245,
1245,RGI60-16.01246,
1246,RGI60-16.01247,
1247,RGI60-16.01248,
1248,RGI60-16.01249,
1249,RGI60-16.01250,
1250,RGI60-16.01251,
1251,RGI60-16.01252,
1252,RGI60-16.01253,
1253,RGI60-16.01254,
1254,RGI60-16.01255,
1255,RGI60-16.01256,
1256,RGI60-16.01257,
1257,RGI60-16.01258,
1258,RGI60-16.01259,
1259,RGI60-16.01260,
1260,RGI60-16.01261,
1261,RGI60-16.01262,
1262,RGI60-16.01263,
1263,RGI60-16.01264,
1264,RGI60-16.01265,
1265,RGI60-16.01266,
1266,RGI60-16.01267,
1267,RGI60-16.01268,
1268,RGI60-16.01269,
1269,RGI60-16.01270,
1270,RGI60-16.01271,
1271,RGI60-16.01272,
1272,RGI60-16.01273,
1273,RGI60-16.01274,
1274,RGI60-16.01275,
1275,RGI60-16.01276,
1276,RGI60-16.01277,
1277,RGI60-16.01278,
1278,RGI60-16.01279,
1279,RGI60-16.01280,
1280,RGI60-16.01281,
1281,RGI60-16.01282,
1282,RGI60-16.01283,
1283,RGI60-16.01284,
1284,RGI60-16.01285,
1285,RGI60-16.01286,
1286,RGI60-16.01287,
1287,RGI60-16.01288,
1288,RGI60-16.01289,
1289,RGI60-16.01290,
1290,RGI60-16.01291,
1291,RGI60-16.01292,
1292,RGI60-16.01293,
1293,RGI60-16.01294,
1294,RGI60-16.01295,
1295,RGI60-16.01296,
1296,RGI60-16.01297,
1297,RGI60-16.01298,
1298,RGI60-16.01299,
1299,RGI60-16.01300,
1300,RGI60-16.01301,
1301,RGI60-16.01302,
1302,RGI60-16.01303,
1303,RGI60-16.01304,
1304,RGI60-16.01305,
1305,RGI60-16.01306,
1306,RGI60-16.01307,
1307,RGI60-16.01308,
1308,RGI60-16.01309,
1309,RGI60-16.01310,
1310,RGI60-16.01311,
1311,RGI60-16.01312,
1312,RGI60-16.01313,
1313,RGI60-16.01314,
1314,RGI60-16.01315,
1315,RGI60-16.01316,
1316,RGI60-16.01317,
1317,RGI60-16.01318,
1318,RGI60-16.01319,
1319,RGI60-16.01320,
1320,RGI60-16.01321,
1321,RGI60-16.01322,
1322,RGI60-16.01323,
1323,RGI60-16.01324,
1324,RGI60-16.01325,
1325,RGI60-16.01326,
1326,RGI60-16.01327,
1327,RGI60-16.01328,
1328,RGI60-16.01329,
1329,RGI60-16.01330,
1330,RGI60-16.01336,
1331,RGI60-16.01337,
1332,RGI60-16.01338,
1333,RGI60-16.01339,
1334,RGI60-16.01340,
1335,RGI60-16.01341,
1336,RGI60-16.01342,
1337,RGI60-16.01343,
1338,RGI60-16.01344,
1339,RGI60-16.01345,
1340,RGI60-16.01346,
1341,RGI60-16.01347,
1342,RGI60-16.01348,
1343,RGI60-16.01349,
1344,RGI60-16.01350,
1345,RGI60-16.01351,
1346,RGI60-16.01352,
1347,RGI60-16.01353,
1348,RGI60-16.01354,
1349,RGI60-16.01355,
1350,RGI60-16.01356,
1351,RGI60-16.01357,
1352,RGI60-16.01358,
1353,RGI60-16.01359,
1354,RGI60-16.01360,
1355,RGI60-16.01361,
1356,RGI60-16.01362,
1357,RGI60-16.01363,
1358,RGI60-16.01364,
1359,RGI60-16.01365,
1360,RGI60-16.01366,
1361,RGI60-16.01367,
1362,RGI60-16.01368,
1363,RGI60-16.01369,
1364,RGI60-16.01370,
1365,RGI60-16.01371,
1366,RGI60-16.01372,
1367,RGI60-16.01373,
1368,RGI60-16.01374,
1369,RGI60-16.01375,
1370,RGI60-16.01376,
1371,RGI60-16.01377,
1372,RGI60-16.01378,
1373,RGI60-16.01379,
1374,RGI60-16.01380,
1375,RGI60-16.01381,
1376,RGI60-16.01382,
1377,RGI60-16.01383,
1378,RGI60-16.01384,
1379,RGI60-16.01385,
1380,RGI60-16.01386,
1381,RGI60-16.01387,
1382,RGI60-16.01388,
1383,RGI60-16.01389,
1384,RGI60-16.01390,
1385,RGI60-16.01391,
1386,RGI60-16.01392,
1387,RGI60-16.01393,
1388,RGI60-16.01394,
1389,RGI60-16.01395,
1390,RGI60-16.01396,
1391,RGI60-16.01397,
1392,RGI60-16.01398,
1393,RGI60-16.01399,
1394,RGI60-16.01400,
1395,RGI60-16.01401,
1396,RGI60-16.01402,
1397,RGI60-16.01403,
1398,RGI60-16.01404,
1399,RGI60-16.01405,
1400,RGI60-16.01406,
1401,RGI60-16.01407,
1402,RGI60-16.01408,
1403,RGI60-16.01409,
1404,RGI60-16.01410,
1405,RGI60-16.01411,
1406,RGI60-16.01412,
1407,RGI60-16.01413,
1408,RGI60-16.01414,
1409,RGI60-16.01415,
1410,RGI60-16.01416,
1411,RGI60-16.01417,
1412,RGI60-16.01418,
1413,RGI60-16.01419,
1414,RGI60-16.01420,
1415,RGI60-16.01421,
1416,RGI60-16.01422,
1417,RGI60-16.01423,
1418,RGI60-16.01424,
1419,RGI60-16.01425,
1420,RGI60-16.01426,
1421,RGI60-16.01427,
1422,RGI60-16.01428,
1423,RGI60-16.01429,
1424,RGI60-16.01430,
1425,RGI60-16.01431,
1426,RGI60-16.01432,
1427,RGI60-16.01433,
1428,RGI60-16.01434,
1429,RGI60-16.01435,
1430,RGI60-16.01436,
1431,RGI60-16.01437,
1432,RGI60-16.01438,
1433,RGI60-16.01439,
1434,RGI60-16.01440,
1435,RGI60-16.01441,
1436,RGI60-16.01442,
1437,RGI60-16.01443,
1438,RGI60-16.01444,
1439,RGI60-16.01445,
1440,RGI60-16.01446,
1441,RGI60-16.01447,
1442,RGI60-16.01448,
1443,RGI60-16.01449,
1444,RGI60-16.01450,
1445,RGI60-16.01451,
1446,RGI60-16.01452,
1447,RGI60-16.01453,
1448,RGI60-16.01454,
1449,RGI60-16.01455,
1450,RGI60-16.01456,
1451,RGI60-16.01457,
1452,RGI60-16.01458,
1453,RGI60-16.01459,
1454,RGI60-16.01460,
1455,RGI60-16.01461,
1456,RGI60-16.01462,
1457,RGI60-16.01463,
1458,RGI60-16.01464,
1459,RGI60-16.01465,
1460,RGI60-16.01466,
1461,RGI60-16.01467,
1462,RGI60-16.01468,
1463,RGI60-16.01469,
1464,RGI60-16.01470,
1465,RGI60-16.01471,
1466,RGI60-16.01472,
1467,RGI60-16.01473,
1468,RGI60-16.01474,
1469,RGI60-16.01475,
1470,RGI60-16.01476,
1471,RGI60-16.01477,
1472,RGI60-16.01478,
1473,RGI60-16.01479,
1474,RGI60-16.01480,
1475,RGI60-16.01481,
1476,RGI60-16.01482,
1477,RGI60-16.01483,
1478,RGI60-16.01484,
1479,RGI60-16.01485,
1480,RGI60-16.01486,
1481,RGI60-16.01487,
1482,RGI60-16.01488,
1483,RGI60-16.01489,
1484,RGI60-16.01490,
1485,RGI60-16.01491,
1486,RGI60-16.01492,
1487,RGI60-16.01493,
1488,RGI60-16.01494,
1489,RGI60-16.01495,
1490,RGI60-16.01496,
1491,RGI60-16.01497,
1492,RGI60-16.01498,
1493,RGI60-16.01499,
1494,RGI60-16.01500,
1495,RGI60-16.01501,
1496,RGI60-16.01502,
1497,RGI60-16.01503,
1498,RGI60-16.01504,
1499,RGI60-16.01505,
1500,RGI60-16.01506,
1501,RGI60-16.01507,
1502,RGI60-16.01508,
1503,RGI60-16.01509,
1504,RGI60-16.01510,
1505,RGI60-16.01511,
1506,RGI60-16.01512,
1507,RGI60-16.01513,
1508,RGI60-16.01514,
1509,RGI60-16.01515,
1510,RGI60-16.01516,
1511,RGI60-16.01517,
1512,RGI60-16.01518,
1513,RGI60-16.01519,
1514,RGI60-16.01520,
1515,RGI60-16.01521,
1516,RGI60-16.01522,
1517,RGI60-16.01523,
1518,RGI60-16.01524,
1519,RGI60-16.01525,
1520,RGI60-16.01526,
1521,RGI60-16.01527,
1522,RGI60-16.01528,
1523,RGI60-16.01529,
1524,RGI60-16.01530,
1525,RGI60-16.01531,
1526,RGI60-16.01532,
1527,RGI60-16.01533,
1528,RGI60-16.01534,
1529,RGI60-16.01535,
1530,RGI60-16.01536,
1531,RGI60-16.01537,
1532,RGI60-16.01538,
1533,RGI60-16.01539,
1534,RGI60-16.01540,
1535,RGI60-16.01541,
1536,RGI60-16.01542,
1537,RGI60-16.01543,
1538,RGI60-16.01544,
1539,RGI60-16.01545,
1540,RGI60-16.01546,
1541,RGI60-16.01547,
1542,RGI60-16.01548,
1543,RGI60-16.01549,
1544,RGI60-16.01550,
1545,RGI60-16.01551,
1546,RGI60-16.01552,
1547,RGI60-16.01553,
1548,RGI60-16.01554,
1549,RGI60-16.01555,
1550,RGI60-16.01556,
1551,RGI60-16.01557,
1552,RGI60-16.01558,
1553,RGI60-16.01559,
1554,RGI60-16.01560,
1555,RGI60-16.01561,
1556,RGI60-16.01562,
1557,RGI60-16.01563,
1558,RGI60-16.01564,
1559,RGI60-16.01565,
1560,RGI60-16.01566,
1561,RGI60-16.01567,
1562,RGI60-16.01568,
1563,RGI60-16.01569,
1564,RGI60-16.01570,
1565,RGI60-16.01571,
1566,RGI60-16.01572,
1567,RGI60-16.01573,
1568,RGI60-16.01574,
1569,RGI60-16.01575,
1570,RGI60-16.01576,
1571,RGI60-16.01577,
1572,RGI60-16.01578,
1573,RGI60-16.01579,
1574,RGI60-16.01580,
1575,RGI60-16.01581,
1576,RGI60-16.01582,
1577,RGI60-16.01583,
1578,RGI60-16.01584,
1579,RGI60-16.01585,
1580,RGI60-16.01586,
1581,RGI60-16.01587,
1582,RGI60-16.01588,
1583,RGI60-16.01589,
1584,RGI60-16.01590,
1585,RGI60-16.01591,
1586,RGI60-16.01592,
1587,RGI60-16.01593,
1588,RGI60-16.01594,
1589,RGI60-16.01595,
1590,RGI60-16.01596,
1591,RGI60-16.01597,
1592,RGI60-16.01598,
1593,RGI60-16.01599,
1594,RGI60-16.01600,
1595,RGI60-16.01601,
1596,RGI60-16.01602,
1597,RGI60-16.01603,
1598,RGI60-16.01604,
1599,RGI60-16.01605,
1600,RGI60-16.01606,
1601,RGI60-16.01607,
1602,RGI60-16.01608,
1603,RGI60-16.01609,
1604,RGI60-16.01610,
1605,RGI60-16.01611,
1606,RGI60-16.01612,
1607,RGI60-16.01613,
1608,RGI60-16.01614,
1609,RGI60-16.01615,
1610,RGI60-16.01616,
1611,RGI60-16.01617,
1612,RGI60-16.01618,
1613,RGI60-16.01619,
1614,RGI60-16.01620,
1615,RGI60-16.01621,
1616,RGI60-16.01622,
1617,RGI60-16.01623,
1618,RGI60-16.01624,
1619,RGI60-16.01625,
1620,RGI60-16.01626,
1621,RGI60-16.01627,
1622,RGI60-16.01628,
1623,RGI60-16.01629,
1624,RGI60-16.01630,
1625,RGI60-16.01631,
1626,RGI60-16.01632,
1627,RGI60-16.01633,
1628,RGI60-16.01634,
1629,RGI60-16.01635,
1630,RGI60-16.01636,
1631,RGI60-16.01637,
1632,RGI60-16.01638,
1633,RGI60-16.01639,
1634,RGI60-16.01640,
1635,RGI60-16.01641,
1636,RGI60-16.01642,
1637,RGI60-16.01643,
1638,RGI60-16.01644,
1639,RGI60-16.01645,
1640,RGI60-16.01646,
1641,RGI60-16.01647,
1642,RGI60-16.01648,
1643,RGI60-16.01649,
1644,RGI60-16.01650,
1645,RGI60-16.01651,
1646,RGI60-16.01652,
1647,RGI60-16.01653,
1648,RGI60-16.01654,
1649,RGI60-16.01655,
1650,RGI60-16.01656,
1651,RGI60-16.01657,
1652,RGI60-16.01658,
1653,RGI60-16.01659,
1654,RGI60-16.01660,
1655,RGI60-16.01661,
1656,RGI60-16.01662,
1657,RGI60-16.01663,
1658,RGI60-16.01664,
1659,RGI60-16.01665,
1660,RGI60-16.01666,
1661,RGI60-16.01667,
1662,RGI60-16.01668,
1663,RGI60-16.01669,
1664,RGI60-16.01670,
1665,RGI60-16.01671,
1666,RGI60-16.01672,
1667,RGI60-16.01673,
1668,RGI60-16.01674,
1669,RGI60-16.01675,
1670,RGI60-16.01676,
1671,RGI60-16.01677,
1672,RGI60-16.01678,
1673,RGI60-16.01679,
1674,RGI60-16.01680,
1675,RGI60-16.01681,
1676,RGI60-16.01682,
1677,RGI60-16.01683,
1678,RGI60-16.01684,
1679,RGI60-16.01685,
1680,RGI60-16.01686,
1681,RGI60-16.01687,
1682,RGI60-16.01688,
1683,RGI60-16.01689,
1684,RGI60-16.01690,
1685,RGI60-16.01691,
1686,RGI60-16.01692,
1687,RGI60-16.01693,
1688,RGI60-16.01694,
1689,RGI60-16.01695,
1690,RGI60-16.01696,
1691,RGI60-16.01697,
1692,RGI60-16.01698,
1693,RGI60-16.01699,
1694,RGI60-16.01700,
1695,RGI60-16.01701,
1696,RGI60-16.01702,
1697,RGI60-16.01703,
1698,RGI60-16.01704,
1699,RGI60-16.01705,
1700,RGI60-16.01706,
1701,RGI60-16.01707,
1702,RGI60-16.01708,
1703,RGI60-16.01709,
1704,RGI60-16.01710,
1705,RGI60-16.01711,
1706,RGI60-16.01712,
1707,RGI60-16.01713,
1708,RGI60-16.01714,
1709,RGI60-16.01715,
1710,RGI60-16.01716,
1711,RGI60-16.01717,
1712,RGI60-16.01718,
1713,RGI60-16.01719,
1714,RGI60-16.01720,
1715,RGI60-16.01721,
1716,RGI60-16.01722,
1717,RGI60-16.01723,
1718,RGI60-16.01724,
1719,RGI60-16.01725,
1720,RGI60-16.01726,
1721,RGI60-16.01727,
1722,RGI60-16.01728,
1723,RGI60-16.01729,
1724,RGI60-16.01730,
1725,RGI60-16.01731,
1726,RGI60-16.01732,
1727,RGI60-16.01733,
1728,RGI60-16.01734,
1729,RGI60-16.01735,
1730,RGI60-16.01736,
1731,RGI60-16.01737,
1732,RGI60-16.01738,
1733,RGI60-16.01739,
1734,RGI60-16.01740,
1735,RGI60-16.01741,
1736,RGI60-16.01742,
1737,RGI60-16.01743,
1738,RGI60-16.01744,
1739,RGI60-16.01745,
1740,RGI60-16.01746,
1741,RGI60-16.01747,
1742,RGI60-16.01748,
1743,RGI60-16.01749,
1744,RGI60-16.01750,
1745,RGI60-16.01751,
1746,RGI60-16.01752,
1747,RGI60-16.01753,
1748,RGI60-16.01754,
1749,RGI60-16.01755,
1750,RGI60-16.01756,
1751,RGI60-16.01757,
1752,RGI60-16.01758,
1753,RGI60-16.01759,
1754,RGI60-16.01760,
1755,RGI60-16.01761,
1756,RGI60-16.01762,
1757,RGI60-16.01763,
1758,RGI60-16.01764,
1759,RGI60-16.01765,
1760,RGI60-16.01766,
1761,RGI60-16.01767,
1762,RGI60-16.01768,
1763,RGI60-16.01769,
1764,RGI60-16.01770,
1765,RGI60-16.01771,
1766,RGI60-16.01772,
1767,RGI60-16.01773,
1768,RGI60-16.01774,
1769,RGI60-16.01775,
1770,RGI60-16.01776,
1771,RGI60-16.01777,
1772,RGI60-16.01778,
1773,RGI60-16.01779,
1774,RGI60-16.01780,
1775,RGI60-16.01781,
1776,RGI60-16.01782,
1777,RGI60-16.01783,
1778,RGI60-16.01784,
1779,RGI60-16.01785,
1780,RGI60-16.01786,
1781,RGI60-16.01787,
1782,RGI60-16.01788,
1783,RGI60-16.01789,
1784,RGI60-16.01790,
1785,RGI60-16.01791,
1786,RGI60-16.01792,
1787,RGI60-16.01793,
1788,RGI60-16.01794,
1789,RGI60-16.01795,
1790,RGI60-16.01796,
1791,RGI60-16.01797,
1792,RGI60-16.01798,
1793,RGI60-16.01799,
1794,RGI60-16.01800,
1795,RGI60-16.01801,
1796,RGI60-16.01802,
1797,RGI60-16.01803,
1798,RGI60-16.01804,
1799,RGI60-16.01805,
1800,RGI60-16.01806,
1801,RGI60-16.01807,
1802,RGI60-16.01808,
1803,RGI60-16.01809,
1804,RGI60-16.01810,
1805,RGI60-16.01811,
1806,RGI60-16.01812,
1807,RGI60-16.01813,
1808,RGI60-16.01814,
1809,RGI60-16.01815,
1810,RGI60-16.01816,
1811,RGI60-16.01817,
1812,RGI60-16.01818,
1813,RGI60-16.01819,
1814,RGI60-16.01820,
1815,RGI60-16.01821,
1816,RGI60-16.01822,
1817,RGI60-16.01823,
1818,RGI60-16.01824,
1819,RGI60-16.01825,
1820,RGI60-16.01826,
1821,RGI60-16.01827,
1822,RGI60-16.01828,
1823,RGI60-16.01829,
1824,RGI60-16.01830,
1825,RGI60-16.01831,
1826,RGI60-16.01832,
1827,RGI60-16.01833,
1828,RGI60-16.01834,
1829,RGI60-16.01835,
1830,RGI60-16.01836,
1831,RGI60-16.01837,
1832,RGI60-16.01838,
1833,RGI60-16.01839,
1834,RGI60-16.01840,
1835,RGI60-16.01841,
1836,RGI60-16.01842,
1837,RGI60-16.01843,
1838,RGI60-16.01844,
1839,RGI60-16.01845,
1840,RGI60-16.01846,
1841,RGI60-16.01847,
1842,RGI60-16.01848,
1843,RGI60-16.01849,
1844,RGI60-16.01850,
1845,RGI60-16.01851,
1846,RGI60-16.01852,
1847,RGI60-16.01853,
1848,RGI60-16.01854,
1849,RGI60-16.01855,
1850,RGI60-16.01856,
1851,RGI60-16.01857,
1852,RGI60-16.01858,
1853,RGI60-16.01859,
1854,RGI60-16.01860,
1855,RGI60-16.01861,
1856,RGI60-16.01862,
1857,RGI60-16.01863,
1858,RGI60-16.01864,
1859,RGI60-16.01865,
1860,RGI60-16.01866,
1861,RGI60-16.01867,
1862,RGI60-16.01868,
1863,RGI60-16.01869,
1864,RGI60-16.01870,
1865,RGI60-16.01871,
1866,RGI60-16.01872,
1867,RGI60-16.01873,
1868,RGI60-16.01874,
1869,RGI60-16.01875,
1870,RGI60-16.01876,
1871,RGI60-16.01877,
1872,RGI60-16.01878,
1873,RGI60-16.01879,
1874,RGI60-16.01880,
1875,RGI60-16.01881,
1876,RGI60-16.01882,
1877,RGI60-16.01883,
1878,RGI60-16.01884,
1879,RGI60-16.01885,
1880,RGI60-16.01886,
1881,RGI60-16.01887,
1882,RGI60-16.01888,
1883,RGI60-16.01889,
1884,RGI60-16.01890,
1885,RGI60-16.01891,
1886,RGI60-16.01892,
1887,RGI60-16.01893,
1888,RGI60-16.01894,
1889,RGI60-16.01895,
1890,RGI60-16.01896,
1891,RGI60-16.01897,
1892,RGI60-16.01898,
1893,RGI60-16.01899,
1894,RGI60-16.01900,
1895,RGI60-16.01901,
1896,RGI60-16.01902,
1897,RGI60-16.01903,
1898,RGI60-16.01904,
1899,RGI60-16.01905,
1900,RGI60-16.01906,
1901,RGI60-16.01907,
1902,RGI60-16.01908,
1903,RGI60-16.01909,
1904,RGI60-16.01910,
1905,RGI60-16.01911,
1906,RGI60-16.01912,
1907,RGI60-16.01913,
1908,RGI60-16.01914,
1909,RGI60-16.01915,
1910,RGI60-16.01916,
1911,RGI60-16.01917,
1912,RGI60-16.01918,
1913,RGI60-16.01919,
1914,RGI60-16.01920,
1915,RGI60-16.01921,
1916,RGI60-16.01922,
1917,RGI60-16.01923,
1918,RGI60-16.01924,
1919,RGI60-16.01925,
1920,RGI60-16.01926,
1921,RGI60-16.01927,
1922,RGI60-16.01928,
1923,RGI60-16.01929,
1924,RGI60-16.01930,
1925,RGI60-16.01931,
1926,RGI60-16.01932,
1927,RGI60-16.01933,
1928,RGI60-16.01934,
1929,RGI60-16.01935,
1930,RGI60-16.01936,
1931,RGI60-16.01937,
1932,RGI60-16.01938,
1933,RGI60-16.01939,
1934,RGI60-16.01940,
1935,RGI60-16.01941,
1936,RGI60-16.01942,
1937,RGI60-16.01943,
1938,RGI60-16.01944,
1939,RGI60-16.01945,
1940,RGI60-16.01946,
1941,RGI60-16.01947,
1942,RGI60-16.01948,
1943,RGI60-16.01949,
1944,RGI60-16.01950,
1945,RGI60-16.01951,
1946,RGI60-16.01952,
1947,RGI60-16.01953,
1948,RGI60-16.01954,
1949,RGI60-16.01955,
1950,RGI60-16.01956,
1951,RGI60-16.01957,
1952,RGI60-16.01958,
1953,RGI60-16.01959,
1954,RGI60-16.01960,
1955,RGI60-16.01961,
1956,RGI60-16.01962,
1957,RGI60-16.01963,
1958,RGI60-16.01964,
1959,RGI60-16.01965,
1960,RGI60-16.01966,
1961,RGI60-16.01967,
1962,RGI60-16.01968,
1963,RGI60-16.01969,
1964,RGI60-16.01970,
1965,RGI60-16.01971,
1966,RGI60-16.01972,
1967,RGI60-16.01973,
1968,RGI60-16.01974,
1969,RGI60-16.01975,
1970,RGI60-16.01976,
1971,RGI60-16.01977,
1972,RGI60-16.01978,
1973,RGI60-16.01979,
1974,RGI60-16.01980,
1975,RGI60-16.01981,
1976,RGI60-16.01982,
1977,RGI60-16.01983,
1978,RGI60-16.01984,
1979,RGI60-16.01985,
1980,RGI60-16.01986,
1981,RGI60-16.01987,
1982,RGI60-16.01988,
1983,RGI60-16.01989,
1984,RGI60-16.01990,
1985,RGI60-16.01991,
1986,RGI60-16.01992,
1987,RGI60-16.01993,
1988,RGI60-16.01994,
1989,RGI60-16.01996,
1990,RGI60-16.01997,
1991,RGI60-16.01998,
1992,RGI60-16.01999,
1993,RGI60-16.02000,
1994,RGI60-16.02001,
1995,RGI60-16.02002,
1996,RGI60-16.02003,
1997,RGI60-16.02004,
1998,RGI60-16.02005,
1999,RGI60-16.02006,
2000,RGI60-16.02007,
2001,RGI60-16.02008,
2002,RGI60-16.02009,
2003,RGI60-16.02010,
2004,RGI60-16.02011,
2005,RGI60-16.02012,
2006,RGI60-16.02013,
2007,RGI60-16.02014,
2008,RGI60-16.02015,
2009,RGI60-16.02016,
2010,RGI60-16.02017,
2011,RGI60-16.02018,
2012,RGI60-16.02019,
2013,RGI60-16.02020,
2014,RGI60-16.02021,
2015,RGI60-16.02022,
2016,RGI60-16.02023,
2017,RGI60-16.02024,
2018,RGI60-16.02025,
2019,RGI60-16.02026,
2020,RGI60-16.02027,
2021,RGI60-16.02028,
2022,RGI60-16.02029,
2023,RGI60-16.02030,
2024,RGI60-16.02031,
2025,RGI60-16.02032,
2026,RGI60-16.02033,
2027,RGI60-16.02034,
2028,RGI60-16.02035,
2029,RGI60-16.02036,
2030,RGI60-16.02037,
2031,RGI60-16.02038,
2032,RGI60-16.02039,
2033,RGI60-16.02040,
2034,RGI60-16.02041,
2035,RGI60-16.02042,
2036,RGI60-16.02043,
2037,RGI60-16.02044,
2038,RGI60-16.02045,
2039,RGI60-16.02046,
2040,RGI60-16.02047,
2041,RGI60-16.02048,
2042,RGI60-16.02049,
2043,RGI60-16.02050,
2044,RGI60-16.02051,
2045,RGI60-16.02052,
2046,RGI60-16.02053,
2047,RGI60-16.02054,
2048,RGI60-16.02055,
2049,RGI60-16.02056,
2050,RGI60-16.02057,
2051,RGI60-16.02058,
2052,RGI60-16.02059,
2053,RGI60-16.02060,
2054,RGI60-16.02061,
2055,RGI60-16.02062,
2056,RGI60-16.02063,
2057,RGI60-16.02064,
2058,RGI60-16.02065,
2059,RGI60-16.02066,
2060,RGI60-16.02067,
2061,RGI60-16.02068,
2062,RGI60-16.02069,
