,Farinotti Mean Thickness,Shapiro-Wilk statistic,Shapiro-Wilk p_value,Farinotti Median Thickness,Farinotti Thickness STD,Skew,RGIId,GLIMSId,BgnDate,EndDate,CenLon,CenLat,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,Status,Connect,Form,TermType,Surging,Linkages,Name,region
192495,58.523296,0.946611762046814,7.595037676640509e-43,68.1664,4.887026,-0.5600586920220311,RGI60-10.00001,G149170E76720N,19560599.0,19560999.0,149.17,76.72,10.0,2.0,3.92,99.0,208.0,163.0,3.8,221.0,1500.0,2.0,0.0,1.0,0.0,9.0,0.0,SU5E17701001 Maliy Ice Cap,10
192496,116.636856,0.9617221355438232,0.0,129.32266,17.705227,0.7246184805959401,RGI60-10.00002,G148920E76680N,19560599.0,19560999.0,148.92,76.68,10.0,2.0,48.144,0.0,385.0,288.0,4.9,185.0,4900.0,2.0,0.0,1.0,0.0,9.0,0.0,SU5E17701002 Toll Ice Cap,10
192497,30.33235,0.9355983734130859,1.118293359183337e-21,31.624746,5.153696,0.8350932462085443,RGI60-10.00003,G149020E76650N,19560599.0,19560999.0,149.02,76.65,10.0,2.0,0.704,0.0,180.0,-999.0,1.7,183.0,1400.0,2.0,0.0,0.0,1.0,9.0,0.0,SU5E17701003 E Zeeberg Glacier,10
192498,54.721817,0.9667862057685852,2.812613792679212e-25,63.119965,4.4818635,-0.3393028789100739,RGI60-10.00004,G148930E76670N,19560599.0,19560999.0,148.93,76.67,10.0,2.0,1.809,243.0,371.0,324.0,4.5,153.0,1900.0,2.0,0.0,0.0,1.0,9.0,0.0,SU5E17701004 W Zeeberg Glacier,10
192499,51.833683,0.958077609539032,1.0162943737186558e-38,59.905983,4.7131386,-0.40377397980344043,RGI60-10.00005,G148850E76700N,19560599.0,19560999.0,148.85,76.7,10.0,2.0,3.819,63.0,314.0,212.0,6.6,319.0,3400.0,2.0,0.0,0.0,0.0,9.0,9.0,SU5E17701005 5,10
192500,62.39278,0.7130295634269714,0.0,58.244423,15.619022,3.3446594859450793,RGI60-10.00006,G148650E76650N,19560599.0,19560999.0,148.65,76.65,10.0,2.0,12.966,0.0,413.0,242.0,9.4,148.0,3700.0,2.0,0.0,1.0,0.0,9.0,0.0,SU5E17701006 De Long Ice Cap,10
192501,236.46329,0.8880415558815002,7.562852639184594e-26,305.40176,34.51185,-0.44645815898400715,RGI60-10.00007,G148700E76630N,19560599.0,19560999.0,148.7,76.63,10.0,2.0,0.603,60.0,260.0,-999.0,0.0,-9.0,1200.0,2.0,0.0,0.0,0.0,9.0,9.0,SU5E17701007 7,10
192502,45.568943,0.9553314447402954,5.111367600875438e-13,47.588257,5.639092,0.18202677688040464,RGI60-10.00008,G148570E76650N,19560599.0,19560999.0,148.57,76.65,10.0,2.0,0.402,309.0,392.0,376.0,5.4,284.0,1100.0,2.0,0.0,0.0,0.0,9.0,9.0,SU5E17701008 8,10
192503,,,,,,,RGI60-10.00009,G156570E77080N,19560599.0,19560999.0,156.57,77.08,10.0,2.0,6.232,100.0,310.0,-999.0,-9.0,-9.0,1400.0,2.0,0.0,1.0,0.0,9.0,9.0,SU5E17701009 1,10
192504,,,,,,,RGI60-10.00010,G156600E77080N,19560599.0,19560999.0,156.6,77.08,10.0,2.0,0.101,0.0,220.0,-999.0,-9.0,-9.0,300.0,2.0,0.0,0.0,0.0,9.0,9.0,SU5E17701010 2,10
192505,,,,,,,RGI60-10.00011,G156600E77100N,19560599.0,19560999.0,156.6,77.1,10.0,2.0,0.101,40.0,100.0,-999.0,-9.0,-9.0,700.0,2.0,0.0,0.0,0.0,9.0,0.0,SU5E17701011 Northeast Glacier,10
192506,,,,,,,RGI60-10.00012,G156580E77120N,19560599.0,19560999.0,156.58,77.12,10.0,2.0,0.503,-999.0,50.0,-999.0,-9.0,-9.0,2500.0,2.0,0.0,0.0,0.0,9.0,0.0,SU5E17701012 Dunbar Glacier,10
192507,,,,,,,RGI60-10.00013,G156520E77100N,19560599.0,19560999.0,156.52,77.1,10.0,2.0,0.101,50.0,100.0,-999.0,-9.0,-9.0,700.0,2.0,0.0,0.0,0.0,9.0,0.0,SU5E17701013 Northwest Glacier,10
192508,,,,,,,RGI60-10.00014,G156480E77080N,19560599.0,19560999.0,156.48,77.08,10.0,2.0,1.206,-999.0,100.0,-999.0,-9.0,-9.0,2000.0,2.0,0.0,0.0,0.0,9.0,0.0,SU5E17701014 West Glacier,10
192509,,,,,,,RGI60-10.00015,G158030E76770N,19560599.0,19560999.0,158.03,76.77,10.0,2.0,0.402,220.0,350.0,-999.0,-9.0,-9.0,400.0,2.0,0.0,1.0,0.0,9.0,9.0,SU5E17701015 1,10
192510,13.578994,0.966322124004364,0.02984345518052578,14.966509,0.939715,-0.2204485833762723,RGI60-10.00016,G178680E70980N,-9999999.0,-9999999.0,178.68,70.98,10.0,2.0,0.05,247.0,341.0,296.0,20.7,293.0,400.0,2.0,0.0,0.0,0.0,9.0,9.0,SU5E19001001 No 1,10
