,RGIId,Mean Thickness,Median Thickness,Thickness Std Dev,Weighted Mean Thickness,Model Variance,Weighted Volume (km3),Lower Bound,Upper Bound,Shapiro-Wilk statistic,Shapiro-Wilk p_value,IQR,Total estimates,region,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,Farinotti Mean Thickness,Farinotti Shapiro-Wilk statistic,Farinotti Shapiro-Wilk p_value,Farinotti Median Thickness,Farinotti Thickness STD,Farinotti Skew,Farinotti Volume (km3),Thickness,Residual,Percent Residual,Farinotti Residual,Farinotti PercentResidual
10,RGI60-02.12441,91.30935218186336,92.33959,14.134376958046252,91.23788598481832,199.7309770574924,1.473856810198755,9.85068090186337,11.923929258136639,0.9280986189842224,2.8233501589062847e-40,14.416259999999994,4025.0,02,52.1754,-117.284,12.6,1982,2870,3448,16.154,93,10396,111.30158,0.9397411942481996,0.0,98.48883,20.481022,0.7565180765659767,1.79796572332,150.0,-58.76211401518168,-0.3917474267678779,-38.69842,-0.25798946666666667
11,RGI60-02.13741,52.44288860124224,51.46656,10.50788344710281,52.32652605762973,110.38818208708037,0.04227983305456482,9.708590105242237,9.84499883875776,0.985925316810608,1.3151780121271884e-19,12.782176,4025.0,02,44.1483,-121.77332,20.7,2321,2590,2810,0.808,91,1680,34.08046,0.9808443784713744,4.611061098919178e-12,35.96222,2.7749894,-0.1172975064304011,0.02753701168,26.0,26.326526057629728,1.0125586945242202,8.080460000000002,0.3107869230769232
12,RGI60-02.13747,37.90240614819876,36.843933,11.655179895862195,37.77071139546629,135.80946853698364,0.00041547782535012915,11.071921172198756,11.09429385180124,0.9878761768341064,4.1860074604190074e-18,15.632411999999997,4025.0,02,44.14429,-121.77891,28.8,2683,2715,2739,0.011,139,-9,9.880828,0.927911639213562,0.22585991024971,9.920647,0.23450367,-0.2621862430797983,0.00010868910799999999,20.0,17.770711395466293,0.8885355697733146,-10.119172,-0.5059586
13,RGI60-02.13754,54.42777893217391,53.334053,11.39289710615104,54.30984249445843,129.7658564950786,0.06354251571851637,10.614963140173906,11.249238267826087,0.9888814687728882,2.910275504845728e-17,14.161552999999998,4025.0,02,44.16497,-121.78496,17.6,2221,2544,2803,1.17,344,1666,34.035408,0.96757173538208,4.5170514100408084e-20,31.85942,4.0330844,0.1103193514371349,0.039821427359999995,19.0,35.30984249445843,1.858412762866233,15.035407999999997,0.7913372631578945
14,RGI60-02.13805,53.19490004720497,52.325005,10.564064818201503,53.082936328355416,111.57173890788744,0.06285019661277282,9.587928463204967,10.042343152795034,0.9870232939720154,8.812948716238233e-19,12.7836,4025.0,02,44.10682,-121.75938,20.4,2394,2612,2925,1.184,47,1391,31.214828,0.984035074710846,1.0326111574967753e-13,32.818382,3.2561736,-0.0614575186665791,0.036958356351999996,17.0,36.082936328355416,2.122525666373848,14.214828,0.8361663529411765
15,RGI60-02.13828,49.8518036616149,48.9967,11.655807678262413,49.72694833392626,135.82409912888133,0.02769791022199693,10.995256501614904,11.16277938638509,0.9879499673843384,4.8075182990571566e-18,14.395069999999995,4025.0,02,44.10747,-121.78366,20.8,2297,2567,2857,0.557,318,1471,29.152315,0.9597235321998596,5.834692012987629e-15,32.426537,4.965083,0.5486956902181129,0.016237839455000003,21.0,28.72694833392626,1.3679499206631551,8.152315000000002,0.38820547619047624
16,RGI60-02.13873,35.29074481816149,33.889812,12.233865174886782,35.15895084721943,149.630272655912,0.00738337967791608,11.805655082161493,13.511490853838495,0.9843493700027466,1.0245261157657899e-20,16.915072000000002,4025.0,02,45.37284,-121.69973,32.2,3103,3229,3373,0.21,237,504,16.367727,0.965922474861145,4.570895555389143e-07,16.370676,1.0425814,-0.2655701076015204,0.0034372226699999997,14.0,21.15895084721943,1.5113536319442449,2.3677269999999986,0.16912335714285703
17,RGI60-02.13874,52.14909243751553,50.806095,11.77080952079012,52.02278551710149,138.51753392831966,0.02752005353854669,11.040417253515528,11.434703314484466,0.9889917373657228,3.626416053714127e-17,14.51981,4025.0,02,45.39213,-121.7064,19.7,2004,2221,2462,0.529,317,1429,26.45921,0.9758111238479614,1.1337046579296127e-10,27.5535,2.8858728,0.191787446264371,0.01399692209,33.0,19.02278551710149,0.5764480459727724,-6.540790000000001,-0.19820575757575762
18,RGI60-02.13875,57.39573188496894,56.25213,11.717458157728212,57.27051553847418,137.2647141686262,0.17845492641788555,10.614824364968939,11.208698115031055,0.9855146408081056,6.635343667163191e-20,15.414890000000009,4025.0,02,45.36098,-121.71714,21.6,1803,2389,3142,3.116,240,3366,34.128307,0.940949022769928,9.27043012058726e-41,29.987068,6.122783,0.3249212974968921,0.10634380461199999,22.0,35.27051553847418,1.6032052517488262,12.128307,0.5512866818181817
19,RGI60-02.13876,54.40588869329192,53.237415,11.394329618163802,54.28030061036834,129.79849136104252,0.06611340614342864,10.354162429291918,10.663371186708083,0.9843583703041076,1.0389740691661216e-20,13.870635999999998,4025.0,02,45.35271,-121.69701,22.8,1884,2285,3089,1.218,160,2523,41.08997,0.9673723578453064,1.4864886356388263e-20,42.11329,5.8960543,0.3375245522271068,0.05004758346,16.0,38.28030061036834,2.3925187881480214,25.08997,1.568123125
