,RGIId,Mean Thickness,Median Thickness,Thickness Std Dev,Weighted Mean Thickness,Model Variance,Weighted Volume (km3),Lower Bound,Upper Bound,Shapiro-Wilk statistic,Shapiro-Wilk p_value,IQR,Total estimates,region,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,Farinotti Mean Thickness,Farinotti Shapiro-Wilk statistic,Farinotti Shapiro-Wilk p_value,Farinotti Median Thickness,Farinotti Thickness STD,Farinotti Skew,Farinotti Volume (km3),Thickness,Residual,Percent Residual,Farinotti Residual,Farinotti PercentResidual
129,RGI60-07.01417,67.82422568074534,68.05072,8.566357881124922,67.76009964084601,73.3642556736359,0.40269827216554777,7.8137096327453435,8.11006583925466,0.9915674328804016,1.0186596100599141e-14,10.665039999999998,4025.0,07,77.9445,14.1412,11.9,234,338,663,5.943,69,2642,61.511604,0.95903080701828,1.401298464324817e-45,64.67801,4.557668,-0.3159809404579631,0.36556346257199995,11.0,56.76009964084601,5.160009058258728,50.511604,4.591964
130,RGI60-07.01455,81.53485587726709,82.48998,10.439384565025753,81.4716258704989,108.95367413374105,0.5349426954656957,7.475557877267093,8.92753364273291,0.9268040657043456,1.5190075353281015e-40,10.970550000000005,4025.0,07,78.489,17.2854,11.6,148,581,885,6.566,188,7096,70.03236,0.9533358812332152,0.0,77.44932,11.18763,-0.3521143063477535,0.45983247576,46.0,35.4716258704989,0.7711223015325848,24.032359999999997,0.5224426086956521
131,RGI60-07.01481,147.17432891428572,150.97502,23.347244214932257,147.11067766313474,544.9583853975432,15.931645058884502,8.41284163428574,14.870021485714261,0.6578635573387146,0.0,15.244779999999992,4025.0,07,78.7872,13.1481,7.4,73,581,1015,108.297,285,24201,198.47493,0.985556185245514,0.0,199.24597,34.292274,0.0509718831120254,21.49423949421,56.0,91.11067766313474,1.6269763868416918,142.47493,2.5441951785714285
132,RGI60-07.01490,72.32451421788818,72.81514,8.965368157551758,72.26424973414858,80.35785655418202,0.38393995883753135,7.424532697888182,8.080200102111817,0.9740175604820251,1.8310983865207728e-26,10.520020000000002,4025.0,07,78.7717,16.6486,13.4,270,460,797,5.313,8,4577,85.28355,0.945695698261261,0.0,83.780594,13.050552,-0.1285841366794426,0.45311150115,170.0,-97.73575026585142,-0.5749161780344201,-84.71645,-0.4983320588235294
133,RGI60-07.01499,137.02779665316768,140.21942,21.33553233514541,136.95942511303878,455.0918456289984,24.578875390211053,8.40731473316768,13.904376546832339,0.6910977363586426,0.0,14.838359999999994,4025.0,07,79.894,20.8766,10.1,24,426,627,179.461,197,23054,274.97095,0.9655197858810424,0.0,282.2942,24.095222,-0.5052554981452927,49.346561657950005,134.0,2.959425113038776,0.022085262037602808,140.97095000000002,1.0520220149253732
134,RGI60-07.01499,137.02779665316768,140.21942,21.33553233514541,136.95942511303878,455.0918456289984,24.578875390211053,8.40731473316768,13.904376546832339,0.6910977363586426,0.0,14.838359999999994,4025.0,07,79.894,20.8766,10.1,24,426,627,179.461,197,23054,274.97095,0.9655197858810424,0.0,282.2942,24.095222,-0.5052554981452927,49.346561657950005,186.0,-49.040574886961224,-0.2636590047686087,88.97095000000002,0.47833844086021515
135,RGI60-07.01512,100.44544882981366,102.191025,13.341769323455168,100.38786588065106,177.95858437999613,3.5856537935250947,6.75761394981366,9.863098290186343,0.7793439030647278,0.0,10.942750000000004,4025.0,07,78.5392,18.6263,8.0,77,421,704,35.718,111,10119,136.73343,0.9798112511634828,0.0,142.20877,12.0524845,0.274393610176453,4.88384465274,184.0,-83.61213411934894,-0.454413772387766,-47.26657,-0.2568835326086957
136,RGI60-07.01566,74.10764157962734,74.71906,9.474066284727444,74.04838316822887,89.73563186008818,0.5127110050568168,7.72252277962734,8.76239994037266,0.9699531197547911,2.9938361910968407e-28,11.108109999999996,4025.0,07,77.9266,14.9686,10.6,252,456,689,6.924,254,4736,45.584312,0.937318742275238,0.0,43.166595,6.34041,0.9459207543425918,0.315625776288,29.0,45.04838316822887,1.5533925230423746,16.584311999999997,0.5718728275862068
137,RGI60-08.00188,53.8220851289441,53.457294,6.592655729605062,53.76950169733045,43.45231128100276,0.19873207827333333,6.145797072944106,6.427604471055901,0.9957794547080994,2.5384589985577573e-09,9.274025000000002,4025.0,08,67.91,18.496,15.9,1207,1443,2070,3.696,282,3954,67.96988,0.9577059149742126,2.367731695956021e-38,68.980484,9.564413,0.123073571438706,0.25121667648000007,84.0,-30.230498302669552,-0.3598868845555899,-16.030119999999997,-0.19083476190476187
138,RGI60-08.00213,60.28815044795032,60.26397,6.623659445000912,60.24582593975824,43.86196435280485,0.2051370373248768,6.636340527950324,6.58379049604968,0.9967581629753112,1.2536797555640078e-07,8.890965000000001,4025.0,08,67.903,18.569,13.2,1143,1414,1797,3.405,102,3636,76.96179,0.9818421602249146,7.513368257416695e-26,84.763725,8.763924,0.0445727942907642,0.26205489494999995,99.0,-38.75417406024176,-0.3914563036388056,-22.038210000000007,-0.22260818181818187
139,RGI60-08.00251,46.2722427731677,46.285362,6.3390092668876505,46.21997760417658,40.17305512208858,0.06646432779480592,6.3192222131676985,5.997082626832302,0.997874915599823,2.489418329787441e-05,8.20496,4025.0,08,67.915,18.564,16.9,1204,1526,1698,1.438,98,1941,49.52541,0.9562546014785768,1.071725841494021e-25,47.538353,6.6046314,0.5931593965821361,0.07121753957999999,72.0,-25.780022395823423,-0.3580558666086586,-22.47459,-0.3121470833333333
140,RGI60-08.00312,56.07172852869566,55.94048,6.355328273491115,56.03100933692292,40.38016263216752,0.2919215586453684,6.897900200695659,6.1833912953043395,0.9958403706550598,3.185286256979225e-09,8.810435999999996,4025.0,08,61.573,8.132,13.7,1436,1774,2071,5.21,49,3122,75.110405,0.9758715629577636,3.0353580114650203e-35,73.74234,11.126566,0.3753617686169712,0.39132521005000004,115.0,-58.96899066307708,-0.5127738318528442,-39.889595,-0.3468660434782609
141,RGI60-08.00312,56.07172852869566,55.94048,6.355328273491115,56.03100933692292,40.38016263216752,0.2919215586453684,6.897900200695659,6.1833912953043395,0.9958403706550598,3.185286256979225e-09,8.810435999999996,4025.0,08,61.573,8.132,13.7,1436,1774,2071,5.21,49,3122,75.110405,0.9758715629577636,3.0353580114650203e-35,73.74234,11.126566,0.3753617686169712,0.39132521005000004,90.0,-33.96899066307708,-0.37743322958974534,-14.889595,-0.16543994444444443
142,RGI60-08.00312,56.07172852869566,55.94048,6.355328273491115,56.03100933692292,40.38016263216752,0.2919215586453684,6.897900200695659,6.1833912953043395,0.9958403706550598,3.185286256979225e-09,8.810435999999996,4025.0,08,61.573,8.132,13.7,1436,1774,2071,5.21,49,3122,75.110405,0.9758715629577636,3.0353580114650203e-35,73.74234,11.126566,0.3753617686169712,0.39132521005000004,90.0,-33.96899066307708,-0.37743322958974534,-14.889595,-0.16543994444444443
143,RGI60-08.00449,61.18655348024844,61.335518,6.5737351388621,61.15498703980734,43.20325727996599,0.17117280872442073,6.513126296248444,6.369076599751558,0.9967480897903442,1.2007032523797534e-07,8.638254000000003,4025.0,08,61.556,8.441,12.3,1530,1904,2256,2.799,25,3284,71.08939,0.97323739528656,4.7238680045195415e-28,67.50264,9.367279,0.1606678405843369,0.19897920260999996,70.0,-8.845012960192662,-0.12635732800275232,1.0893899999999945,0.015562714285714208
144,RGI60-08.00966,73.89191052968944,74.6332,7.933449789213129,73.86634453146212,62.92398838391417,0.6325175082229102,5.841433649689435,6.910474430310558,0.9219435453414916,1.5988815477946163e-41,8.54844,4025.0,08,61.542,8.454,7.5,1639,1880,2254,8.563,107,5017,109.882744,0.9690330624580384,0.0,126.38699,15.311898,0.0069938843179953,0.9409259368720001,128.0,-54.13365546853788,-0.4229191833479522,-18.117255999999998,-0.14154106249999998
145,RGI60-08.00987,56.88044107602484,56.83801,5.967748395262188,56.85393944426773,35.60517270520183,0.12314563283628391,6.29157771602484,5.959924691975161,0.997592270374298,5.88048806093866e-06,8.174075000000002,4025.0,08,61.657,8.6,11.5,1866,2083,2378,2.166,44,2472,55.79912,0.9834851026535034,1.0383658975454392e-19,64.43854,7.451262,0.3505539974286193,0.12086089392,60.0,-3.1460605557322694,-0.05243434259553782,-4.200879999999998,-0.07001466666666663
146,RGI60-08.01127,83.6912835542857,84.88386,10.604559371476986,83.63847526196088,112.42873991548768,1.5892983069277804,7.412207138285709,8.93260804571429,0.9021221399307252,4.203895392974451e-45,10.880525000000006,4025.0,08,61.711,7.025,8.3,522,1711,1940,19.002,347,6666,155.5996,0.939421772956848,0.0,180.62485,15.359777,-0.6591493177224675,2.9567035992,225.0,-141.36152473803912,-0.6282734432801739,-69.40039999999999,-0.3084462222222222
147,RGI60-08.01258,69.74628701639752,70.237625,7.983669938279763,69.69510732170721,63.723149910551406,0.2407965957964984,6.826875384397518,7.477160703602479,0.9753457307815552,7.807626317313359e-26,9.498795,4025.0,08,70.13,21.737,11.0,447,894,1061,3.455,121,3637,69.03795,0.9922653436660768,8.422355643992888e-17,71.86807,8.810051,0.0648308642940607,0.23852611725,67.0,2.695107321707212,0.04022548241354048,2.037949999999995,0.030417164179104405
148,RGI60-08.01657,101.5799839689441,103.58362,13.609337556723224,101.5268838931,185.16805281513967,3.659942637462362,6.8413068489441,9.980926151055897,0.7737990617752075,0.0,11.082525000000004,4025.0,08,66.657,13.853,6.6,148,1186,1568,36.049,330,9888,183.9339,0.9784429669380188,0.0,184.49908,15.200078,-0.3526189691551304,6.6306331611,205.0,-103.4731161069,-0.5047469078385366,-21.066100000000006,-0.10276146341463417
149,RGI60-08.01780,75.93803573614908,76.767136,8.370719043001632,75.91452770035974,70.05152886524361,0.5140931815868361,5.9653186161490765,7.260553143850913,0.9081836342811584,4.764414778704378e-44,8.806415000000001,4025.0,08,60.558,7.433,7.1,1423,1799,1870,6.772,26,4246,120.00176,0.9865599274635316,1.0056571402640702e-30,130.88208,11.668703,0.2508102661516015,0.81265191872,148.0,-72.08547229964026,-0.4870640020245963,-27.998239999999996,-0.18917729729729726
150,RGI60-08.02384,89.29821072024846,90.714195,10.582712370707986,89.27342401116655,111.96597657427344,0.9929882952762056,5.615586200248458,8.047934815751532,0.7888696789741516,0.0,8.952695000000006,4025.0,08,67.291,16.043,5.4,976,1350,1501,11.123,19,5805,153.28172,0.9809215664863586,5.4790769955100355e-43,153.78914,17.918375,0.0451376728198553,1.70495257156,160.0,-70.72657598883345,-0.442041099930209,-6.718279999999993,-0.04198924999999996
151,RGI60-08.02384,89.29821072024846,90.714195,10.582712370707986,89.27342401116655,111.96597657427344,0.9929882952762056,5.615586200248458,8.047934815751532,0.7888696789741516,0.0,8.952695000000006,4025.0,08,67.291,16.043,5.4,976,1350,1501,11.123,19,5805,153.28172,0.9809215664863586,5.4790769955100355e-43,153.78914,17.918375,0.0451376728198553,1.70495257156,208.0,-118.72657598883345,-0.5708008461001608,-54.71827999999999,-0.2630686538461538
152,RGI60-08.02650,72.07274171105588,72.72593,8.117235490419068,72.03662407583148,65.87314194182402,0.20948250281251796,6.367825135055881,7.230784448944121,0.9517120718955994,1.6380027050578941e-34,9.07517399999999,4025.0,08,61.746,5.672,8.8,963,1214,1345,2.908,5,3327,99.54586,0.967461347579956,3.365368386149939e-31,86.012054,7.0944633,0.5336820990368564,0.28947936088,65.0,7.036624075831483,0.10825575501279205,34.545860000000005,0.5314747692307693
153,RGI60-08.02650,72.07274171105588,72.72593,8.117235490419068,72.03662407583148,65.87314194182402,0.20948250281251796,6.367825135055881,7.230784448944121,0.9517120718955994,1.6380027050578941e-34,9.07517399999999,4025.0,08,61.746,5.672,8.8,963,1214,1345,2.908,5,3327,99.54586,0.967461347579956,3.365368386149939e-31,86.012054,7.0944633,0.5336820990368564,0.28947936088,85.0,-12.963375924168517,-0.15251030499021784,14.545860000000005,0.1711277647058824
154,RGI60-08.02666,67.10136063701863,67.49418,7.549893198753545,67.05861276275495,56.98672560145148,0.26635680989366267,6.6239531650186265,7.019538642981374,0.9824286699295044,5.8085885800663925e-22,9.113179999999993,4025.0,08,61.747,5.644,9.9,918,1229,1379,3.972,29,2713,76.53163,0.9954474568367004,2.9666777389726617e-13,83.11372,6.7817554,0.015697624382559,0.30398363436000003,57.0,10.058612762754947,0.1764668905746482,19.531630000000007,0.3426601754385966
155,RGI60-08.02693,74.73209797093168,75.5674,8.40307106577324,74.69243298173338,70.5940600809481,0.26097536083817646,6.2258627549316685,7.291599069068326,0.9259933233261108,1.034886941873164e-40,8.919336000000001,4025.0,08,61.733,5.661,4.5,1058,1314,1354,3.494,143,2702,115.010086,0.9701843857765198,1.4322688960055264e-32,119.61534,16.371288,0.1169833184341806,0.401845240484,68.0,6.692432981733376,0.09841813208431435,47.010086,0.691324794117647
156,RGI60-08.02930,56.237760098385095,55.992767,6.959376917302959,56.1806500068872,48.42089405172847,0.32798263474020745,7.241060098385098,6.9037047816149055,0.9950020909309388,1.6375954758895972e-10,9.614936,4025.0,08,60.2,6.481,13.1,893,1541,1639,5.838,116,2234,80.684105,0.9837432503700256,2.5339353543415807e-31,81.1487,14.974808,0.483712788622547,0.47103380499,105.0,-48.8193499931128,-0.4649461904105981,-24.315894999999998,-0.23157995238095236
157,RGI60-09.00482,96.84910164397516,98.62888,12.837474381500613,96.81864733476056,164.75980421034393,16.613692608055572,6.946744843975168,9.68012495602484,0.8067301511764526,0.0,10.87554999999999,4025.0,09,79.8858,95.5667,17.9,31,286,516,171.596,58,11983,198.60474,0.9819126129150392,0.0,212.97864,20.063822,0.4191254861353726,34.07977896504,230.0,-133.18135266523944,-0.5790493594140845,-31.395260000000007,-0.13650113043478265
158,RGI60-09.00520,115.46199051503103,117.48104,17.984564118607167,115.40910130118692,323.364187642743,46.824588443626666,10.35793499503103,14.053718044968974,0.8223333358764648,0.0,15.830024999999992,4025.0,09,81.1278,90.895,16.9,0,138,323,405.727,180,18256,245.4568,0.9917247891426086,1.4363309259329375e-41,257.4593,18.497452,-0.114748229462831,99.58845109359999,163.0,-47.59089869881308,-0.29196870367369987,82.45679999999999,0.5058699386503067
159,RGI60-09.00580,113.05933237242236,115.81855,14.845968318617237,113.04351061581217,220.34801686389167,9.353785285905378,3.823566292422356,8.458757547577633,0.5979325771331787,0.0,8.015993999999992,4025.0,09,78.4377,101.732,8.4,208,384,507,82.745,133,11188,175.4038,0.9463353753089904,0.0,192.7925,23.034811,0.6638866222149241,14.513787431,121.0,-7.956489384187833,-0.06575611061312259,54.40379999999999,0.44961818181818175
160,RGI60-09.00610,128.49438253664596,131.73532,18.55546318868128,128.4489567045823,344.2196724783949,32.37954145504781,6.1964891766459544,11.224022423354029,0.6269739270210266,0.0,11.29598,4025.0,09,80.3181,58.2036,5.2,0,223,415,252.081,144,16271,188.13052,0.990752637386322,1.052416490617829e-36,203.60876,12.256655,-0.3052578324440611,47.42412961212,149.0,-20.551043295417713,-0.13792646506991754,39.13051999999999,0.26262093959731536
161,RGI60-09.00697,110.0560360616149,111.76274,16.745210069706115,109.99660980262246,280.33239517044336,56.31991416808974,9.685838765614903,12.492016642385096,0.8328812122344971,0.0,14.734394000000009,4025.0,09,80.5805,50.4331,13.6,0,263,421,512.015,143,15512,212.26369,0.9733692407608032,0.0,213.50629,28.639254,0.2466480900944089,108.68219323535,176.0,-66.00339019737754,-0.37501926248509965,36.26369,0.20604369318181817
162,RGI60-09.00702,73.18667075950312,73.66976,8.406207202707144,73.13585773580529,70.646763182166,1.7576740689646086,6.6311734795031185,7.214403320496885,0.9522629976272584,2.3634806250094653e-34,9.053454000000002,4025.0,09,80.5794,46.8139,17.4,9,246,383,24.033,120,6951,213.94775,0.8541396856307983,0.0,195.92273,50.728634,0.8452292849855317,5.1418062757500005,144.0,-70.86414226419471,-0.4921120990569077,69.94775000000001,0.485748263888889
163,RGI60-09.00744,172.02298877540372,177.01451,28.261610669648004,171.97419381219984,798.5201982296829,86.26483522910662,8.207021095403718,16.20905642459627,0.5937116146087646,0.0,15.927310000000006,4025.0,09,80.5503,61.0074,4.6,3,245,559,501.615,124,27482,292.4224,0.9892767667770386,0.0,310.17114,18.430086,0.0372867183503294,146.68346217599998,187.0,-15.025806187800157,-0.08035190474759442,105.42239999999998,0.5637561497326202
164,RGI60-09.00807,152.00656620919253,155.98271,24.51720684503708,151.94883216478374,600.944091499356,65.71695821827599,9.34292228919253,15.505045390807481,0.6628869771957397,0.0,15.882509999999996,4025.0,09,80.8577,64.6629,11.9,12,176,505,432.494,111,26546,333.3803,0.9852138757705688,0.0,351.6407,39.669643,-0.0641008008000524,144.1849794682,209.0,-57.05116783521626,-0.27297209490534097,124.38029999999998,0.5951210526315789
165,RGI60-09.00851,74.90861563329193,75.64431,7.596365963360799,74.87920232831904,57.69043925903331,1.819639495780481,4.827868993291929,6.1178845267080675,0.8788744211196899,0.0,7.165139999999994,4025.0,09,81.6046,58.5169,12.9,0,97,247,24.301,93,3641,163.55882,0.863114058971405,0.0,147.42393,40.543488,1.2772502909123449,3.9746428848199997,50.0,24.87920232831904,0.4975840465663808,113.55882,2.2711764
166,RGI60-09.00856,82.41018968322982,83.30011,9.82198533588424,82.36676081805152,96.44742788964474,6.699877058461946,6.2961814272298255,7.74438615677019,0.874861478805542,0.0,9.265826000000004,4025.0,09,81.614,63.0106,17.1,1,211,358,81.342,206,9388,164.5612,0.9886985421180724,1.6395192032600362e-43,185.13177,22.28285,0.2067056204018934,13.3857371304,156.0,-73.63323918194848,-0.47200794347402875,8.561200000000014,0.05487948717948727
167,RGI60-09.00859,72.85294861788819,73.40208,7.476344309420314,72.82454405701762,55.881837096546114,0.36689005295925475,5.130157257888186,6.230452342111803,0.9098008871078492,9.10844001811131e-44,7.3934400000000124,4025.0,09,81.7284,58.3462,14.0,19,326,402,5.038,167,3745,91.3888,0.9726934432983398,1.4617903442145028e-36,89.33966,9.084552,0.3362109950043488,0.46041677440000006,137.0,-64.17545594298238,-0.46843398498527283,-45.6112,-0.33292846715328467
168,RGI60-09.00909,155.67031251329195,159.71967,24.260616543897143,155.63290660608692,588.4312846514841,49.62682056238954,6.346734433291942,13.652727806708043,0.5734143853187561,0.0,13.035200000000003,4025.0,09,80.8163,79.4689,0.8,-999,-999,-999,318.871,210,19112,157.62744,0.9873566031455994,4.203895392974451e-45,176.92421,20.842731,0.3011261925378267,50.26281942024,147.0,8.63290660608692,0.05872725582372054,10.627440000000007,0.07229551020408168
169,RGI60-09.00920,176.44464787602482,180.97987,30.974281662617017,176.3754506039165,959.1677627450669,146.2880916117462,12.808316676024816,20.834538603975176,0.6954985857009888,0.0,22.543049999999997,4025.0,09,80.4523,96.002,14.2,0,542,778,829.413,104,31780,374.36407,0.9836195707321168,0.0,430.11932,23.554188,-0.3264575338744441,310.50242639091005,391.0,-214.6245493960835,-0.5489118910385767,-16.635929999999973,-0.04254713554987206
170,RGI60-09.00920,176.44464787602482,180.97987,30.974281662617017,176.3754506039165,959.1677627450669,146.2880916117462,12.808316676024816,20.834538603975176,0.6954985857009888,0.0,22.543049999999997,4025.0,09,80.4523,96.002,14.2,0,542,778,829.413,104,31780,374.36407,0.9836195707321168,0.0,430.11932,23.554188,-0.3264575338744441,310.50242639091005,332.0,-155.6245493960835,-0.4687486427592876,42.36407000000003,0.1276026204819278
171,RGI60-09.00965,93.121294809441,94.364456,13.04319724295942,93.08636999817482,170.08272723941033,21.38398708872072,8.675481529441,10.590605110558997,0.8830148577690125,0.0,12.543099999999995,4025.0,09,79.9045,96.5823,17.5,95,421,624,229.722,259,11505,241.93602,0.957009494304657,0.0,288.8803,37.370193,-0.3603953167230786,55.57802638644,296.0,-202.9136300018252,-0.6855190202764365,-54.06397999999999,-0.18264858108108104
172,RGI60-09.00971,155.10460301515528,159.4632,25.021183041497583,155.056694462912,625.9040580381645,54.99054657788281,9.320721735155274,15.656370584844723,0.6455860733985901,0.0,16.27077,4025.0,09,79.307,94.9735,9.5,0,439,701,354.648,241,25363,384.8822,0.9154844880104064,0.0,453.05423,24.736698,-0.7705218200443493,136.4977024656,227.0,-71.94330553708801,-0.3169308613968635,157.8822,0.6955162995594714
173,RGI60-09.00990,91.17749300745342,92.48521,11.379861072451089,91.12729390202122,129.46906380765947,11.062215588648062,6.2558712474534275,8.326307592546584,0.8141084909439087,0.0,9.64809000000001,4025.0,09,80.9988,61.1939,16.5,14,250,428,121.393,117,11787,184.7778,0.9874029159545898,0.0,194.93542,15.309085,0.3030619147698238,22.430731475400002,174.0,-82.87270609797878,-0.4762799201033263,10.777800000000013,0.06194137931034491
174,RGI60-09.01061,62.4224849331677,62.260105,8.062634944364705,62.37889787878915,64.98993166665082,3.0375404322076376,7.846954013167704,7.707727546832295,0.9897680282592772,1.785746093741446e-16,10.202827000000006,4025.0,09,81.3714,59.0738,24.4,0,155,281,48.695,43,6158,146.12164,0.9869384765625,0.0,156.09004,13.281353,0.4049916951150227,7.115393259800001,144.0,-81.62110212121085,-0.5668132091750754,2.1216400000000135,0.014733611111111204
175,RGI60-10.00397,47.41074721351553,48.073887,8.259247853800579,47.3961853368225,68.19822724091681,0.0011849046334205626,7.604712445515524,7.418658698484471,0.9818496108055116,2.5582648084701962e-22,9.87529,4025.0,10,68.999252319,89.855804443,38.2,662,689,775,0.025,10,125,13.064099,0.9273200631141664,0.0105316331610083,13.496964,0.64687556,0.817033638995905,0.00032660247500000005,94.0,-46.6038146631775,-0.49578526237422876,-80.935901,-0.8610202234042553
176,RGI60-10.00604,61.17174057590062,61.548424,6.628353714678799,61.176308615837584,43.92415742081751,0.18689362282138383,6.536560575900623,6.373863408099375,0.993322730064392,9.607324701413344e-13,8.64356500000001,4025.0,10,47.055625916,85.559234619,16.8,3137,3525,3818,3.055,2,3475,42.417637,0.9002499580383301,0.0,32.64543,11.030658,1.0889177715260678,0.12958588103500002,23.0,38.176308615837584,1.6598395050364168,19.417637,0.8442450869565217
177,RGI60-10.00762,48.15418423677018,48.533348,5.850478512237358,48.1786593709608,34.219594946667286,0.09948893160103406,5.588149764770179,5.477675043229823,0.9947015643119812,6.07937311603024e-11,7.264179000000006,4025.0,10,50.096633911,87.50012207,29.6,2674,3084,3689,2.065,0,2487,31.63931,0.8977857232093811,2.0206723855563865e-42,27.327793,7.0261497,1.1067576727192263,0.06533517515,44.0,4.178659370960801,0.09496953115820003,-12.360690000000002,-0.2809247727272728
178,RGI60-10.00769,53.61122633142857,53.6742,5.877295136879894,53.62934212419327,34.53401611403529,0.08623598213570279,5.425002491428572,5.704645300571428,0.9972935914993286,1.3882089433536748e-06,8.060610000000004,4025.0,10,50.135349274,87.49105835,22.6,2645,2982,3658,1.608,6,2908,34.520065,0.8960773944854736,1.1115683760484071e-38,27.042967,11.629427,0.9477358064450324,0.05550826452000001,36.0,17.629342124193272,0.48970394789425753,-1.4799349999999976,-0.04110930555555549
179,RGI60-10.00817,42.281057218136645,42.669003,6.137316696509497,42.30433800685392,37.65729805779257,0.022928951199714824,5.814537858136646,6.337523381863356,0.984012007713318,6.0789450709940145e-21,8.191837,4025.0,10,49.854896545,87.375350952,33.0,2716,2935,3192,0.542,11,704,20.157703,0.911599099636078,5.339336753188463e-22,19.546654,3.905703,1.228264097780147,0.010925475026000003,48.0,-5.695661993146082,-0.11865962485721004,-27.842297,-0.5800478541666666
180,RGI60-10.00830,58.115202884223606,58.419407,6.1051951952703485,58.12439199226228,37.26414789822237,0.08073478047725231,6.150985284223609,5.765665827776395,0.9960970282554626,8.464711598321628e-09,8.04929,4025.0,10,49.859680176,87.354537964,15.7,2836,3056,3310,1.389,21,1818,40.40725,0.9332102537155152,2.343015276443173e-30,49.610043,9.014579,0.4392499734439581,0.056125670249999995,51.0,7.124391992262282,0.13969396063259376,-10.592750000000002,-0.2077009803921569
181,RGI60-10.01058,54.83876248024845,54.925014,5.864229549600577,54.85222297765385,34.38064431271656,0.06044714972137455,5.842062480248451,5.748742215751555,0.9978070259094238,1.7474820197094232e-05,8.035167000000001,4025.0,10,50.055580139,87.507865906,16.3,2833,3127,3359,1.102,110,2125,45.413364,0.9290670156478882,3.9988309732080635e-28,49.279106,8.265895,0.2903247182503143,0.050045527128000006,69.0,-14.147777022346148,-0.2050402467006688,-23.586636,-0.34183530434782605
182,RGI60-10.01059,54.34675403503106,54.44276,6.094647167246818,54.36245754880221,37.135495590349365,0.16015179993877132,5.63946471503106,6.012036188968942,0.9983428716659546,0.0003266560088377,8.394672,4025.0,10,50.081115723,87.554382324,23.5,2684,3011,4080,2.946,14,2694,46.1366,0.8996095657348633,0.0,39.359997,13.843064,0.910151020988718,0.1359184236,43.0,11.362457548802212,0.26424319880935376,3.1366000000000014,0.07294418604651166
183,RGI60-10.01062,58.97116563950311,59.203503,6.2165794153713865,58.98256483502916,38.63625817181114,0.13070536367442462,6.510582623503112,6.214596520496883,0.9971582889556884,7.402093729069747e-07,8.284847,4025.0,10,50.064025879,87.532264709,15.7,2850,3226,3834,2.216,199,3030,47.166874,0.924705684185028,5.913503341524622e-39,39.105255,10.768915,0.6538727969363122,0.104521792784,74.0,-15.017435164970841,-0.2029383130401465,-26.833126,-0.3626098108108108
184,RGI60-10.01069,44.8315302273292,45.269226,6.497469329558616,44.83555131397931,42.206618966147786,0.02587011310816606,5.811953827329205,5.874576020670801,0.9775863885879515,1.0365389719875741e-24,7.864349999999995,4025.0,10,50.070285797,87.499862671,40.8,2759,3238,3535,0.577,356,794,23.178482,0.9844245910644532,2.3895953660257877e-08,23.79879,2.2441492,0.2302647736673558,0.013373984113999999,43.0,1.835551313979309,0.042687239859983926,-19.821518,-0.46096553488372094
185,RGI60-10.01162,47.13704914459628,47.563076,5.892388860932418,47.15408528073541,34.71162034024456,0.03470540676662126,5.713809576596283,5.59826133540372,0.9930582046508788,4.622336584672593e-13,7.260811999999994,4025.0,10,50.042724609,87.503120422,19.3,2847,3019,3160,0.736,126,1546,25.413546,0.9463850259780884,3.251763633337019e-20,22.115534,3.9058988,0.0408135914936922,0.018704369856,69.0,-21.84591471926459,-0.31660745969948684,-43.586454,-0.6316877391304349
186,RGI60-10.01163,52.92633125590062,53.01322,5.803966595827704,52.9450680445075,33.67765904591972,0.10059562928456424,5.349265983900622,5.6490422640993785,0.9959452748298644,4.728531788344981e-09,7.789738,4025.0,10,50.047058105,87.482002258,21.9,2619,2951,3466,1.9,1,2533,34.541756,0.8935726284980774,1.2259960264377825e-41,26.362324,11.876625,0.8245201172533043,0.0656293364,48.0,4.945068044507501,0.1030222509272396,-13.458244,-0.28038008333333336
187,RGI60-10.01168,58.05945441341615,58.231865,5.909343669879466,58.073766447546426,34.91166674722682,0.06928200337192289,6.1491861254161435,5.750054482583849,0.997343122959137,1.7537292933411663e-06,7.961852999999998,4025.0,10,50.035167694,87.469734192,13.8,2829,2976,3278,1.193,130,1928,39.4255,0.9478170275688172,2.031902436906716e-25,36.21901,6.4400783,0.0269745077199458,0.047034621500000005,77.0,-18.926233552453574,-0.2457952409409555,-37.5745,-0.48798051948051946
188,RGI60-10.01706,49.96867512347826,49.925735,6.506494885987906,49.98478594920482,42.323957819224944,0.030090841141421302,6.09485377147827,6.213895284521733,0.990629017353058,1.1572484939117024e-15,8.084655999999995,4025.0,10,50.050300598,87.788597107,17.4,3082,3374,3534,0.602,335,1439,30.518904,0.9764062762260436,2.143007646338013e-11,30.6142,2.9143033,-0.2322235955344079,0.018372380208,55.0,-5.01521405079518,-0.09118571001445781,-24.481096,-0.44511083636363635
189,RGI60-10.01706,49.96867512347826,49.925735,6.506494885987906,49.98478594920482,42.323957819224944,0.030090841141421302,6.09485377147827,6.213895284521733,0.990629017353058,1.1572484939117024e-15,8.084655999999995,4025.0,10,50.050300598,87.788597107,17.4,3082,3374,3534,0.602,335,1439,30.518904,0.9764062762260436,2.143007646338013e-11,30.6142,2.9143033,-0.2322235955344079,0.018372380208,55.0,-5.01521405079518,-0.09118571001445781,-24.481096,-0.44511083636363635
